,Player,Year,Pos,Cat_POS,Team,BaseSalary,SigningBonus,Cap Hit,Salary%,Conf,Division,Wins,Losses,Ties,Win %,Div_Rank,Scored,Allowed,Net,SOV,SOS,Playoff,Won Superbowl
19384,Alohi Gilman,2020,S,Defense,LAC/SD,610000,47051,657051,0.003,AFC,AFC West,7,9,0,0.4375,3,384,426,-42,0.34375,0.482422,No,No
19385,Donovan Peoples-Jones,2020,WR,Offense,CLE,610000,46652,656652,0.003,AFC,AFC North,11,5,0,0.6875,3,408,419,-11,0.40625,0.451172,Yes,No
19386,Tyler Bass,2020,K,Special Teams,BUF,610000,46054,656054,0.003,AFC,AFC East,13,3,0,0.8125,1,501,375,126,0.471154,0.511719,Yes,No
19387,Takkarist McKinley,2020,DE,Defense,LV/OAK,655835,0,655835,0.003,AFC,AFC West,8,8,0,0.5,2,434,478,-44,0.476562,0.539062,No,No
19388,Jake Luton,2020,QB,Offense,JAX,610000,45437,655437,0.003,AFC,AFC South,1,15,0,0.0625,4,306,492,-186,0.6875,0.548828,No,No
19389,Charlie Woerner,2020,TE,Offense,SF,610000,45257,655257,0.003,NFC,NFC West,6,10,0,0.375,4,376,390,-14,0.447917,0.548828,No,No
19390,Braden Mann,2020,P,Special Teams,NYJ,610000,44275,654275,0.003,AFC,AFC East,2,14,0,0.125,4,243,457,-214,0.65625,0.59375,No,No
19391,Jon Runyan,2020,G,Offense,GB,610000,43669,653669,0.003,NFC,NFC North,13,3,0,0.8125,1,509,369,140,0.387019,0.427734,Yes,No
19392,Shaq Quarterman,2020,OLB,Defense,JAX,529995,123600,653594,0.003,AFC,AFC South,1,15,0,0.0625,4,306,492,-186,0.6875,0.548828,No,No
19393,Khalil Davis,2020,DT,Defense,TB,610000,43303,653303,0.003,NFC,NFC South,11,5,0,0.6875,2,492,355,137,0.392045,0.488281,Yes,Yes
19394,Shaun Bradley,2020,ILB,Defense,PHI,610000,42855,652855,0.003,NFC,NFC East,4,11,1,0.28125,4,334,418,-84,0.46875,0.537109,No,No
19395,John Penisini,2020,DT,Defense,DET,610000,42794,652794,0.003,NFC,NFC North,5,11,0,0.3125,4,377,519,-142,0.35,0.507812,No,No
19396,James Proche,2020,WR,Offense,BAL,610000,42024,652024,0.003,AFC,AFC North,11,5,0,0.6875,2,468,303,165,0.400568,0.494141,Yes,No
19397,Tyler Davis,2020,TE,Offense,JAX,610000,39886,649886,0.003,AFC,AFC South,1,15,0,0.0625,4,306,492,-186,0.6875,0.548828,No,No
19398,Isaiah Rodgers,2020,CB,Defense,IND,610000,36281,646281,0.003,AFC,AFC South,11,5,0,0.6875,2,451,362,89,0.383523,0.443359,Yes,No
19399,Equanimeous St. Brown,2020,WR,Offense,GB,616176,29602,645778,0.003,NFC,NFC North,13,3,0,0.8125,1,509,369,140,0.387019,0.427734,Yes,No
19400,P.J. Hall,2020,DT,Defense,HOU,644122,0,644121,0.003,AFC,AFC South,4,12,0,0.25,3,384,464,-80,0.21875,0.541016,No,No
19401,A.J. Moore,2020,CB,Defense,HOU,644122,0,644121,0.003,AFC,AFC South,4,12,0,0.25,3,384,464,-80,0.21875,0.541016,No,No
19402,Michael Ford,2020,CB,Defense,DET,644120,0,644120,0.003,NFC,NFC North,5,11,0,0.3125,4,377,519,-142,0.35,0.507812,No,No
19403,Jordan Glasgow,2020,ILB,Defense,IND,610000,32353,642353,0.003,AFC,AFC South,11,5,0,0.6875,2,451,362,89,0.383523,0.443359,Yes,No
19404,Dezmon Patmon,2020,WR,Offense,IND,610000,32353,642353,0.003,AFC,AFC South,11,5,0,0.6875,2,451,362,89,0.383523,0.443359,Yes,No
19405,Freddie Swain,2020,WR,Offense,SEA,610000,32353,642353,0.003,NFC,NFC West,12,4,0,0.75,1,459,371,88,0.403646,0.447266,Yes,No
19406,James Hurst,2020,RT,Offense,NO,695882,105147,641029,0.003,NFC,NFC South,12,4,0,0.75,1,482,337,145,0.40625,0.458984,Yes,No
19407,Michael Danna,2020,DE,Defense,KC,572941,65915,638856,0.003,AFC,AFC West,14,2,0,0.875,1,473,362,111,0.464286,0.464844,Yes,No
19408,Markus Bailey,2020,OLB,Defense,CIN,610000,28424,638424,0.003,AFC,AFC North,4,11,1,0.28125,4,311,424,-113,0.4375,0.529297,No,No
19409,Kamren Curl,2020,CB,Defense,WAS,610000,28332,638332,0.003,NFC,NFC East,7,9,0,0.4375,1,335,329,6,0.388393,0.458984,Yes,No
19410,Myles Gaskin,2020,RB,Offense,MIA,616178,21694,637872,0.003,AFC,AFC East,10,6,0,0.625,2,404,338,66,0.346875,0.466797,No,No
19411,Carter Coughlin,2020,OLB,Defense,NYG,610000,27536,637536,0.003,NFC,NFC East,6,10,0,0.375,2,280,357,-77,0.427083,0.501953,No,No
19412,K.J. Hill,2020,WR,Offense,LAC/SD,610000,26207,636207,0.003,AFC,AFC West,7,9,0,0.4375,3,384,426,-42,0.34375,0.482422,No,No
19413,Stantley Thomas-Oliver,2020,CB,Defense,CAR,610000,25794,635794,0.003,NFC,NFC South,5,11,0,0.3125,3,350,402,-52,0.3875,0.53125,No,No
19414,Eno Benjamin,2020,RB,Offense,ARI,610000,25678,635678,0.003,NFC,NFC West,8,8,0,0.5,3,410,367,43,0.441406,0.474609,No,No
19415,Austin Seibert,2020,K,Special Teams,CIN,635296,0,635296,0.003,AFC,AFC North,4,11,1,0.28125,4,311,424,-113,0.4375,0.529297,No,No
19416,Ken Webster,2020,CB,Defense,SF,635294,0,635294,0.003,NFC,NFC West,6,10,0,0.375,4,376,390,-14,0.447917,0.548828,No,No
19417,T.J. Edwards,2020,ILB,Defense,PHI,630882,4166,635048,0.003,NFC,NFC East,4,11,1,0.28125,4,334,418,-84,0.46875,0.537109,No,No
19418,Arlington Hambright,2020,G,Offense,CHI,610000,24777,634777,0.003,NFC,NFC North,8,8,0,0.5,2,372,370,2,0.335938,0.488281,Yes,No
19419,Sterling Hofrichter,2020,P,Special Teams,ATL,610000,24435,634435,0.003,NFC,NFC South,4,12,0,0.25,4,396,414,-18,0.390625,0.550781,No,No
19420,James Smith-Williams,2020,DE,Defense,WAS,610000,24425,634425,0.003,NFC,NFC East,7,9,0,0.4375,1,335,329,6,0.388393,0.458984,Yes,No
19421,Deonte Harris,2020,WR,Offense,NO,630884,3333,634217,0.003,NFC,NFC South,12,4,0,0.75,1,482,337,145,0.40625,0.458984,Yes,No
19422,Ben DiNucci,2020,QB,Offense,DAL,610000,23787,633787,0.003,NFC,NFC East,6,10,0,0.375,3,395,473,-78,0.333333,0.470703,No,No
19423,Carlos Davis,2020,DE,Defense,PIT,610000,23376,633376,0.003,AFC,AFC North,12,4,0,0.75,1,416,312,104,0.447917,0.474609,Yes,No
19424,Ulysees Gilbert,2020,ILB,Defense,PIT,601472,31838,633310,0.003,AFC,AFC North,12,4,0,0.75,1,416,312,104,0.447917,0.474609,Yes,No
19425,Gunner Olszewski,2020,WR,Offense,NE,630882,833,631715,0.003,AFC,AFC East,7,9,0,0.4375,3,326,353,-27,0.428571,0.527344,No,No
19426,Vernon Scott,2020,SS,Defense,GB,610000,20922,630922,0.003,NFC,NFC North,13,3,0,0.8125,1,509,369,140,0.387019,0.427734,Yes,No
19427,Ashton Dulin,2020,WR,Offense,IND,630882,0,630882,0.003,AFC,AFC South,11,5,0,0.6875,2,451,362,89,0.383523,0.443359,Yes,No
19428,Bopete Keyes,2020,CB,Defense,KC,610000,20705,630705,0.003,AFC,AFC West,14,2,0,0.875,1,473,362,111,0.464286,0.464844,Yes,No
19429,T.J. Brunson,2020,ILB,Defense,NYG,610000,20488,630488,0.003,NFC,NFC East,6,10,0,0.375,2,280,357,-77,0.427083,0.501953,No,No
19430,Jonathan Garvin,2020,DE,Defense,GB,610000,19820,629820,0.003,NFC,NFC North,13,3,0,0.8125,1,509,369,140,0.387019,0.427734,Yes,No
19431,Chris Jackson,2020,CB,Defense,TEN,610000,19570,629570,0.003,AFC,AFC South,11,5,0,0.6875,1,491,439,52,0.397727,0.474609,Yes,No
19432,Tremayne Anchrum,2020,G,Offense,LAR/STL,610000,18873,628873,0.003,NFC,NFC West,10,6,0,0.625,2,372,296,76,0.484375,0.494141,Yes,No
19433,Tyrie Cleveland,2020,WR,Offense,DEN,610000,18873,628873,0.003,AFC,AFC West,5,11,0,0.3125,4,323,446,-123,0.3875,0.566406,No,No
19434,Malcolm Perry,2020,RB,Offense,MIA,610000,18872,628872,0.003,AFC,AFC East,10,6,0,0.625,2,404,338,66,0.346875,0.466797,No,No
19435,Cullen Gillaspia,2020,FB,Offense,HOU,601472,25790,627262,0.003,AFC,AFC South,4,12,0,0.25,3,384,464,-80,0.21875,0.541016,No,No
19436,Craig James,2020,CB,Defense,PHI,626474,0,626474,0.003,NFC,NFC East,4,11,1,0.28125,4,334,418,-84,0.46875,0.537109,No,No
19437,Ogbonnia Okoronkwo,2020,OLB,Defense,LAR/STL,555884,68634,624518,0.003,NFC,NFC West,10,6,0,0.625,2,372,296,76,0.484375,0.494141,Yes,No
19438,Antonio Gandy-Golden,2020,WR,Offense,WAS,498821,123600,622420,0.003,NFC,NFC East,7,9,0,0.4375,1,335,329,6,0.388393,0.458984,Yes,No
19439,Steven Sims Jr.,2020,WR,Offense,WAS,616176,5000,621176,0.003,NFC,NFC East,7,9,0,0.4375,1,335,329,6,0.388393,0.458984,Yes,No
19440,Cam Gill,2020,OLB,Defense,TB,610000,8333,618333,0.003,NFC,NFC South,11,5,0,0.6875,2,492,355,137,0.392045,0.488281,Yes,Yes
19441,Brandon Knight,2020,RT,Offense,DAL,616176,1666,617842,0.003,NFC,NFC East,6,10,0,0.375,3,395,473,-78,0.333333,0.470703,No,No
19442,Andrew Wingard,2020,FS,Defense,JAX,616176,1666,617842,0.003,AFC,AFC South,1,15,0,0.0625,4,306,492,-186,0.6875,0.548828,No,No
19443,Taybor Pepper,2020,LS,Special Teams,SF,617647,0,617647,0.003,NFC,NFC West,6,10,0,0.375,4,376,390,-14,0.447917,0.548828,No,No
19444,Shaquem Griffin,2020,LB,Defense,SEA,617647,0,617647,0.003,NFC,NFC West,12,4,0,0.75,1,459,371,88,0.403646,0.447266,Yes,No
19445,Reggie Gilliam,2020,FB,Offense,BUF,610000,6666,616666,0.003,AFC,AFC East,13,3,0,0.8125,1,501,375,126,0.471154,0.511719,Yes,No
19446,Rodrigo Blankenship,2020,K,Special Teams,IND,610000,6667,616666,0.003,AFC,AFC South,11,5,0,0.6875,2,451,362,89,0.383523,0.443359,Yes,No
19447,Luq Barcoo,2020,CB,Defense,JAX,610000,6667,616666,0.003,AFC,AFC South,1,15,0,0.0625,4,306,492,-186,0.6875,0.548828,No,No
19448,Robert Spillane,2020,ILB,Defense,PIT,616178,0,616178,0.003,AFC,AFC North,12,4,0,0.75,1,416,312,104,0.447917,0.474609,Yes,No
19449,Daniel Thomas,2020,SS,Defense,JAX,535878,79279,615157,0.003,AFC,AFC South,1,15,0,0.0625,4,306,492,-186,0.6875,0.548828,No,No
19450,Sam Franklin,2020,SS,Defense,CAR,610000,5000,615000,0.003,NFC,NFC South,5,11,0,0.3125,3,350,402,-52,0.3875,0.53125,No,No
19451,Bryce Huff,2020,OLB,Defense,NYJ,610000,5000,615000,0.003,AFC,AFC East,2,14,0,0.125,4,243,457,-214,0.65625,0.59375,No,No
19452,Trishton Jackson,2020,WR,Offense,LAR/STL,610000,4333,614333,0.003,NFC,NFC West,10,6,0,0.625,2,372,296,76,0.484375,0.494141,Yes,No
19453,Sean McKeon,2020,TE,Offense,DAL,610000,4000,614000,0.003,NFC,NFC East,6,10,0,0.375,3,395,473,-78,0.333333,0.470703,No,No
19454,Dan Chisena,2020,WR,Offense,MIN,610000,3333,613333,0.003,NFC,NFC North,7,9,0,0.4375,3,430,475,-45,0.366071,0.503906,No,No
19455,Rico Dowdle,2020,RB,Offense,DAL,610000,3333,613333,0.003,NFC,NFC East,6,10,0,0.375,3,395,473,-78,0.333333,0.470703,No,No
19456,Terence Steele,2020,LT,Offense,DAL,610000,3333,613333,0.003,NFC,NFC East,6,10,0,0.375,3,395,473,-78,0.333333,0.470703,No,No
19457,Malcolm Roach,2020,DT,Defense,NO,610000,3333,613333,0.003,NFC,NFC South,12,4,0,0.75,1,482,337,145,0.40625,0.458984,Yes,No
19458,Yasir Durant,2020,LT,Offense,KC,610000,3333,613333,0.003,AFC,AFC West,14,2,0,0.875,1,473,362,111,0.464286,0.464844,Yes,No
19459,Aaron Brewer,2020,C,Offense,TEN,610000,3333,613333,0.003,AFC,AFC South,11,5,0,0.6875,1,491,439,52,0.397727,0.474609,Yes,No
19460,Xavier Jones,2020,RB,Offense,LAR/STL,610000,3000,613000,0.003,NFC,NFC West,10,6,0,0.625,2,372,296,76,0.484375,0.494141,Yes,No
19461,James Pierre,2020,CB,Defense,PIT,610000,3000,613000,0.003,AFC,AFC North,12,4,0,0.75,1,416,312,104,0.447917,0.474609,Yes,No
19462,Isaiah Hodgins,2020,WR,Offense,BUF,572941,39722,612663,0.003,AFC,AFC East,13,3,0,0.8125,1,501,375,126,0.471154,0.511719,Yes,No
19463,Tommy Townsend,2020,P,Special Teams,KC,610000,2500,612500,0.003,AFC,AFC West,14,2,0,0.875,1,473,362,111,0.464286,0.464844,Yes,No
19464,Doug Costin,2020,DT,Defense,JAX,610000,2500,612500,0.003,AFC,AFC South,1,15,0,0.0625,4,306,492,-186,0.6875,0.548828,No,No
19465,Isaiah Wright,2020,WR,Offense,WAS,610000,1666,611666,0.003,NFC,NFC East,7,9,0,0.4375,1,335,329,6,0.388393,0.458984,Yes,No
19466,Tershawn Wharton,2020,DT,Defense,KC,610000,1666,611666,0.003,AFC,AFC West,14,2,0,0.875,1,473,362,111,0.464286,0.464844,Yes,No
19467,Myles Hartsfield,2020,CB,Defense,CAR,610000,1666,611666,0.003,NFC,NFC South,5,11,0,0.3125,3,350,402,-52,0.3875,0.53125,No,No
19468,James Robinson,2020,RB,Offense,JAX,610000,1666,611666,0.003,AFC,AFC South,1,15,0,0.0625,4,306,492,-186,0.6875,0.548828,No,No
19469,Tommy Sweeney,2020,TE,Offense,BUF,586857,24046,610903,0.003,AFC,AFC East,13,3,0,0.8125,1,501,375,126,0.471154,0.511719,Yes,No
19470,Ross Matiscik,2020,LS,Special Teams,JAX,610000,333,610333,0.003,AFC,AFC South,1,15,0,0.0625,4,306,492,-186,0.6875,0.548828,No,No
19471,Demetrius Flannigan-Fowles,2020,SS,Defense,SF,610000,0,610000,0.003,NFC,NFC West,6,10,0,0.375,4,376,390,-14,0.447917,0.548828,No,No
19472,Kevin Givens,2020,DT,Defense,SF,610000,0,610000,0.003,NFC,NFC West,6,10,0,0.375,4,376,390,-14,0.447917,0.548828,No,No
19473,Kendal Vickers,2020,DT,Defense,LV/OAK,610000,0,610000,0.003,AFC,AFC West,8,8,0,0.5,2,434,478,-44,0.476562,0.539062,No,No
19474,Krys Barnes,2020,LB,Defense,GB,610000,0,610000,0.003,NFC,NFC North,13,3,0,0.8125,1,509,369,140,0.387019,0.427734,Yes,No
19475,Randy Ramsey,2020,OLB,Defense,GB,610000,0,610000,0.003,NFC,NFC North,13,3,0,0.8125,1,509,369,140,0.387019,0.427734,Yes,No
19476,Malik Taylor,2020,WR,Offense,GB,610000,0,610000,0.003,NFC,NFC North,13,3,0,0.8125,1,509,369,140,0.387019,0.427734,Yes,No
19477,Raymond Calais,2020,RB,Offense,LAR/STL,610000,0,610000,0.003,NFC,NFC West,10,6,0,0.625,2,372,296,76,0.484375,0.494141,Yes,No
19478,Derrick Kelly,2020,G,Offense,NO,610000,0,610000,0.003,NFC,NFC South,12,4,0,0.75,1,482,337,145,0.40625,0.458984,Yes,No
19479,J.C. Hassenauer,2020,C,Offense,PIT,610000,0,610000,0.003,AFC,AFC North,12,4,0,0.75,1,416,312,104,0.447917,0.474609,Yes,No
19480,Jack Fox,2020,P,Special Teams,DET,610000,0,610000,0.003,NFC,NFC North,5,11,0,0.3125,4,377,519,-142,0.35,0.507812,No,No
19481,Matt Nelson,2020,RT,Offense,DET,610000,0,610000,0.003,NFC,NFC North,5,11,0,0.3125,4,377,519,-142,0.35,0.507812,No,No
19482,Nick Keizer,2020,TE,Offense,KC,610000,0,610000,0.003,AFC,AFC West,14,2,0,0.875,1,473,362,111,0.464286,0.464844,Yes,No
19483,Joseph Charlton,2020,P,Special Teams,CAR,610000,0,610000,0.003,NFC,NFC South,5,11,0,0.3125,3,350,402,-52,0.3875,0.53125,No,No
19484,Colin Thompson,2020,TE,Offense,CAR,610000,0,610000,0.003,NFC,NFC South,5,11,0,0.3125,3,350,402,-52,0.3875,0.53125,No,No
19485,Tevaughn Campbell,2020,CB,Defense,LAC/SD,610000,0,610000,0.003,AFC,AFC West,7,9,0,0.4375,3,384,426,-42,0.34375,0.482422,No,No
19486,Donald Parham,2020,TE,Offense,LAC/SD,610000,0,610000,0.003,AFC,AFC West,7,9,0,0.4375,3,384,426,-42,0.34375,0.482422,No,No
19487,Tyree St. Louis,2020,LT,Offense,LAC/SD,610000,0,610000,0.003,AFC,AFC West,7,9,0,0.4375,3,384,426,-42,0.34375,0.482422,No,No
19488,Lynn Bowden,2020,RB,Offense,MIA,610000,0,610000,0.003,AFC,AFC East,10,6,0,0.625,2,404,338,66,0.346875,0.466797,No,No
19489,J.J. Taylor,2020,RB,Offense,NE,610000,0,610000,0.003,AFC,AFC East,7,9,0,0.4375,3,326,353,-27,0.428571,0.527344,No,No
19490,Logan Woodside,2020,QB,Offense,TEN,610000,0,610000,0.003,AFC,AFC South,11,5,0,0.6875,1,491,439,52,0.397727,0.474609,Yes,No
19491,Jason Huntley,2020,RB,Offense,PHI,610000,0,610000,0.003,NFC,NFC East,4,11,1,0.28125,4,334,418,-84,0.46875,0.537109,No,No
19492,Jacob Bobenmoyer,2020,LS,Special Teams,DEN,610000,0,610000,0.003,AFC,AFC West,5,11,0,0.3125,4,323,446,-123,0.3875,0.566406,No,No
19493,Chris Streveler,2020,QB,Offense,ARI,610000,0,610000,0.003,NFC,NFC West,8,8,0,0.5,3,410,367,43,0.441406,0.474609,No,No
19494,Blake Cashman,2020,ILB,Defense,NYJ,528232,75773,604005,0.003,AFC,AFC East,2,14,0,0.125,4,243,457,-214,0.65625,0.59375,No,No
19495,Jordan Fuller,2020,FS,Defense,LAR/STL,560588,42678,603266,0.003,NFC,NFC West,10,6,0,0.625,2,372,296,76,0.484375,0.494141,Yes,No
19496,Olamide Zaccheaus,2020,WR,Offense,ATL,601472,1666,603138,0.003,NFC,NFC South,4,12,0,0.25,4,396,414,-18,0.390625,0.550781,No,No
19497,Quez Watkins,2020,WR,Offense,PHI,560587,42416,603002,0.003,NFC,NFC East,4,11,1,0.28125,4,334,418,-84,0.46875,0.537109,No,No
19498,Chris Claybrooks,2020,CB,Defense,JAX,572936,25596,598532,0.003,AFC,AFC South,1,15,0,0.0625,4,306,492,-186,0.6875,0.548828,No,No
19499,Luke Gifford,2020,ILB,Defense,DAL,595588,1666,597254,0.003,NFC,NFC East,6,10,0,0.375,3,395,473,-78,0.333333,0.470703,No,No
19500,Isaiah Coulter,2020,WR,Offense,HOU,523527,73238,596764,0.003,AFC,AFC South,4,12,0,0.25,3,384,464,-80,0.21875,0.541016,No,No
19501,Renell Wren,2020,DT,Defense,CIN,425000,170649,595649,0.003,AFC,AFC North,4,11,1,0.28125,4,311,424,-113,0.4375,0.529297,No,No
19502,Brett Rypien,2020,QB,Offense,DEN,595590,0,595590,0.003,AFC,AFC West,5,11,0,0.3125,4,323,446,-123,0.3875,0.566406,No,No
19503,DeShawn Williams,2020,DT,Defense,DEN,595590,0,595590,0.003,AFC,AFC West,5,11,0,0.3125,4,323,446,-123,0.3875,0.566406,No,No
19504,Keaton Sutherland,2020,C,Offense,CIN,595588,0,595588,0.003,AFC,AFC North,4,11,1,0.28125,4,311,424,-113,0.4375,0.529297,No,No
19505,Tanner Hudson,2020,TE,Offense,TB,595588,0,595588,0.003,NFC,NFC South,11,5,0,0.6875,2,492,355,137,0.392045,0.488281,Yes,Yes
19506,Cam Sims,2020,WR,Offense,WAS,595588,0,595588,0.003,NFC,NFC East,7,9,0,0.4375,1,335,329,6,0.388393,0.458984,Yes,No
19507,Linden Stephens,2020,CB,Defense,SEA,595588,0,595588,0.003,NFC,NFC West,12,4,0,0.75,1,459,371,88,0.403646,0.447266,Yes,No
19508,Daniel Ekuale,2020,DT,Defense,JAX,595588,0,595588,0.003,AFC,AFC South,1,15,0,0.0625,4,306,492,-186,0.6875,0.548828,No,No
19509,Iman Marshall,2020,CB,Defense,BAL,425000,168299,593299,0.003,AFC,AFC North,11,5,0,0.6875,2,468,303,165,0.400568,0.494141,Yes,No
19510,Kamal Martin,2020,OLB,Defense,GB,523527,67766,591292,0.003,NFC,NFC North,13,3,0,0.8125,1,509,369,140,0.387019,0.427734,Yes,No
19511,Martinas Rankin,2020,LT,Offense,KC,591180,0,591180,0.003,AFC,AFC West,14,2,0,0.875,1,473,362,111,0.464286,0.464844,Yes,No
19512,Bryce Hall,2020,CB,Defense,NYJ,511173,78951,590124,0.003,AFC,AFC East,2,14,0,0.125,4,243,457,-214,0.65625,0.59375,No,No
19513,Jordan Berry,2020,P,Special Teams,PIT,588824,0,588823,0.003,AFC,AFC North,12,4,0,0.75,1,416,312,104,0.447917,0.474609,Yes,No
19514,Damarious Randall,2020,FS,Defense,SEA,588824,0,588823,0.003,NFC,NFC West,12,4,0,0.75,1,459,371,88,0.403646,0.447266,Yes,No
19515,Nick O'Leary,2020,TE,Offense,LV/OAK,450000,137500,587500,0.003,AFC,AFC West,8,8,0,0.5,2,434,478,-44,0.476562,0.539062,No,No
19516,Byron Pringle,2020,WR,Offense,KC,586766,0,586766,0.003,AFC,AFC West,14,2,0,0.875,1,473,362,111,0.464286,0.464844,Yes,No
19517,Bryan Mone,2020,DT,Defense,SEA,586766,0,586766,0.003,NFC,NFC West,12,4,0,0.75,1,459,371,88,0.403646,0.447266,Yes,No
19518,D.J. Reed,2020,CB,Defense,SEA,582356,0,582355,0.003,NFC,NFC West,12,4,0,0.75,1,459,371,88,0.403646,0.447266,Yes,No
19519,Marquez Callaway,2020,WR,Offense,NO,572941,3333,576274,0.003,NFC,NFC South,12,4,0,0.75,1,482,337,145,0.40625,0.458984,Yes,No
19520,Josh Metellus,2020,S,Defense,MIN,574118,0,574117,0.003,NFC,NFC North,7,9,0,0.4375,3,430,475,-45,0.366071,0.503906,No,No
19521,Gabe Nabers,2020,TE,Offense,LAC/SD,574118,0,574117,0.003,AFC,AFC West,7,9,0,0.4375,3,384,426,-42,0.34375,0.482422,No,No
19522,Myles Bryant,2020,CB,Defense,NE,574118,0,574117,0.003,AFC,AFC East,7,9,0,0.4375,3,326,353,-27,0.428571,0.527344,No,No
19523,Nick Westbrook,2020,WR,Offense,TEN,574118,0,574117,0.003,AFC,AFC South,11,5,0,0.6875,1,491,439,52,0.397727,0.474609,Yes,No
19524,Amani Bledsoe,2020,DE,Defense,CIN,574112,0,574112,0.003,AFC,AFC North,4,11,1,0.28125,4,311,424,-113,0.4375,0.529297,No,No
19525,Ken Crawley,2020,CB,Defense,NO,695882,0,573534,0.003,NFC,NFC South,12,4,0,0.75,1,482,337,145,0.40625,0.458984,Yes,No
19526,Jeff Wilson,2020,RB,Offense,SF,573532,0,573531,0.003,NFC,NFC West,6,10,0,0.375,4,376,390,-14,0.447917,0.548828,No,No
19527,Blake Gillikin,2020,P,Special Teams,NO,572941,500,573441,0.003,NFC,NFC South,12,4,0,0.75,1,482,337,145,0.40625,0.458984,Yes,No
19528,Justin Herron,2020,LT,Offense,NE,529995,43115,573109,0.003,AFC,AFC East,7,9,0,0.4375,3,326,353,-27,0.428571,0.527344,No,No
19529,Kabion Ento,2020,CB,Defense,GB,572941,0,572941,0.003,NFC,NFC North,13,3,0,0.8125,1,509,369,140,0.387019,0.427734,Yes,No
19530,Jeff Smith,2020,WR,Offense,NYJ,572940,0,572939,0.003,AFC,AFC East,2,14,0,0.125,4,243,457,-214,0.65625,0.59375,No,No
19531,Allen Lazard,2020,WR,Offense,GB,572059,0,572058,0.003,NFC,NFC North,13,3,0,0.8125,1,509,369,140,0.387019,0.427734,Yes,No
19532,Essang Bassey,2020,CB,Defense,DEN,560584,6666,567249,0.003,AFC,AFC West,5,11,0,0.3125,4,323,446,-123,0.3875,0.566406,No,No
19533,Dante Pettis,2020,WR,Offense,NYG,562166,0,562165,0.003,NFC,NFC East,6,10,0,0.375,2,280,357,-77,0.427083,0.501953,No,No
19534,Preston Williams,2020,WR,Offense,MIA,557354,3333,560687,0.003,AFC,AFC East,10,6,0,0.625,2,404,338,66,0.346875,0.466797,No,No
19535,Frankie Luvu,2020,OLB,Defense,NYJ,560588,0,560588,0.003,AFC,AFC East,2,14,0,0.125,4,243,457,-214,0.65625,0.59375,No,No
19536,Noah Togiai,2020,TE,Offense,IND,560571,0,560570,0.002,AFC,AFC South,11,5,0,0.6875,2,451,362,89,0.383523,0.443359,Yes,No
19537,Jordan Willis,2020,DE,Defense,SF,559867,0,559867,0.003,NFC,NFC West,6,10,0,0.375,4,376,390,-14,0.447917,0.548828,No,No
19538,Dallin Leavitt,2020,SS,Defense,LV/OAK,555884,0,555884,0.003,AFC,AFC West,8,8,0,0.5,2,434,478,-44,0.476562,0.539062,No,No
19539,Parry Nickerson,2020,CB,Defense,GB,555884,0,555884,0.003,NFC,NFC North,13,3,0,0.8125,1,509,369,140,0.387019,0.427734,Yes,No
19540,Ty Johnson,2020,RB,Offense,NYJ,555884,0,555884,0.003,AFC,AFC East,2,14,0,0.125,4,243,457,-214,0.65625,0.59375,No,No
19541,DeAndre Washington,2020,RB,Offense,MIA,555882,0,555882,0.003,AFC,AFC East,10,6,0,0.625,2,404,338,66,0.346875,0.466797,No,No
19542,Ryan Neal,2020,CB,Defense,SEA,555882,0,555882,0.003,NFC,NFC West,12,4,0,0.75,1,459,371,88,0.403646,0.447266,Yes,No
19543,Travis Fulgham,2020,WR,Offense,PHI,555882,0,555882,0.003,NFC,NFC East,4,11,1,0.28125,4,334,418,-84,0.46875,0.537109,No,No
19544,Andrew Beck,2020,TE,Offense,DEN,552942,0,552942,0.003,AFC,AFC West,5,11,0,0.3125,4,323,446,-123,0.3875,0.566406,No,No
19545,Taywan Taylor,2020,WR,Offense,CLE,548529,0,548529,0.002,AFC,AFC North,11,5,0,0.6875,3,408,419,-11,0.40625,0.451172,Yes,No
19546,Iosua Opeta,2020,G,Offense,PHI,547059,0,547059,0.003,NFC,NFC East,4,11,1,0.28125,4,334,418,-84,0.46875,0.537109,No,No
19547,Devine Ozigbo,2020,RB,Offense,JAX,544706,0,544705,0.003,AFC,AFC South,1,15,0,0.0625,4,306,492,-186,0.6875,0.548828,No,No
19548,Tae Crowder,2020,ILB,Defense,NYG,519995,18872,538867,0.003,NFC,NFC East,6,10,0,0.375,2,280,357,-77,0.427083,0.501953,No,No
19549,P.J. Locke,2020,S,Defense,DEN,538235,0,538235,0.003,AFC,AFC West,5,11,0,0.3125,4,323,446,-123,0.3875,0.566406,No,No
19550,Joe Walker,2020,ILB,Defense,SF,533824,0,533823,0.003,NFC,NFC West,6,10,0,0.375,4,376,390,-14,0.447917,0.548828,No,No
19551,Kyle Phillips,2020,DE,Defense,NYJ,527942,1666,529608,0.003,AFC,AFC East,2,14,0,0.125,4,243,457,-214,0.65625,0.59375,No,No
19552,Ross Cockrell,2020,CB,Defense,TB,642353,0,529416,0.003,NFC,NFC South,11,5,0,0.6875,2,492,355,137,0.392045,0.488281,Yes,Yes
19553,Justin Hamilton,2020,DT,Defense,DAL,529416,0,529416,0.002,NFC,NFC East,6,10,0,0.375,3,395,473,-78,0.333333,0.470703,No,No
