"Rank","Player","Year","Pos","Team","Draft Year","BaseSalary","SigningBonus","Cap Hit","Salary%","Cash","AAV","CONT YR","CONT VALUE","Earnings","FA Year","Sign Year","Sign Age","Age",""
"","Shaun Hill","2011","QB","DET","-99","$2,273,225","$0","$2,273,225","0.019","$2,273,225","$2,409,113","2","$4,818,225","$12,029,225","2012","2010","29","31",""
"","Tyron Smith","2011","LT","DAL","2011","$375,000","$1,897,018","$2,272,018","0.017","$7,963,072","$3,124,025","4","$12,496,098","$7,963,072","2016","2011","20","21",""
"","Josh Freeman","2011","QB","TB","2009","$940,000","$0","$2,270,000","0.016","$940,000","$5,200,000","5","$26,000,000","$11,185,000","2014","2009","20","23",""
"","Ben Obomanu","2011","WR","SEA","2006","$1,100,000","$166,667","$2,266,667","0.016","$2,600,000","$2,300,000","3","$6,900,000","$3,600,900","2014","2011","27","28",""
"","Branden Albert","2011","LT","KC","2008","$841,250","$500,000","$2,266,250","0.016","$991,250","$3,160,000","5","$15,800,000","$11,422,500","2013","2008","23","27",""
"","Miles Austin","2011","WR","DAL","-99","$685,000","$0","$2,256,000","0.016","$8,540,000","$7,728,571","7","$54,100,000","$28,259,400","2017","2010","25","27",""
"","Ryan Clark","2011","S","PIT","-99","$1,000,000","$750,000","$2,250,000","0.019","$2,500,000","$3,500,000","4","$14,000,000","$15,860,000","2014","2010","30","32",""
"","Brandon Jackson","2011","RB","CLE","2007","$1,750,000","$500,000","$2,250,000","0.017","$2,750,000","$2,250,000","2","$4,500,000","$5,555,000","2013","2011","25","26",""
"","Antonio Cromartie","2011","CB","NYJ","2006","$1,000,000","$1,250,000","$2,250,000","0.018","$6,000,000","$8,000,000","4","$32,000,000","$16,475,000","2015","2011","26","27",""
"","Mason Crosby","2011","K","GB","2007","$1,650,000","$600,000","$2,250,000","0.018","$4,650,000","$2,950,000","5","$14,750,000","$6,959,950","2016","2011","26","27",""
"","Thomas Jones","2011","RB","KC","2000","$1,900,000","$0","$2,250,000","0.016","$2,250,000","$2,500,000","2","$5,000,000","$32,835,000","2012","2010","31","33",""
"","Chris Spencer","2011","G","CHI","2005","$1,250,000","$1,000,000","$2,250,000","0.018","$3,250,000","$3,000,000","2","$6,000,000","$14,445,000","2013","2011","28","29",""
"","Marion Barber","2011","RB","CHI","2005","$2,000,000","$250,000","$2,250,000","0.018","$0","$2,250,000","2","$4,500,000","$0","2013","2011","27","28",""
"","Mike Patterson","2011","DT","PHI","2005","$1,400,000","$0","$2,250,000","0.017","$2,250,000","$4,785,714","7","$33,500,000","$23,400,000","2017","2010","26","28",""
"","Jay Feely","2011","K","ARI","-99","$2,000,000","$0","$2,250,000","0.018","$2,250,000","$1,750,000","2","$3,500,000","$13,292,000","2012","2010","33","35",""
"","Tony Scheffler","2011","TE","DET","2006","$1,550,000","$500,000","$2,250,000","0.019","$1,750,000","$2,356,500","4","$9,426,000","$7,694,000","2014","2010","26","28",""
"","Leroy Harris","2011","C","TEN","2007","$1,000,000","$1,250,000","$2,250,000","0.018","$0","$3,100,000","2","$6,200,000","$0","2013","2011","26","27",""
"","Takeo Spikes","2011","LB","SD","1998","$1,525,000","$700,000","$2,225,000","0.019","$3,625,000","$3,166,667","3","$9,500,000","$43,739,375","2014","2011","34","35",""
"","Clint Session","2011","LB","JAC","2007","$1,000,000","$1,200,000","$2,200,000","0.015","$7,000,000","$6,000,000","5","$30,000,000","$9,586,000","2016","2011","26","27",""
"","Anthony Spencer","2011","OLB","DAL","2007","$1,001,000","$895,000","$2,196,000","0.016","$1,301,000","$1,490,600","5","$7,453,000","$8,853,000","2012","2007","22","27",""
"","Jeff Otah","2011","T","CAR","2008","$1,035,000","$218,750","$2,191,250","0.018","$1,035,000","$2,866,000","5","$14,330,000","$9,763,750","2013","2008","21","25",""
"","Blaine Gabbert","2011","QB","JAC","2011","$375,000","$1,807,118","$2,182,118","0.014","$7,603,472","$3,000,412","4","$12,001,646","$7,603,472","2015","2011","21","22",""
"","Fred Jackson","2011","RB","BUF","-99","$1,750,000","$275,000","$2,175,000","0.016","$1,900,000","$1,875,000","4","$7,500,000","$6,429,900","2013","2009","27","30",""
"","Leodis McKelvin","2011","CB","BUF","2008","$1,007,500","$1,165,834","$2,173,334","0.016","$1,007,500","$3,880,000","5","$19,400,000","$8,212,920","2013","2008","22","26",""
"","Jonathan Goodwin","2011","C","SF","2002","$1,000,000","$666,667","$2,166,667","0.016","$3,500,000","$3,633,333","3","$10,900,000","$16,722,750","2014","2011","32","33",""
"","Demaryius Thomas","2011","WR","DEN","2010","$405,000","$1,756,250","$2,161,250","0.015","$6,780,000","$2,830,100","5","$14,150,500","$8,090,000","2015","2010","22","24",""
"","Joe Staley","2011","LT","SF","2007","$1,150,000","$220,000","$2,159,750","0.016","$1,309,750","$7,441,667","6","$44,650,000","$23,594,750","2020","2012","27","27",""
"","Drew Coleman","2011","CB","JAC","2006","$1,100,000","$1,050,000","$2,150,000","0.014","$0","$2,466,667","3","$7,400,000","$0","2014","2011","27","28",""
"","Neil Rackers","2011","K","HOU","2000","$2,150,000","$0","$2,150,000","0.018","$0","$2,050,000","2","$4,100,000","$0","2012","2010","33","35",""
"","Robbie Gould","2011","K","CHI","-99","$1,650,000","$0","$2,150,000","0.017","$2,150,000","$2,583,333","6","$15,500,000","$10,396,982","0","2008","25","29",""
"","Marshawn Lynch","2011","RB","SEA","2007","$2,140,000","$0","$2,140,000","0.015","$2,140,000","$3,813,000","5","$19,065,000","$14,203,823","2012","2007","20","25",""
"","Chris Houston","2011","CB","DET","2007","$1,000,000","$1,125,000","$2,125,000","0.018","$3,250,000","$3,000,000","2","$6,000,000","$6,486,000","2013","2011","26","27",""
"","Tim Tebow","2011","QB","DEN","2010","$542,500","$1,569,375","$2,111,875","0.014","$6,820,000","$2,250,000","5","$11,250,000","$8,587,500","2015","2010","22","24",""
"","Todd McClure","2011","C","ATL","1999","$1,700,000","$0","$2,100,000","0.017","$1,700,000","$2,000,000","5","$10,000,000","$15,288,000","2012","2007","29","34",""
"","Braylon Edwards","2011","WR","SF","2005","$1,000,000","$0","$2,100,000","0.015","$2,100,000","$1,000,000","1","$1,000,000","$32,800,000","2012","2011","27","28",""
"","Anthony Gonzalez","2011","WR","IND","2007","$1,100,000","$100,000","$2,091,250","0.017","$1,245,000","$1,500,000","5","$7,500,000","$7,950,000","2012","2007","22","27",""
"","Ryan Mathews","2011","RB","SD","2010","$450,000","$500,000","$2,083,750","0.017","$6,118,750","$4,730,000","4","$18,920,000","$10,349,750","2015","2010","22","24",""
"","Brian Orakpo","2011","OLB","WAS","2009","$525,000","$700,000","$2,077,000","0.016","$662,000","$3,559,000","5","$17,795,000","$12,762,000","2014","2009","22","25",""
"","Robert Ayers","2011","DE","DEN","2009","$880,000","$0","$2,061,250","0.014","$880,000","$2,600,000","5","$13,000,000","$10,975,000","2014","2009","23","26",""
"","Daniel Loper","2011","T","DAL","2005","$1,900,000","$150,000","$2,050,000","0.015","$0","$2,100,000","2","$4,200,000","$0","2013","2011","28","29",""
"","J.J. Watt","2011","DE","HOU","2011","$375,000","$1,668,182","$2,043,182","0.017","$7,047,728","$2,809,375","4","$11,237,498","$7,047,728","2016","2011","21","22",""
"","Chris Kuper","2011","G","DEN","2006","$1,000,000","$415,166","$2,015,166","0.014","$4,000,000","$5,000,000","5","$25,000,000","$8,766,000","2016","2010","27","29",""
"","Brandon Pettigrew","2011","TE","DET","2009","$728,750","$0","$2,002,500","0.017","$728,750","$2,560,000","5","$12,800,000","$9,739,750","2014","2009","23","26",""
"","Byron Leftwich","2011","QB","PIT","2003","$1,750,000","$250,000","$2,000,000","0.017","$1,750,000","$1,750,000","1","$1,750,000","$26,322,000","2012","2011","30","31",""
"","Stephen Nicholas","2011","OLB","ATL","2007","$1,000,000","$1,000,000","$2,000,000","0.017","$6,000,000","$3,500,000","5","$17,500,000","$16,265,000","2016","2011","27","28",""
"","Malcom Floyd","2011","WR","SD","-99","$810,000","$0","$2,000,000","0.017","$2,000,000","$2,500,000","2","$5,000,000","$8,531,681","2013","2011","29","30",""
"","Khalif Barnes","2011","LT","OAK","2005","$1,300,000","$200,000","$2,000,000","0.016","$2,000,000","$1,500,000","1","$1,500,000","$7,415,428","2012","2011","28","29",""
"","Roy Williams","2011","WR","CHI","2004","$1,500,000","$0","$2,000,000","0.016","$2,000,000","$2,500,000","1","$2,500,000","$109,069,198","2012","2011","29","30",""
"","Kevin Burnett","2011","OLB","MIA","2005","$750,000","$1,250,000","$2,000,000","0.016","$5,750,000","$5,250,000","4","$21,000,000","$13,890,707","2015","2011","28","29",""
"","Dashon Goldson","2011","FS","SF","2007","$1,000,000","$1,000,000","$2,000,000","0.015","$2,000,000","$2,000,000","1","$2,000,000","$4,077,878","2012","2011","26","27",""
"","Ray McDonald","2011","DT","SF","2007","$1,000,000","$1,000,000","$2,000,000","0.015","$6,000,000","$4,020,000","5","$20,100,000","$8,808,500","2016","2011","26","27",""
"","Antonio Johnson","2011","DT","IND","2007","$1,250,000","$750,000","$2,000,000","0.016","$2,750,000","$2,000,000","2","$4,000,000","$5,409,673","2013","2011","26","27",""
"","Bruce Gradkowski","2011","QB","CIN","2006","$1,000,000","$0","$2,000,000","0.015","$2,000,000","$2,000,000","2","$4,000,000","$5,381,500","2013","2011","27","28",""
"","Ahtyba Rubin","2011","DT","CLE","2008","$600,000","$1,398,100","$1,998,100","0.015","$6,100,000","$6,625,000","4","$26,500,000","$7,342,400","2015","2011","24","25",""
"","Dustin Colquitt","2011","P","KC","2005","$1,500,000","$480,000","$1,980,000","0.014","$1,500,000","$1,700,000","5","$8,500,000","$8,135,000","2013","2008","25","29",""
"","Alex Mack","2011","C","CLE","2009","$774,000","$0","$1,974,000","0.015","$774,000","$2,920,000","5","$14,600,000","$8,565,000","2014","2009","23","26",""
"","Jason Avant","2011","WR","PHI","2006","$1,250,000","$710,000","$1,960,000","0.015","$0","$2,950,000","5","$14,750,000","$0","2015","2010","26","28",""
"","Aqib Talib","2011","CB","TB","2008","$1,653,750","$300,000","$1,953,750","0.014","$1,653,750","$2,800,000","5","$14,000,000","$9,064,117","2013","2008","21","25",""
"","Moran Norris","2011","RB","SF","2001","$1,500,000","$427,333","$1,927,333","0.014","$0","$1,666,667","3","$5,000,000","$0","2012","2009","30","33",""
"","Dexter McCluster","2011","RB","KC","2010","$450,000","$560,000","$1,920,000","0.013","$1,360,000","$1,325,000","4","$5,300,000","$3,920,000","2014","2010","21","23",""
"","Brodrick Bunkley","2011","DT","DEN","2006","$635,000","$0","$1,920,000","0.013","$635,000","$2,916,667","6","$17,500,000","$12,619,000","2012","2006","22","28",""
"","Larry English","2011","OLB","SD","2009","$740,000","$300,000","$1,905,000","0.016","$740,000","$2,710,000","5","$13,550,000","$12,617,500","2015","2009","22","25",""
"","Jordy Nelson","2011","WR","GB","2008","$600,000","$1,300,000","$1,900,000","0.015","$4,100,000","$4,366,667","3","$13,100,000","$8,131,250","2015","2011","25","26",""
"","Sam Koch","2011","P","BAL","2006","$1,300,000","$600,000","$1,900,000","0.015","$4,300,000","$2,500,000","5","$12,500,000","$8,738,490","2016","2011","28","29",""
"","Rex Hadnot","2011","G","ARI","2004","$1,500,000","$250,000","$1,900,000","0.016","$1,650,000","$1,733,333","3","$5,200,000","$11,450,000","2013","2010","27","29",""
"","Robert Meachem","2011","WR","NO","2007","$950,000","$260,000","$1,899,500","0.015","$1,097,000","$2,260,000","5","$11,300,000","$6,954,500","2012","2007","22","27",""
"","T.J. Ward","2011","SS","CLE","2010","$405,000","$518,750","$1,896,750","0.015","$1,378,000","$1,272,000","4","$5,088,000","$3,755,000","2014","2010","23","25",""
"","Phillip Buchanon","2011","CB","WAS","2002","$764,705","$0","$1,889,705","0.014","$1,889,705","$1,750,000","1","$1,750,000","$20,407,352","2012","2011","30","31",""
"","Rashard Mendenhall","2011","RB","PIT","2008","$612,500","$0","$1,882,500","0.016","$780,000","$2,201,000","5","$11,005,000","$8,930,000","2013","2008","20","24",""
"","Kevin Vickerson","2011","DT","DEN","2005","$1,000,000","$500,000","$1,875,000","0.013","$2,375,000","$2,375,000","2","$4,750,000","$5,840,000","2013","2011","27","28",""
"","Dustin Keller","2011","TE","NYJ","2008","$927,500","$660,000","$1,864,375","0.015","$1,027,500","$2,350,000","5","$11,750,000","$7,347,500","2013","2008","23","27",""
"","Daniel Muir","2011","DT","GB","-99","$1,850,000","$0","$1,850,000","0.015","$1,850,000","$1,850,000","1","$1,850,000","$4,649,000","2012","2011","27","28",""
"","Christian Ponder","2011","QB","MIN","2011","$375,000","$1,472,036","$1,847,036","0.015","$6,263,144","$2,539,675","4","$10,158,698","$6,263,144","2015","2011","22","23",""
"","Tony McDaniel","2011","DT","MIA","-99","$685,000","$1,157,500","$1,842,500","0.014","$3,000,000","$3,000,000","2","$6,000,000","$7,583,383","2013","2011","25","26",""
"","Clay Matthews Jr.","2011","OLB","GB","2009","$660,000","$160,000","$1,840,000","0.015","$750,000","$2,620,000","5","$13,100,000","$6,765,000","2014","2009","22","25",""
"","Tim Hightower","2011","RB","WAS","2008","$1,835,000","$0","$1,835,000","0.014","$0","$1,835,000","1","$1,835,000","$0","2012","2011","24","25",""
"","BenJarvus Green-Ellis","2011","RB","NE","-99","$1,835,000","$0","$1,835,000","0.014","$1,835,000","$1,835,000","1","$1,835,000","$3,006,840","2012","2011","25","26",""
"","Eric Weems","2011","WR","ATL","-99","$1,835,000","$0","$1,835,000","0.015","$1,835,000","$1,835,000","1","$1,835,000","$2,934,217","2012","2011","25","26",""
"","Wallace Gilberry","2011","DE","KC","-99","$1,835,000","$0","$1,835,000","0.013","$1,835,000","$1,835,000","1","$1,835,000","$2,985,000","2012","2011","26","27",""
"","Barry Richardson","2011","LT","KC","2008","$1,835,000","$0","$1,835,000","0.013","$1,835,000","$1,835,000","1","$1,835,000","$2,981,214","2012","2011","24","25",""
"","Mike Tolbert","2011","FB","SD","-99","$1,835,000","$0","$1,835,000","0.015","$1,835,000","$1,835,000","1","$1,835,000","$2,992,500","2012","2011","25","26",""
"","Matt Prater","2011","K","DEN","-99","$1,835,000","$0","$1,835,000","0.013","$1,835,000","$1,835,000","1","$1,835,000","$3,495,000","2012","2011","26","27",""
"","Wesley Woodyard","2011","ILB","DEN","-99","$1,835,000","$0","$1,835,000","0.013","$1,835,000","$1,835,000","1","$1,835,000","$3,010,000","2012","2011","24","25",""
"","Connor Barth","2011","K","TB","-99","$1,835,000","$0","$1,835,000","0.013","$1,835,000","$1,835,000","1","$1,835,000","$2,938,941","2012","2011","24","25",""
"","Brandon Keith","2011","RT","ARI","2008","$1,835,000","$0","$1,835,000","0.015","$1,835,000","$1,835,000","1","$1,835,000","$3,025,500","2012","2011","26","27",""
"","Husain Abdullah","2011","FS","MIN","-99","$1,835,000","$0","$1,835,000","0.015","$1,835,000","$1,835,000","1","$1,835,000","$6,000,000","2012","2011","25","26",""
"","Uche Nwaneri","2011","G","JAC","2007","$711,000","$1,094,500","$1,830,500","0.012","$0","$4,183,500","6","$25,101,000","$0","2016","2010","25","27",""
"","Matt Bryant","2011","K","ATL","-99","$1,250,000","$562,500","$1,812,500","0.015","$4,750,000","$2,675,000","4","$10,700,000","$12,710,000","2015","2011","35","36",""
"","Vontae Davis","2011","CB","MIA","2009","$676,250","$125,000","$1,812,500","0.014","$676,250","$2,250,000","5","$11,250,000","$6,741,250","2014","2009","20","23",""
"","Duane Brown","2011","LT","HOU","2008","$800,000","$100,000","$1,807,500","0.015","$800,000","$2,280,000","5","$11,400,000","$8,185,205","2013","2008","22","26",""
"","Luke McCown","2011","QB","JAC","2004","$1,000,000","$252,000","$1,800,000","0.012","$1,800,000","$1,800,000","1","$1,800,000","$11,925,000","2012","2011","29","30",""
"","Peria Jerry","2011","DT","ATL","2009","$695,000","$0","$1,800,000","0.015","$695,000","$1,692,000","5","$8,460,000","$6,710,000","2014","2009","24","27",""
"","Nate Kaeding","2011","K","SD","2004","$1,800,000","$0","$1,800,000","0.015","$1,800,000","$1,867,857","7","$13,075,000","$11,773,000","2013","2006","23","29",""
"","Bryant McKinnie","2011","LT","BAL","2002","$1,000,000","$500,000","$1,800,000","0.014","$2,300,000","$2,500,000","2","$5,000,000","$47,276,167","2013","2011","31","32",""
"","Michael Oher","2011","RT","BAL","2009","$630,000","$0","$1,800,000","0.014","$630,000","$2,699,000","5","$13,495,000","$8,845,000","2014","2009","22","25",""
"","Kelly Jennings","2011","CB","CIN","2006","$1,800,000","$0","$1,800,000","0.013","$1,800,000","$2,000,000","1","$2,000,000","$9,650,000","2012","2011","28","29",""
"","Nick Fairley","2011","DT","DET","2011","$375,000","$1,423,000","$1,798,000","0.015","$6,067,000","$2,472,250","4","$9,889,000","$6,067,000","2015","2011","22","23",""
"","Percy Harvin","2011","WR","MIN","2009","$655,000","$196,300","$1,783,800","0.015","$682,500","$2,410,000","5","$12,050,000","$8,905,000","2014","2009","20","23",""
"","Mike Iupati","2011","G","SF","2010","$450,000","$240,000","$1,777,500","0.013","$4,800,000","$3,022,125","5","$15,110,625","$10,876,962","2015","2010","22","24",""
"","Jermaine Gresham","2011","TE","CIN","2010","$450,000","$0","$1,771,250","0.013","$5,435,000","$2,819,000","5","$14,095,000","$6,581,000","2015","2010","21","23",""
"","Jeremy Bridges","2011","G","ARI","2003","$1,400,000","$216,666","$1,766,666","0.014","$1,550,000","$1,633,333","3","$4,900,000","$8,144,648","2013","2010","29","31",""
"","Nate Allen","2011","FS","PHI","2010","$450,000","$600,000","$1,759,000","0.013","$1,159,000","$1,283,250","4","$5,133,000","$3,879,000","2014","2010","22","24",""
"","Dez Bryant","2011","WR","DAL","2010","$1,112,500","$390,000","$1,752,500","0.013","$1,362,500","$2,362,100","5","$11,810,500","$4,202,500","2015","2010","21","23",""
"","Derrick Ward","2011","RB","HOU","2004","$875,000","$875,000","$1,750,000","0.015","$0","$1,750,000","1","$1,750,000","$0","2012","2011","30","31",""
"","Anthony Adams","2011","DT","CHI","2003","$1,000,000","$750,000","$1,750,000","0.014","$2,500,000","$2,250,000","2","$4,500,000","$9,705,000","2013","2011","20","21",""
"","Darren Sproles","2011","RB","NO","2005","$1,000,000","$750,000","$1,750,000","0.014","$4,000,000","$3,500,000","4","$14,000,000","$20,204,300","2015","2011","27","28",""
"","Scott Shanle","2011","LB","NO","2003","$1,250,000","$500,000","$1,750,000","0.014","$2,250,000","$2,000,000","2","$4,000,000","$14,007,600","2013","2011","31","32",""
"","Koa Misi","2011","OLB","MIA","2010","$450,000","$467,500","$1,747,500","0.014","$1,280,000","$1,166,226","4","$4,664,905","$3,470,000","2014","2010","22","24",""
"","Roscoe Parrish","2011","WR","BUF","2005","$1,025,000","$220,000","$1,745,000","0.013","$0","$4,103,333","3","$12,310,000","$0","2012","2008","25","29",""
"","Felix Jones","2011","RB","DAL","2008","$1,023,750","$714,500","$1,738,250","0.013","$1,023,750","$2,105,000","5","$10,525,000","$9,065,000","2013","2008","20","24",""
"","Rob Gronkowski","2011","TE","NE","2010","$450,000","$440,000","$1,720,000","0.014","$1,280,000","$1,110,000","4","$4,440,000","$3,360,000","2014","2010","20","22",""
"","Robert Quinn","2011","OLB","STL","2011","$375,000","$1,340,646","$1,715,646","0.014","$5,737,585","$2,359,013","4","$9,436,053","$5,737,585","2016","2011","20","21",""
"","Tarell Brown","2011","CB","SF","2007","$800,000","$407,312","$1,707,312","0.013","$1,300,000","$3,037,501","3","$9,112,502","$6,147,000","2014","2009","23","26",""
"","Usama Young","2011","S","CLE","2007","$1,550,000","$150,000","$1,700,000","0.013","$2,000,000","$1,966,667","3","$5,900,000","$4,837,000","2014","2011","25","26",""
"","A.J. Feeley","2011","QB","STL","2001","$1,200,000","$0","$1,700,000","0.014","$1,700,000","$3,000,000","2","$6,000,000","$16,125,413","2012","2010","32","34",""
"","Steve Breaston","2011","WR","KC","2007","$700,000","$1,000,000","$1,700,000","0.012","$5,700,000","$4,510,000","5","$22,550,000","$18,704,500","2016","2011","27","28",""
"","Floyd Womack","2011","G","ARI","2001","$1,000,000","$700,000","$1,700,000","0.014","$1,700,000","$1,700,000","1","$1,700,000","$13,192,000","2012","2011","32","33",""
"","Chris Harris","2011","S","CHI","2005","$1,095,000","$0","$1,695,000","0.013","$1,695,000","$1,447,500","2","$2,895,000","$9,692,000","2012","2010","20","22",""
"","Richie Incognito","2011","G","MIA","2005","$105,000","$1,083,333","$1,688,333","0.013","$3,855,000","$4,300,000","3","$12,900,000","$8,102,749","2014","2011","27","28",""
"","Mike Pouncey","2011","C","MIA","2011","$375,000","$1,308,581","$1,683,581","0.013","$5,609,325","$2,314,924","4","$9,259,695","$5,609,325","2016","2011","21","22",""
"","Arrelious Benn","2011","WR","TB","2010","$405,000","$525,000","$1,680,000","0.012","$1,155,000","$1,160,000","4","$4,640,000","$3,575,000","2014","2010","21","23",""
"","Eric Wood","2011","C","BUF","2009","$600,000","$400,000","$1,673,750","0.012","$625,000","$1,867,000","5","$9,335,000","$7,610,000","0","2009","22","25",""
"","Michael Jenkins","2011","WR","MIN","2004","$1,000,000","$666,666","$1,666,666","0.014","$3,000,000","$2,916,667","3","$8,750,000","$19,975,000","2014","2011","28","29",""
"","Brandon Johnson","2011","LB","CIN","2006","$1,150,000","$500,000","$1,650,000","0.012","$1,650,000","$1,650,000","1","$1,650,000","$6,166,450","2012","2011","27","28",""
"","Jared Odrick","2011","DE","MIA","2010","$405,000","$229,548","$1,644,548","0.013","$4,145,000","$2,614,388","5","$13,071,939","$6,345,000","2015","2010","22","24",""
"","Rashad Butler","2011","LT","HOU","2006","$1,017,280","$625,000","$1,642,280","0.014","$2,267,280","$1,900,000","2","$3,800,000","$6,013,030","2013","2011","27","28",""
"","Evander Hood","2011","DE","PIT","2009","$600,000","$18,353","$1,628,353","0.014","$30,000","$1,774,000","5","$8,870,000","$6,532,675","2014","2009","21","24",""
"","John Sullivan","2011","C","MIN","2008","$600,000","$1,024,050","$1,624,050","0.013","$5,600,000","$4,900,000","5","$24,500,000","$6,846,200","2017","2012","26","26",""
"","Kendall Langford","2011","DE","MIA","2008","$1,400,000","$215,000","$1,615,000","0.013","$1,400,000","$641,250","4","$2,565,000","$3,495,565","2012","2008","21","25",""
"","Bryan Bulaga","2011","RT","GB","2010","$450,000","$176,000","$1,613,500","0.013","$4,400,000","$2,649,000","5","$13,245,000","$6,464,000","2015","2010","20","22",""
"","Delanie Walker","2011","TE","SF","2006","$750,000","$360,000","$1,610,000","0.012","$1,250,000","$875,000","6","$5,250,000","$6,532,000","2013","2010","25","27",""
"","Kenny Phillips","2011","FS","NYG","2008","$722,500","$506,000","$1,603,750","0.013","$722,500","$2,230,000","5","$11,150,000","$14,368,000","2013","2008","21","25",""
"","Charles Godfrey","2011","SS","CAR","2008","$600,000","$1,000,000","$1,600,000","0.013","$5,600,000","$5,500,000","5","$27,500,000","$7,604,200","2017","2011","25","26",""
"","Kyle Kosier","2011","G","DAL","2002","$900,000","$700,000","$1,600,000","0.012","$0","$2,166,667","3","$6,500,000","$0","2014","2011","32","33",""
"","Craig Dahl","2011","SS","STL","-99","$1,600,000","$0","$1,600,000","0.013","$1,600,000","$1,200,000","3","$3,600,000","$3,997,500","2013","2010","24","26",""
"","Kamerion Wimbley","2011","OLB","OAK","2006","$750,000","$850,000","$1,600,000","0.013","$5,000,000","$9,950,000","5","$49,750,000","$16,701,250","2016","2011","27","28",""
"","Jonathan Fanene","2011","DE","CIN","2005","$1,000,000","$350,000","$1,600,000","0.012","$0","$1,600,000","1","$1,600,000","$0","2012","2011","28","29",""
"","Bryan Scott","2011","OLB","BUF","2003","$1,150,000","$300,000","$1,600,000","0.012","$1,300,000","$1,625,000","2","$3,250,000","$8,405,250","2012","2010","28","30",""
"","Charlie Johnson","2011","G","MIN","2006","$1,000,000","$600,000","$1,600,000","0.013","$4,000,000","$3,500,000","3","$10,500,000","$7,456,300","2014","2011","26","27",""
"","Dan Williams","2011","DT","ARI","2010","$450,000","$100,000","$1,595,000","0.013","$4,630,000","$1,797,000","5","$8,985,000","$6,290,000","2015","2010","22","24",""
"","Will Allen","2011","SS","PIT","2004","$1,265,000","$325,000","$1,590,000","0.013","$1,265,000","$1,498,333","3","$4,495,000","$9,025,000","2013","2010","27","29",""
"","Ryan Kerrigan","2011","OLB","WAS","2011","$375,000","$1,210,508","$1,585,508","0.012","$5,217,032","$2,180,074","4","$8,720,294","$5,217,032","2016","2011","22","23",""
"","Beanie Wells","2011","RB","ARI","2009","$622,500","$400,000","$1,585,000","0.013","$622,500","$1,920,000","5","$9,600,000","$6,087,500","2014","2009","20","23",""
"","Marcus Stroud","2011","DT","NE","2001","$1,200,000","$75,000","$1,583,120","0.013","$0","$2,250,000","2","$4,500,000","$2,830,000","2013","2011","32","33",""
"","Antoine Cason","2011","CB","SD","2008","$665,000","$426,000","$1,581,000","0.013","$665,000","$1,556,000","5","$7,780,000","$7,780,000","2013","2008","21","25",""
"","Reggie Nelson","2011","FS","CIN","2007","$957,500","$622,000","$1,579,500","0.012","$957,500","$1,910,000","5","$9,550,000","$6,000,000","2012","2007","23","28",""
"","Mike Adams","2011","SS","CLE","-99","$1,100,000","$416,667","$1,566,667","0.012","$1,150,000","$1,366,667","3","$4,100,000","$7,334,885","2012","2009","27","30",""
"","Kenny Britt","2011","WR","TEN","2009","$575,000","$250,002","$1,558,752","0.012","$575,000","$1,830,002","5","$9,150,010","$7,497,510","2014","2009","20","23",""
"","Hakeem Nicks","2011","WR","NYG","2009","$575,000","$500,000","$1,555,000","0.013","$575,000","$2,215,000","5","$11,075,000","$7,600,000","2014","2009","20","23",""
"","Mario Manningham","2011","WR","NYG","2008","$1,400,000","$154,250","$1,554,250","0.013","$1,400,000","$580,500","4","$2,322,000","$3,167,000","2012","2008","21","25",""
"","Nate Solder","2011","LT","NE","2011","$375,000","$1,177,817","$1,552,817","0.012","$5,086,268","$2,135,123","4","$8,540,492","$5,086,268","2016","2011","22","23",""
"","Frostee Rucker","2011","DT","CIN","2006","$1,250,000","$302,222","$1,552,222","0.012","$1,250,000","$1,565,222","2","$3,130,444","$5,265,444","2012","2010","26","28",""
"","Sione Pouha","2011","DT","NYJ","2005","$1,280,000","$250,000","$1,550,000","0.012","$0","$1,450,000","4","$5,800,000","$0","2012","2008","28","32",""
"","Mike Jenkins","2011","CB","DAL","2008","$920,500","$620,000","$1,540,500","0.011","$920,500","$1,855,000","5","$9,275,000","$8,673,000","2013","2008","22","26",""
"","Will Herring","2011","LB","NO","2007","$1,200,000","$333,333","$1,533,333","0.012","$2,200,000","$1,666,667","3","$5,000,000","$4,028,100","2014","2011","27","28",""
"","Corey Liuget","2011","DT","SD","2011","$375,000","$1,136,954","$1,511,954","0.013","$4,922,816","$2,078,936","4","$8,315,744","$4,922,816","2016","2011","20","21",""
"","Kyle Wilson","2011","CB","NYJ","2010","$410,000","$222,400","$1,507,400","0.012","$3,910,000","$1,981,000","5","$9,905,000","$6,050,000","2015","2010","22","24",""
"","Jerry Hughes","2011","DE","IND","2010","$450,000","$280,000","$1,506,250","0.012","$3,555,000","$1,950,000","5","$9,750,000","$5,900,000","2015","2010","21","23",""
"","Eric Smith","2011","S","NYJ","2006","$700,000","$0","$1,500,000","0.012","$0","$2,500,000","3","$7,500,000","$0","2014","2011","27","28",""
"","Albert Haynesworth","2011","DT","NE","2002","$1,500,000","$0","$1,500,000","0.012","$1,500,000","$4,350,000","2","$8,700,000","$57,356,288","2013","2011","29","30",""
"","LeRon McClain","2011","FB","KC","2007","$1,000,000","$0","$1,500,000","0.010","$0","$1,500,000","1","$1,500,000","$0","2012","2011","26","27",""
