"Rank","Player","Year","Pos","Team","Draft Year","BaseSalary","SigningBonus","Cap Hit","Salary%","Cash","AAV","CONT YR","CONT VALUE","Earnings","FA Year","Sign Year","Sign Age","Age",""
"","Will Harris","2019","S","DET","2019","$495,000","$238,061","$733,061","0.004","$1,447,244","$930,974","4","$3,723,894","$1,447,244","2023","2019","23","24",""
"","Will Dissly","2019","TE","SEA","2018","$570,000","$162,567","$732,567","0.004","$570,000","$777,568","4","$3,110,270","$1,610,786","2022","2018","21","23",""
"","Zach Allen","2019","DE","ARI","2019","$446,827","$285,684","$732,511","0.004","$1,632,895","$1,073,441","4","$4,293,762","$1,632,895","2023","2019","21","22",""
"","Josh Oliver","2019","TE","JAC","2019","$453,706","$277,881","$731,587","0.004","$1,565,230","$1,062,711","4","$4,250,844","$1,565,230","2023","2019","21","22",""
"","Taron Johnson","2019","CB","BUF","2018","$570,000","$161,517","$731,517","0.004","$765,713","$776,517","4","$3,106,068","$1,871,127","2022","2018","21","23",""
"","Nate Davis","2019","G","TEN","2019","$495,000","$233,670","$728,670","0.003","$1,429,680","$925,045","4","$3,700,180","$1,429,680","2023","2019","22","23",""
"","Durham Smythe","2019","TE","MIA","2018","$570,000","$158,058","$728,058","0.004","$570,000","$773,059","4","$3,092,235","$1,682,235","2022","2018","22","24",""
"","Zay Jones","2019","WR","OAK","2017","$728,009","$0","$728,008","0.004","$745,655","$1,694,958","4","$6,779,831","$5,407,952","2021","2017","21","24",""
"","Avonte Maddox","2019","CB","PHI","2018","$570,000","$156,478","$726,478","0.004","$570,000","$771,479","4","$3,085,914","$1,675,914","2022","2018","21","23",""
"","Justin Layne","2019","CB","PIT","2019","$495,000","$230,545","$725,545","0.004","$1,417,180","$920,795","4","$3,683,180","$1,417,180","2023","2019","20","21",""
"","Ito Smith","2019","RB","ATL","2018","$570,000","$155,218","$725,218","0.004","$616,166","$770,219","4","$3,080,875","$1,703,270","2022","2018","22","24",""
"","Khalen Saunders","2019","DT","KC","2019","$495,000","$228,795","$723,795","0.004","$1,410,180","$918,295","4","$3,673,180","$1,410,180","2023","2019","22","23",""
"","Jaylon Ferguson","2019","DE","BAL","2019","$495,000","$225,827","$720,827","0.004","$1,567,682","$913,702","4","$3,654,808","$1,567,682","2023","2019","23","24",""
"","Will Richardson","2019","T","JAC","2018","$570,000","$150,698","$720,698","0.004","$570,000","$765,698","4","$3,062,792","$1,577,074","2022","2018","21","23",""
"","Jake Butt","2019","TE","DEN","2017","$645,000","$75,234","$720,234","0.004","$645,000","$675,235","4","$2,700,938","$1,712,066","2021","2017","21","24",""
"","Javien Elliott","2019","CB","CAR","-99","$720,000","$0","$720,000","0.004","$907,016","$720,000","1","$720,000","$2,282,280","2020","2019","25","26",""
"","Stephen Weatherly","2019","DE","MIN","2016","$720,000","$0","$720,000","0.004","$720,000","$585,000","4","$2,340,000","$2,206,010","2020","2016","21","25",""
"","Marqui Christian","2019","S","LAR","2016","$720,000","$0","$720,000","0.004","$720,000","$637,550","4","$2,550,201","$2,550,191","2020","2016","21","25",""
"","Dwayne Washington","2019","RB","NO","2016","$720,000","$0","$720,000","0.004","$720,000","$675,000","2","$1,350,000","$2,332,787","2020","2018","23","25",""
"","C.J. Goodwin","2019","CB","DAL","-99","$720,000","$0","$720,000","0.004","$828,712","$675,000","2","$1,350,000","$2,467,925","2020","2018","27","29",""
"","Justin March","2019","OLB","DAL","-99","$720,000","$0","$720,000","0.004","$831,175","$720,000","1","$720,000","$2,706,107","2020","2019","25","26",""
"","J.D. McKissic","2019","RB","DET","-99","$720,000","$0","$720,000","0.004","$720,000","$720,000","1","$720,000","$2,066,010","2020","2019","25","26",""
"","Darian Thompson","2019","FS","DAL","2016","$720,000","$0","$720,000","0.004","$945,869","$720,000","1","$720,000","$3,305,310","2020","2019","25","26",""
"","Kamu Grugier-Hill","2019","OLB","PHI","2016","$720,000","$0","$720,000","0.004","$720,000","$610,089","4","$2,440,356","$2,440,356","2020","2016","21","25",""
"","Rick Lovato","2019","LS","PHI","-99","$720,000","$0","$720,000","0.004","$720,000","$1,131,250","4","$4,525,000","$2,082,570","2024","2019","26","27",""
"","Hassan Ridgeway","2019","DT","PHI","2016","$720,000","$0","$720,000","0.004","$720,000","$725,056","4","$2,900,222","$2,900,222","2020","2016","21","25",""
"","Seth Devalve","2019","TE","JAC","2016","$720,000","$0","$720,000","0.004","$720,000","$680,848","4","$2,723,393","$2,723,393","2020","2016","22","26",""
"","Sheldon Day","2019","DT","SF","2016","$720,000","$0","$720,000","0.003","$720,000","$737,103","4","$2,948,410","$2,916,647","2020","2016","21","25",""
"","Damiere Byrd","2019","WR","ARI","-99","$720,000","$0","$720,000","0.004","$857,983","$720,000","1","$720,000","$2,304,608","2020","2019","25","26",""
"","Jerald Hawkins","2019","T","TB","2016","$720,000","$0","$720,000","0.004","$720,000","$717,622","4","$2,870,488","$2,678,488","2020","2016","22","26",""
"","Wendell Smallwood","2019","RB","WAS","2016","$720,000","$0","$720,000","0.004","$720,000","$646,145","4","$2,584,578","$2,584,578","2020","2016","21","25",""
"","Shilique Calhoun","2019","OLB","NE","2016","$720,000","$0","$720,000","0.004","$720,000","$720,000","1","$720,000","$2,935,613","2020","2019","26","27",""
"","James Ferentz","2019","C","NE","-99","$720,000","$0","$720,000","0.004","$720,000","$720,000","1","$720,000","$2,313,831","2020","2019","29","30",""
"","Ted Karras","2019","C","NE","2016","$720,000","$0","$720,000","0.004","$720,000","$630,000","3","$1,890,000","$2,505,723","2020","2017","23","26",""
"","Corey Coleman","2019","WR","NYG","2016","$720,000","$0","$720,000","0.004","$720,000","$720,000","1","$720,000","$12,204,902","2020","2019","24","25",""
"","Cody Core","2019","WR","NYG","2016","$720,000","$0","$720,000","0.004","$720,000","$616,983","4","$2,467,932","$2,467,932","2020","2016","21","25",""
"","Sharrod Neasman","2019","S","ATL","-99","$720,000","$0","$720,000","0.004","$825,529","$675,000","2","$1,350,000","$2,224,422","2020","2018","26","28",""
"","B.J. Goodson","2019","ILB","GB","2016","$720,000","$0","$720,000","0.004","$720,000","$730,552","4","$2,922,207","$2,922,207","2020","2016","22","26",""
"","Dan Vitale","2019","FB","GB","2016","$720,000","$0","$720,000","0.004","$720,000","$600,000","2","$1,200,000","$2,165,344","2020","2018","24","26",""
"","Josh Andrews","2019","G","IND","-99","$720,000","$0","$720,000","0.003","$720,000","$675,000","2","$1,350,000","$2,614,586","2020","2018","26","28",""
"","Jonathan Williams","2019","RB","IND","2016","$720,000","$0","$720,000","0.003","$720,000","$675,000","2","$1,350,000","$2,667,057","2020","2018","23","25",""
"","Kameron Canaday","2019","LS","PIT","-99","$720,000","$0","$720,000","0.004","$720,000","$675,000","2","$1,350,000","$1,969,410","2020","2018","24","26",""
"","David Fluellen","2019","RB","TEN","-99","$720,000","$0","$720,000","0.003","$720,000","$720,000","1","$720,000","$2,200,880","2020","2019","26","27",""
"","Joey Hunt","2019","C","SEA","2016","$720,000","$0","$720,000","0.004","$720,000","$720,000","1","$720,000","$2,121,014","2020","2019","24","25",""
"","MyCole Pruitt","2019","TE","TEN","2015","$720,000","$0","$720,000","0.003","$720,000","$675,000","2","$1,350,000","$2,622,322","2020","2018","25","27",""
"","Branden Jackson","2019","DE","SEA","-99","$720,000","$0","$720,000","0.004","$720,000","$720,000","1","$720,000","$1,896,917","2020","2019","26","27",""
"","Kalan Reed","2019","CB","SEA","2016","$720,000","$0","$720,000","0.004","$720,000","$720,000","1","$720,000","$1,868,162","2020","2019","25","26",""
"","George Kittle","2019","TE","SF","2017","$645,000","$74,571","$719,571","0.003","$645,000","$674,572","4","$2,698,287","$1,963,287","2021","2017","23","26",""
"","Josh Sweat","2019","DE","PHI","2018","$570,000","$149,397","$719,397","0.004","$570,000","$764,398","4","$3,057,591","$1,626,937","2022","2018","20","22",""
"","Damontae Kazee","2019","CB","ATL","2017","$645,000","$72,230","$717,230","0.004","$940,049","$672,231","4","$2,688,922","$2,569,902","2021","2017","23","26",""
"","Damien Harris","2019","RB","NE","2019","$495,000","$221,534","$716,534","0.004","$1,381,136","$907,784","4","$3,631,136","$1,381,136","2023","2019","21","22",""
"","Cody Barton","2019","LB","SEA","2019","$495,000","$221,031","$716,031","0.004","$1,379,124","$906,531","4","$3,626,124","$1,379,124","2023","2019","22","23",""
"","Bobby Okereke","2019","LB","IND","2019","$495,000","$220,779","$715,779","0.003","$1,378,116","$905,529","4","$3,622,116","$1,378,116","2023","2019","22","23",""
"","Desmond King","2019","CB","LAC","2017","$645,000","$69,998","$714,998","0.004","$645,000","$669,998","4","$2,679,992","$2,243,612","2021","2017","22","25",""
"","Trey Pipkins","2019","T","LAC","2019","$495,000","$219,269","$714,269","0.004","$1,372,076","$901,894","4","$3,607,576","$1,372,076","2023","2019","22","23",""
"","Jeremy Sprinkle","2019","TE","WAS","2017","$645,000","$69,125","$714,125","0.004","$645,000","$669,126","4","$2,676,503","$1,941,503","2021","2017","22","25",""
"","Jayon Brown","2019","ILB","TEN","2017","$645,000","$67,888","$712,888","0.003","$645,000","$667,888","4","$2,671,553","$2,310,128","2021","2017","21","24",""
"","Chuma Edoga","2019","T","NYJ","2019","$495,000","$216,750","$711,750","0.004","$1,362,000","$896,750","4","$3,587,000","$1,362,000","2023","2019","21","22",""
"","Anthony Walker Jr.","2019","ILB","IND","2017","$645,000","$66,353","$711,353","0.003","$645,000","$666,353","4","$2,665,413","$1,930,413","2021","2017","21","24",""
"","Matt Milano","2019","OLB","BUF","2017","$645,000","$65,376","$710,376","0.004","$1,005,498","$665,377","4","$2,661,506","$2,255,767","2021","2017","21","24",""
"","Jordan Willis","2019","DE","NYJ","2017","$710,353","$0","$710,352","0.004","$710,352","$904,350","4","$3,617,400","$2,752,149","2021","2017","21","24",""
"","Jamal Agnew","2019","CB","DET","2017","$645,000","$64,591","$709,591","0.004","$645,000","$664,591","4","$2,658,364","$1,829,658","2021","2017","21","24",""
"","Miles Boykin","2019","WR","BAL","2019","$495,000","$214,232","$709,232","0.004","$1,514,870","$893,732","4","$3,574,928","$1,514,870","2023","2019","22","23",""
"","Marquel Lee","2019","ILB","OAK","2017","$645,000","$63,423","$708,423","0.004","$645,000","$663,423","4","$2,653,693","$1,918,693","2021","2017","21","24",""
"","Jamel Dean","2019","CB","TB","2019","$495,000","$211,713","$706,713","0.004","$1,341,852","$889,713","4","$3,558,852","$1,341,852","2023","2019","22","23",""
"","Oshane Ximines","2019","OLB","NYG","2019","$495,000","$209,195","$704,195","0.004","$1,331,780","$863,195","4","$3,452,780","$1,331,780","2023","2019","22","23",""
"","Dawson Knox","2019","TE","BUF","2019","$495,000","$205,545","$700,545","0.004","$1,577,618","$880,400","4","$3,521,600","$1,577,618","2023","2019","22","23",""
"","Will Grier","2019","QB","CAR","2019","$495,000","$205,545","$700,545","0.004","$1,344,919","$963,249","4","$3,852,996","$1,344,919","2023","2019","23","24",""
"","Bobby Evans","2019","T","LAR","2019","$495,000","$205,545","$700,545","0.004","$1,317,180","$878,473","4","$3,513,891","$1,317,180","2023","2019","21","22",""
"","Mike Edwards","2019","S","TB","2019","$495,000","$205,545","$700,545","0.004","$1,317,180","$852,498","4","$3,409,990","$1,317,180","2023","2019","22","23",""
"","Alexander Mattison","2019","RB","MIN","2019","$495,000","$205,543","$700,543","0.004","$1,317,172","$867,793","4","$3,471,172","$1,317,172","2023","2019","20","21",""
"","Duke Dawson","2019","CB","DEN","2018","$695,676","$0","$695,676","0.004","$803,557","$1,186,219","4","$4,744,875","$2,814,375","2022","2018","22","24",""
"","Aaron Jones","2019","RB","GB","2017","$645,000","$50,487","$695,487","0.004","$645,000","$650,484","4","$2,601,937","$1,780,820","2021","2017","22","25",""
"","Trent Taylor","2019","WR","SF","2017","$645,000","$50,484","$695,484","0.003","$645,000","$650,484","4","$2,601,937","$1,866,937","2021","2017","22","25",""
"","Davon Godchaux","2019","DT","MIA","2017","$645,000","$50,484","$695,484","0.004","$645,000","$650,484","4","$2,601,937","$1,866,937","2021","2017","22","25",""
"","Ryan Finley","2019","QB","CIN","2019","$495,000","$197,414","$692,414","0.004","$1,343,615","$827,414","4","$3,309,656","$1,343,615","2023","2019","24","25",""
"","Chauncey Gardner-Johnson","2019","S","NO","2019","$495,000","$196,025","$691,025","0.004","$1,279,100","$826,025","4","$3,304,100","$1,279,100","2023","2019","21","22",""
"","Maxx Crosby","2019","DE","OAK","2019","$495,000","$195,566","$690,566","0.004","$1,277,264","$825,566","4","$3,302,264","$1,277,264","2023","2019","21","22",""
"","Anthony Nelson","2019","OLB","TB","2019","$495,000","$193,760","$688,760","0.004","$1,270,040","$823,021","4","$3,292,082","$1,270,040","2023","2019","21","22",""
"","Chuck Clark","2019","S","BAL","2017","$645,000","$43,701","$688,701","0.004","$956,857","$643,702","4","$2,574,807","$2,151,664","2021","2017","21","24",""
"","Jalen Hurd","2019","WR","SF","2019","$405,531","$283,123","$688,653","0.003","$1,538,022","$1,069,920","4","$4,279,678","$1,538,022","2023","2019","22","23",""
"","Julian Love","2019","CB","NYG","2019","$495,000","$192,715","$687,715","0.004","$1,265,860","$822,715","4","$3,290,860","$1,265,860","2023","2019","20","21",""
"","Tarell Basham","2019","OLB","NYJ","2017","$687,500","$0","$687,500","0.003","$687,500","$838,964","4","$3,355,856","$2,578,355","2021","2017","22","25",""
"","Khari Willis","2019","S","IND","2019","$495,000","$191,776","$686,776","0.003","$1,263,036","$821,776","4","$3,287,104","$1,263,036","2023","2019","22","23",""
"","Tanzel Smart","2019","DT","LAR","2017","$645,000","$41,195","$686,195","0.004","$645,000","$641,196","4","$2,564,783","$1,829,783","2021","2017","22","25",""
"","Mitch Wishnowsky","2019","P","SF","2019","$495,000","$191,018","$686,018","0.003","$1,259,072","$821,018","4","$3,284,072","$1,259,072","2023","2019","26","27",""
"","Sam Tevi","2019","RT","LAC","2017","$645,000","$40,447","$685,447","0.004","$645,000","$640,448","4","$2,561,791","$1,826,791","2021","2017","22","25",""
"","Xavier Woods","2019","FS","DAL","2017","$645,000","$39,972","$684,972","0.003","$1,048,298","$639,972","4","$2,559,888","$2,228,186","2021","2017","21","24",""
"","Kendall Sheffield","2019","CB","ATL","2019","$495,000","$189,922","$684,922","0.004","$1,541,451","$819,197","4","$3,276,789","$1,541,451","2023","2019","22","23",""
"","Jordan Evans","2019","OLB","CIN","2017","$645,000","$39,126","$684,126","0.004","$765,275","$639,127","4","$2,556,506","$1,931,368","2021","2017","21","24",""
"","Marquis Haynes","2019","OLB","CAR","2018","$570,000","$113,089","$683,089","0.004","$698,897","$728,090","4","$2,912,359","$1,631,256","2022","2018","24","26",""
"","Dalton Schultz","2019","TE","DAL","2018","$570,000","$113,089","$683,089","0.003","$646,259","$728,090","4","$2,912,359","$1,578,618","2022","2018","21","23",""
"","Chase Edmonds","2019","RB","ARI","2018","$570,000","$113,089","$683,089","0.004","$684,457","$728,090","4","$2,912,359","$1,616,816","2022","2018","21","23",""
"","D.J. Jones","2019","DT","SF","2017","$645,000","$36,963","$681,963","0.003","$645,000","$636,964","4","$2,547,855","$1,812,855","2021","2017","21","24",""
"","Chase Roullier","2019","C","WAS","2017","$645,000","$36,792","$681,792","0.004","$645,000","$636,792","4","$2,547,168","$2,171,017","2021","2017","23","26",""
"","Justice Hill","2019","RB","BAL","2019","$495,000","$185,414","$680,414","0.004","$1,321,728","$815,414","4","$3,261,656","$1,321,728","2023","2019","21","22",""
"","Quincy Williams","2019","LB","JAC","2019","$474,353","$205,545","$679,898","0.003","$1,296,533","$876,509","4","$3,506,034","$1,296,533","2023","2019","22","23",""
"","Dru Samia","2019","G","MIN","2019","$495,000","$184,279","$679,279","0.004","$1,232,119","$814,280","4","$3,257,119","$1,232,119","2023","2019","21","22",""
"","Christian Miller","2019","DE","CAR","2019","$495,000","$184,254","$679,254","0.004","$1,266,741","$813,552","4","$3,254,208","$1,266,741","2024","2019","22","23",""
"","Amani Hooker","2019","S","TEN","2019","$495,000","$183,370","$678,370","0.003","$1,228,480","$813,370","4","$3,253,480","$1,228,480","2023","2019","20","21",""
"","Brett Jones","2019","C","MIN","-99","$677,647","$0","$677,647","0.004","$677,647","$720,000","1","$720,000","$5,064,647","2020","2019","27","28",""
"","Andrew Adams","2019","S","TB","-99","$677,647","$0","$677,647","0.004","$677,647","$720,000","1","$720,000","$1,296,459","2020","2019","26","27",""
"","Kalen Ballage","2019","RB","MIA","2018","$528,353","$147,295","$675,648","0.003","$528,353","$762,295","4","$3,049,181","$1,597,534","2022","2018","22","24",""
"","Sheldrick Redwine","2019","S","CLE","2019","$495,000","$180,102","$675,102","0.003","$1,387,121","$810,102","4","$3,240,408","$1,387,121","2023","2019","22","23",""
"","Trevon Wesco","2019","FB","NYJ","2019","$495,000","$176,643","$671,643","0.003","$1,201,572","$805,971","4","$3,223,884","$1,201,572","2023","2019","23","24",""
"","Benny Snell Jr.","2019","RB","PIT","2019","$495,000","$175,517","$670,517","0.003","$1,197,068","$805,517","4","$3,222,068","$1,197,068","2023","2019","20","21",""
"","Ben Powers","2019","G","BAL","2019","$495,000","$174,383","$669,383","0.004","$1,201,731","$804,383","4","$3,217,532","$1,201,731","2023","2019","22","23",""
"","Josh Harvey-Clemons","2019","ILB","WAS","2017","$645,000","$21,076","$666,076","0.003","$645,000","$621,077","4","$2,484,306","$1,749,306","2022","2017","22","25",""
"","Riley Ridley","2019","WR","CHI","2019","$495,000","$170,649","$665,649","0.003","$1,216,865","$800,649","4","$3,202,596","$1,216,865","2023","2019","22","23",""
"","Noah Brown","2019","WR","DAL","2017","$645,000","$17,984","$662,984","0.003","$645,000","$617,985","4","$2,471,938","$1,643,232","2021","2017","20","23",""
"","Chris Banjo","2019","SS","ARI","-99","$662,941","$0","$662,941","0.003","$746,731","$805,000","1","$805,000","$8,340,667","2020","2019","28","29",""
"","Tony Pollard","2019","RB","DAL","2019","$495,000","$166,945","$661,945","0.003","$1,280,094","$796,945","4","$3,187,780","$1,280,094","2023","2019","21","22",""
"","Christopher Carson","2019","RB","SEA","2017","$645,000","$16,282","$661,282","0.003","$645,000","$616,282","4","$2,465,129","$1,640,658","2021","2017","22","25",""
"","Drue Tranquill","2019","OLB","LAC","2019","$495,000","$164,702","$659,702","0.004","$1,153,808","$794,702","4","$3,178,808","$1,153,808","2023","2019","23","24",""
"","Wes Martin","2019","G","WAS","2019","$495,000","$162,702","$657,702","0.003","$1,145,808","$792,702","4","$3,170,808","$1,145,808","2023","2019","22","23",""
"","Ugo Amadi","2019","CB","SEA","2019","$495,000","$161,299","$656,299","0.003","$1,140,196","$791,299","4","$3,165,196","$1,140,196","2023","2019","21","22",""
"","Cornelius Lucas","2019","LT","CHI","-99","$805,000","$0","$655,000","0.003","$1,004,434","$815,000","1","$815,000","$3,496,468","2020","2019","27","28",""
"","Jarrett Stidham","2019","QB","NE","2019","$495,000","$159,028","$654,028","0.003","$1,131,112","$788,423","4","$3,153,692","$1,131,112","2023","2019","22","23",""
"","Blake Jarwin","2019","TE","DAL","-99","$645,000","$8,868","$653,868","0.003","$857,222","$563,867","3","$1,691,600","$1,777,752","2020","2017","22","25",""
"","Antony Auclair","2019","TE","TB","-99","$645,000","$6,668","$651,668","0.003","$645,000","$561,667","3","$1,685,000","$1,685,000","2020","2017","23","26",""
"","Greg Gaines","2019","DT","LAR","2019","$495,000","$156,653","$651,653","0.003","$1,121,612","$786,653","4","$3,146,612","$1,121,612","2023","2019","21","22",""
"","R.J. McIntosh","2019","DE","NYG","2018","$570,000","$80,368","$650,368","0.003","$570,000","$695,368","4","$2,781,472","$1,309,530","2022","2018","21","23",""
"","Maurice Hurst","2019","DT","OAK","2018","$570,000","$79,761","$649,761","0.003","$570,000","$694,762","4","$2,779,046","$1,369,046","2022","2018","22","24",""
"","Nathan Shepherd","2019","DE","NYJ","2018","$424,472","$225,143","$649,615","0.003","$424,472","$968,931","4","$3,875,724","$1,805,044","2022","2018","24","26",""
"","Shaquem Griffin","2019","OLB","SEA","2018","$570,000","$79,404","$649,404","0.003","$570,000","$694,405","4","$2,777,619","$1,367,619","2022","2018","22","24",""
"","Sean Culkin","2019","TE","LAC","-99","$645,000","$4,000","$649,000","0.004","$645,000","$559,000","3","$1,677,000","$1,677,000","2020","2017","23","26",""
"","Dylan Cole","2019","ILB","HOU","-99","$645,000","$4,000","$649,000","0.003","$645,000","$559,000","3","$1,677,000","$1,583,294","2020","2017","22","25",""
"","Eric Wilson","2019","OLB","MIN","-99","$645,000","$3,334","$648,334","0.003","$645,000","$558,333","3","$1,675,000","$1,675,000","2020","2017","22","25",""
"","Corey Clement","2019","RB","PHI","-99","$645,000","$3,334","$648,334","0.003","$645,000","$558,333","3","$1,675,000","$1,643,763","2020","2017","22","25",""
"","Chase Allen","2019","OLB","MIA","-99","$645,000","$3,334","$648,334","0.003","$645,000","$558,333","3","$1,675,000","$1,561,754","2020","2017","23","26",""
"","D.J. Reed","2019","CB","SF","2018","$570,000","$77,842","$647,842","0.003","$570,000","$692,843","4","$2,771,371","$1,361,371","2022","2018","21","23",""
"","Nicholas Morrow","2019","OLB","OAK","-99","$645,000","$2,500","$647,500","0.003","$645,000","$557,500","3","$1,672,500","$1,672,500","2020","2017","21","24",""
"","Austin Ekeler","2019","RB","LAC","-99","$645,000","$1,668","$646,668","0.004","$645,000","$556,667","3","$1,670,000","$1,670,000","2020","2017","21","24",""
"","Cooper Rush","2019","QB","DAL","-99","$645,000","$1,668","$646,668","0.003","$645,000","$556,667","3","$1,670,000","$1,670,000","2020","2017","23","26",""
"","Kendrick Bourne","2019","WR","SF","-99","$645,000","$1,668","$646,668","0.003","$645,000","$556,667","3","$1,670,000","$1,670,000","2020","2017","21","24",""
"","Matt Breida","2019","RB","SF","-99","$645,000","$1,668","$646,668","0.003","$645,000","$556,667","3","$1,670,000","$1,670,000","2020","2017","21","24",""
"","Adam Butler","2019","DT","NE","-99","$645,000","$1,668","$646,668","0.003","$645,000","$556,667","3","$1,670,000","$1,670,000","2020","2017","22","25",""
"","Keelan Cole","2019","WR","JAC","-99","$645,000","$1,334","$646,334","0.003","$645,000","$556,333","3","$1,669,000","$1,970,144","2020","2017","23","26",""
"","Matt Haack","2019","P","MIA","-99","$645,000","$1,334","$646,334","0.003","$645,000","$556,333","3","$1,669,000","$1,669,000","2020","2017","22","25",""
"","Ja'whaun Bentley","2019","ILB","NE","2018","$570,000","$75,988","$645,988","0.003","$570,000","$690,989","4","$2,763,954","$1,257,601","2022","2018","21","23",""
"","Justin Watson","2019","WR","TB","2018","$570,000","$75,434","$645,434","0.003","$570,000","$690,435","4","$2,761,739","$1,351,739","2022","2018","22","24",""
"","Renell Wren","2019","DT","CIN","2019","$474,358","$170,649","$645,006","0.003","$1,222,707","$800,649","4","$3,202,596","$1,222,707","2023","2019","23","24",""
"","Kurt Coleman","2019","FS","BUF","2010","$930,000","$0","$645,000","0.003","$1,000,395","$930,000","1","$930,000","$20,834,333","2020","2019","30","31",""
"","Dean Marlowe","2019","SS","BUF","-99","$645,000","$0","$645,000","0.003","$723,373","$600,000","2","$1,200,000","$1,800,384","2020","2018","25","27",""
"","Isaiah McKenzie","2019","WR","BUF","2017","$645,000","$0","$645,000","0.003","$829,220","$600,000","2","$1,200,000","$1,972,777","2020","2018","22","24",""
"","Britton Colquitt","2019","P","MIN","-99","$930,000","$0","$645,000","0.003","$930,000","$930,000","1","$930,000","$18,255,000","2020","2019","33","34",""
"","C.J. Ham","2019","FB","MIN","-99","$645,000","$0","$645,000","0.003","$645,000","$645,000","1","$645,000","$1,821,440","2020","2019","25","26",""
"","Morgan Fox","2019","DE","LAR","-99","$645,000","$0","$645,000","0.003","$645,000","$645,000","1","$645,000","$1,773,580","2020","2019","24","25",""
"","Jojo Natson","2019","WR","LAR","-99","$645,000","$0","$645,000","0.003","$645,000","$645,000","1","$645,000","$1,453,976","2020","2019","24","25",""
"","Alex Armah","2019","FB","CAR","2017","$645,000","$0","$645,000","0.003","$783,295","$600,000","4","$2,400,000","$1,921,521","2021","2017","22","25",""
"","Patrick Omameh","2019","RT","NO","-99","$805,000","$0","$645,000","0.003","$805,000","$805,000","1","$805,000","$9,978,980","2020","2019","29","30",""
"","Justin Hardee","2019","CB","NO","-99","$645,000","$0","$645,000","0.003","$645,000","$645,000","1","$645,000","$1,632,694","2020","2019","24","25",""
"","Taysom Hill","2019","QB","NO","-99","$645,000","$0","$645,000","0.003","$645,000","$556,667","3","$1,670,000","$1,670,000","2020","2017","26","29",""
"","Cameron Tom","2019","G","NO","-99","$645,000","$0","$645,000","0.003","$645,000","$645,000","1","$645,000","$1,543,929","2020","2019","23","24",""
"","Troymaine Pope","2019","RB","LAC","-99","$645,000","$0","$645,000","0.003","$645,000","$645,000","1","$645,000","$1,234,591","2020","2019","25","26",""
"","Zach Wood","2019","LS","NO","-99","$645,000","$0","$645,000","0.003","$645,000","$645,000","1","$645,000","$1,665,000","2020","2019","25","26",""
"","Isaac Rochell","2019","DE","LAC","2017","$645,000","$0","$645,000","0.003","$645,000","$645,000","1","$645,000","$1,490,767","2020","2019","23","24",""
"","Albert McClellan","2019","ILB","NYJ","-99","$805,000","$0","$645,000","0.003","$805,000","$805,000","1","$805,000","$7,552,588","2020","2019","32","33",""
"","Nate Hairston","2019","CB","NYJ","2017","$645,000","$0","$645,000","0.003","$645,000","$666,946","4","$2,667,785","$1,932,785","2021","2017","22","25",""
"","John Jerry","2019","G","CIN","2010","$930,000","$0","$645,000","0.003","$1,039,512","$930,000","1","$930,000","$12,361,897","2020","2019","32","33",""
"","Tony McRae","2019","CB","CIN","-99","$645,000","$0","$645,000","0.003","$796,982","$645,000","1","$645,000","$1,724,212","2020","2019","25","26",""
"","Josh Tupou","2019","DT","CIN","-99","$645,000","$0","$645,000","0.003","$839,871","$645,000","1","$645,000","$1,466,305","2020","2019","24","25",""
"","Brandon Wilson","2019","S","CIN","2017","$645,000","$0","$645,000","0.003","$776,852","$645,000","1","$645,000","$1,757,570","2020","2019","24","25",""
"","Daniel Ross","2019","DT","DAL","-99","$645,000","$0","$645,000","0.003","$645,000","$645,000","1","$645,000","$1,467,524","2020","2019","25","26",""
"","Devin Smith","2019","WR","DAL","2015","$645,000","$0","$645,000","0.003","$699,081","$690,000","2","$1,380,000","$5,385,272","2021","2019","26","27",""
"","Jake Elliott","2019","K","PHI","2017","$645,000","$0","$645,000","0.003","$645,000","$3,861,620","5","$19,308,100","$1,949,401","2025","2019","23","24",""
"","Johnathan Ford","2019","S","PHI","2017","$645,000","$0","$645,000","0.003","$645,000","$635,045","4","$2,540,181","$1,777,650","2021","2017","21","24",""
"","Nate Gerry","2019","OLB","PHI","2017","$645,000","$0","$645,000","0.003","$645,000","$555,000","3","$1,665,000","$1,746,020","2021","2017","21","24",""
"","Daeshon Hall","2019","DE","PHI","2017","$645,000","$0","$645,000","0.003","$645,000","$650,000","3","$1,950,000","$2,231,803","2021","2018","22","24",""
"","Ben Garland","2019","C","SF","-99","$805,000","$0","$645,000","0.003","$805,000","$805,000","1","$805,000","$6,338,400","2020","2019","30","31",""
"","Zane Gonzalez","2019","K","ARI","2017","$645,000","$0","$645,000","0.003","$696,725","$600,000","2","$1,200,000","$1,487,010","2020","2018","22","24",""
"","Levine Toilolo","2019","TE","SF","2013","$805,000","$0","$645,000","0.003","$805,000","$805,000","1","$805,000","$10,412,629","2020","2019","27","28",""
"","Joe Walker","2019","ILB","ARI","2016","$645,000","$0","$645,000","0.003","$917,570","$600,000","2","$1,200,000","$2,280,612","2020","2018","25","27",""
"","Michael Liedtke","2019","G","TB","-99","$645,000","$0","$645,000","0.003","$645,000","$645,000","1","$645,000","$1,578,965","2020","2019","26","27",""
