"Rank","Player","Year","Pos","Team","Draft Year","BaseSalary","SigningBonus","Cap Hit","Salary%","Cash","AAV","CONT YR","CONT VALUE","Earnings","FA Year","Sign Year","Sign Age","Age",""
"","Brad Meester","2012","C","JAC","2000","$2,950,000","$250,000","$3,250,000","0.027","$3,000,000","$2,500,000","4","$10,000,000","$16,116,000","2013","2009","31","35",""
"","Derrick Johnson","2012","ILB","KC","2005","$3,000,000","$0","$3,250,000","0.027","$3,250,000","$5,530,000","5","$27,650,000","$28,125,000","2016","2010","27","30",""
"","Demetress Bell","2012","RT","PHI","2008","$1,150,000","$0","$3,250,000","0.027","$3,250,000","$6,900,000","5","$34,500,000","$5,720,129","2017","2012","27","28",""
"","Alex Mack","2012","C","CLE","2009","$1,903,000","$0","$3,203,000","0.027","$2,003,000","$2,920,000","5","$14,600,000","$10,568,000","2014","2009","23","27",""
"","Bryant McKinnie","2012","LT","BAL","2002","$2,200,000","$500,000","$3,200,000","0.027","$2,700,000","$2,500,000","2","$5,000,000","$49,976,167","2013","2011","31","33",""
"","Adam Vinatieri","2012","K","IND","-99","$2,000,000","$1,200,000","$3,200,000","0.027","$2,000,000","$3,066,667","3","$9,200,000","$30,431,999","2014","2011","38","40",""
"","Brandon Carr","2012","CB","DAL","2008","$1,200,000","$2,000,000","$3,200,000","0.027","$11,200,000","$10,020,000","5","$50,100,000","$15,170,000","2017","2012","25","26",""
"","Anthony Davis","2012","RT","SF","2010","$925,000","$166,667","$3,191,667","0.027","$1,325,000","$5,300,000","5","$26,500,000","$30,908,800","2015","2010","20","23",""
"","Daryn Colledge","2012","G","ARI","2006","$700,000","$1,500,000","$3,175,000","0.026","$4,000,000","$5,500,000","5","$27,500,000","$17,564,000","2016","2011","28","30",""
"","Reggie Wayne","2012","WR","IND","2001","$1,000,000","$2,166,666","$3,166,666","0.026","$8,500,000","$5,833,333","3","$17,500,000","$54,865,000","2015","2012","33","34",""
"","Carson Palmer","2012","QB","OAK","2003","$825,000","$0","$3,160,000","0.026","$12,500,000","$10,750,000","4","$43,000,000","$99,627,242","2015","2011","31","33",""
"","James Jones","2012","WR","GB","2007","$2,300,000","$500,000","$3,100,000","0.026","$2,600,000","$3,233,333","3","$9,700,000","$9,333,250","2014","2011","26","28",""
"","Josh Morgan","2012","WR","WAS","2008","$1,800,000","$1,100,000","$3,100,000","0.026","$7,500,000","$5,750,000","2","$11,500,000","$9,311,500","2014","2012","26","27",""
"","Rob Sims","2012","G","DET","2006","$1,500,000","$1,200,000","$3,075,000","0.026","$1,875,000","$3,550,000","4","$14,200,000","$13,056,000","2015","2010","26","29",""
"","Travelle Wharton","2012","G","CIN","2004","$825,000","$500,000","$3,025,000","0.025","$4,025,000","$3,258,333","3","$9,775,000","$30,396,000","2015","2012","30","31",""
"","Beanie Wells","2012","RB","ARI","2009","$700,000","$400,000","$3,017,500","0.025","$2,055,000","$1,920,000","5","$9,600,000","$8,142,500","2014","2009","20","24",""
"","Jeremy Mincey","2012","DE","JAC","2006","$1,000,000","$2,000,000","$3,000,000","0.025","$9,000,000","$5,000,000","4","$20,000,000","$21,146,400","2016","2012","28","29",""
"","Antoine Winfield","2012","CB","MIN","1999","$3,000,000","$0","$3,000,000","0.025","$3,000,000","$6,720,000","5","$33,600,000","$56,374,000","2014","2009","31","35",""
"","Kevin Walter","2012","WR","HOU","2003","$2,000,000","$1,000,000","$3,000,000","0.025","$2,000,000","$4,300,000","5","$21,500,000","$20,228,788","2015","2010","28","31",""
"","Shaun Cody","2012","DT","HOU","2005","$2,000,000","$750,000","$3,000,000","0.025","$0","$2,875,000","2","$5,750,000","$0","2013","2011","27","29",""
"","Nick Hardwick","2012","C","SD","2004","$1,250,000","$1,750,000","$3,000,000","0.025","$6,500,000","$4,416,667","3","$13,250,000","$25,120,000","2015","2012","30","31",""
"","Eddie Royal","2012","WR","SD","2008","$1,500,000","$1,500,000","$3,000,000","0.025","$6,000,000","$4,500,000","3","$13,500,000","$10,943,938","2015","2012","25","26",""
"","Kendall Langford","2012","DE","STL","2008","$2,000,000","$1,000,000","$3,000,000","0.025","$6,000,000","$5,500,000","4","$22,000,000","$9,495,565","2016","2012","25","26",""
"","BenJarvus Green-Ellis","2012","RB","CIN","-99","$800,000","$500,000","$3,000,000","0.025","$4,000,000","$3,000,000","3","$9,000,000","$7,006,840","2015","2012","26","27",""
"","DeSean Jackson","2012","WR","PHI","2008","$750,000","$2,000,000","$3,000,000","0.025","$11,000,000","$9,400,000","5","$47,000,000","$14,504,335","2017","2012","25","26",""
"","Stephen Gostkowski","2012","K","NE","2006","$2,100,000","$800,000","$3,000,000","0.025","$2,200,000","$3,151,800","5","$15,759,000","$10,180,000","2015","2010","25","28",""
"","Ronde Barber","2012","S","TB","1997","$3,000,000","$0","$3,000,000","0.025","$3,000,000","$3,000,000","1","$3,000,000","$46,125,000","2013","2012","36","37",""
"","Michael Koenen","2012","P","TB","-99","$3,000,000","$0","$3,000,000","0.025","$3,000,000","$3,250,000","6","$19,500,000","$14,149,500","2017","2011","28","30",""
"","Kenny Phillips","2012","FS","NYG","2008","$2,080,000","$506,000","$2,961,250","0.025","$2,080,000","$2,230,000","5","$11,150,000","$18,528,000","2013","2008","21","26",""
"","Morris Claiborne","2012","CB","DAL","2012","$390,000","$2,567,182","$2,957,182","0.025","$10,658,728","$4,066,126","4","$16,264,502","$10,658,728","2016","2012","21","22",""
"","Asante Samuel","2012","CB","ATL","2003","$1,250,000","$0","$2,937,500","0.024","$4,437,500","$4,900,000","3","$14,700,000","$52,216,600","2015","2012","30","31",""
"","Tyson Alualu","2012","DE","JAC","2010","$1,212,500","$295,000","$2,905,000","0.024","$1,362,500","$4,379,800","5","$21,899,000","$11,812,500","2015","2010","22","25",""
"","Dan Carpenter","2012","K","MIA","-99","$2,525,000","$312,500","$2,862,500","0.024","$2,550,000","$2,000,000","4","$8,000,000","$5,987,500","2014","2010","24","27",""
"","Jake Locker","2012","QB","TEN","2011","$947,091","$1,913,364","$2,860,455","0.024","$947,091","$3,146,501","4","$12,586,002","$8,975,547","2015","2011","22","24",""
"","Nate Burleson","2012","WR","DET","2003","$825,000","$700,000","$2,856,645","0.024","$0","$5,000,000","5","$25,000,000","$0","2015","2010","28","31",""
"","Willie Colon","2012","G","PIT","2006","$700,000","$1,200,000","$2,850,000","0.024","$4,500,000","$5,800,000","5","$29,000,000","$18,082,500","2016","2011","27","29",""
"","Tyron Smith","2012","LT","DAL","2011","$943,004","$1,897,018","$2,840,022","0.024","$943,004","$3,124,025","4","$12,496,098","$8,906,076","2016","2011","20","22",""
"","Kyle Wilson","2012","CB","NYJ","2010","$567,000","$222,400","$2,834,400","0.024","$1,737,000","$1,981,000","5","$9,905,000","$7,787,000","2015","2010","22","25",""
"","Robbie Gould","2012","K","CHI","-99","$2,325,000","$0","$2,825,000","0.023","$2,825,000","$2,583,333","6","$15,500,000","$13,221,982","0","2008","25","30",""
"","Ron Bartell","2012","CB","OAK","2005","$612,500","$-108,088","$2,804,412","0.023","$0","$2,912,500","1","$2,912,500","$0","2013","2012","29","30",""
"","Charles Godfrey","2012","SS","CAR","2008","$700,000","$1,000,000","$2,800,000","0.023","$5,800,000","$5,500,000","5","$27,500,000","$13,404,200","2017","2011","25","27",""
"","Jamaal Anderson","2012","DE","CIN","2007","$1,600,000","$0","$2,800,000","0.023","$2,800,000","$2,750,000","2","$5,500,000","$23,560,000","2014","2012","25","26",""
"","Peyton Hillis","2012","RB","KC","2008","$1,400,000","$0","$2,800,000","0.023","$2,800,000","$2,800,000","1","$2,800,000","$4,554,800","2013","2012","25","26",""
"","Earl Bennett","2012","WR","CHI","2008","$1,000,000","$1,200,000","$2,800,000","0.023","$1,600,000","$3,750,000","4","$15,000,000","$10,770,837","2016","2011","23","25",""
"","Richard Marshall","2012","CB","MIA","2006","$1,562,500","$1,166,667","$2,779,167","0.023","$5,112,500","$5,333,333","3","$16,000,000","$13,239,256","2015","2012","27","28",""
"","LeSean McCoy","2012","RB","PHI","2009","$615,000","$2,042,530","$2,770,030","0.023","$9,227,500","$9,000,000","5","$45,000,000","$12,399,623","2018","2012","23","24",""
"","Orlando Scandrick","2012","CB","DAL","2008","$975,000","$600,000","$2,755,000","0.023","$6,875,000","$3,000,000","5","$15,000,000","$11,810,000","2019","2011","23","25",""
"","Brian Orakpo","2012","OLB","WAS","2009","$765,000","$700,000","$2,754,000","0.023","$1,339,000","$3,559,000","5","$17,795,000","$14,101,000","2014","2009","22","26",""
"","Ty Warren","2012","DT","DEN","2003","$1,250,000","$1,500,000","$2,750,000","0.023","$1,500,000","$1,500,000","1","$1,500,000","$31,025,000","2013","2012","30","31",""
"","Wade Smith","2012","G","HOU","2003","$2,000,000","$750,000","$2,750,000","0.023","$2,000,000","$3,000,000","4","$12,000,000","$12,547,500","2014","2010","28","31",""
"","Mike Wallace","2012","WR","PIT","2009","$2,742,000","$0","$2,742,000","0.023","$2,742,000","$2,742,000","1","$2,742,000","$4,527,550","2013","2012","25","26",""
"","Michael Bennett","2012","DE","TB","-99","$2,742,000","$0","$2,742,000","0.023","$2,742,000","$2,742,000","1","$2,742,000","$3,930,000","2013","2012","26","27",""
"","Devin Hester","2012","WR","CHI","2006","$1,646,000","$833,333","$2,729,333","0.023","$1,896,000","$5,489,006","4","$21,956,025","$18,849,499","2014","2010","27","30",""
"","Blaine Gabbert","2012","QB","JAC","2011","$920,529","$1,807,118","$2,727,647","0.023","$920,529","$3,000,412","4","$12,001,646","$8,524,001","2015","2011","21","23",""
"","Miles Austin","2012","WR","DAL","-99","$1,150,000","$0","$2,721,000","0.023","$1,150,000","$7,728,571","7","$54,100,000","$29,409,400","2017","2010","25","28",""
"","Laurent Robinson","2012","WR","JAC","2007","$1,000,000","$1,600,000","$2,700,000","0.022","$9,100,000","$6,500,000","5","$32,500,000","$11,576,400","2017","2012","26","27",""
"","Ben Grubbs","2012","G","NO","2007","$700,000","$2,000,000","$2,700,000","0.022","$10,700,000","$7,200,000","5","$36,000,000","$41,600,000","2017","2012","27","28",""
"","Dallas Clark","2012","TE","TB","2003","$2,700,000","$0","$2,700,000","0.022","$2,700,000","$2,700,000","1","$2,700,000","$41,625,000","2013","2012","32","33",""
"","Marcus Spears","2012","DE","DAL","2005","$2,000,000","$700,000","$2,700,000","0.022","$2,000,000","$3,050,000","5","$15,250,000","$17,826,000","2016","2011","27","29",""
"","Leodis McKelvin","2012","CB","BUF","2008","$1,518,750","$1,165,834","$2,684,584","0.022","$1,518,750","$3,880,000","5","$19,400,000","$9,731,670","2013","2008","22","27",""
"","Rob Gronkowski","2012","TE","NE","2010","$540,000","$2,090,000","$2,660,000","0.022","$8,570,000","$9,000,000","6","$54,000,000","$11,930,000","2021","2012","22","23",""
"","Mike Nugent","2012","K","CIN","2005","$2,654,000","$0","$2,654,000","0.022","$2,654,000","$2,654,000","1","$2,654,000","$9,401,352","2013","2012","29","30",""
"","Brian Cushing","2012","ILB","HOU","2009","$1,153,000","$0","$2,653,000","0.022","$1,153,000","$3,180,000","5","$15,900,000","$12,664,059","0","2009","21","25",""
"","Levi Brown","2012","LT","ARI","2007","$1,000,000","$1,400,000","$2,650,000","0.022","$8,250,000","$6,000,000","5","$30,000,000","$38,142,500","2017","2012","27","28",""
"","Mark Barron","2012","ILB","TB","2012","$390,000","$2,240,273","$2,630,273","0.022","$9,351,092","$3,616,250","4","$14,465,000","$9,351,092","2016","2012","22","23",""
"","LaRon Landry","2012","S","NYJ","2007","$700,000","$950,000","$2,625,000","0.022","$2,625,000","$3,500,000","1","$3,500,000","$31,908,000","2013","2012","27","28",""
"","Lardarius Webb","2012","CB","BAL","2009","$615,000","$2,000,000","$2,615,000","0.022","$10,615,000","$8,333,333","6","$50,000,000","$12,374,520","2018","2012","26","27",""
"","Matt Bryant","2012","K","ATL","-99","$2,050,000","$562,500","$2,612,500","0.022","$2,050,000","$2,675,000","4","$10,700,000","$14,760,000","2015","2011","35","37",""
"","Chad Henne","2012","QB","JAC","2008","$1,075,000","$1,500,000","$2,600,000","0.022","$4,100,000","$3,375,000","2","$6,750,000","$7,230,100","2014","2012","26","27",""
"","J.J. Watt","2012","DE","HOU","2011","$885,795","$1,668,182","$2,553,977","0.021","$885,795","$2,809,375","4","$11,237,498","$7,933,523","2016","2011","21","23",""
"","Stephen Tulloch","2012","ILB","DET","2006","$1,250,000","$1,300,000","$2,550,000","0.021","$7,500,000","$5,100,000","5","$25,500,000","$15,315,500","2017","2012","26","27",""
"","Tony Scheffler","2012","TE","DET","2006","$1,550,000","$500,000","$2,550,000","0.021","$2,050,000","$2,356,500","4","$9,426,000","$9,744,000","2014","2010","26","29",""
"","Mario Manningham","2012","WR","SF","2008","$1,200,000","$1,000,000","$2,550,000","0.021","$3,550,000","$3,687,500","2","$7,375,000","$6,717,000","2014","2012","25","26",""
"","Parys Haralson","2012","DE","SF","2006","$2,450,000","$0","$2,550,000","0.021","$100,000","$3,000,000","5","$15,000,000","$12,088,500","2014","2009","24","28",""
"","Brandon Graham","2012","DE","PHI","2010","$827,500","$0","$2,535,000","0.021","$827,500","$3,381,600","5","$16,908,000","$13,987,500","2015","2010","21","24",""
"","Erik Pears","2012","RT","BUF","-99","$1,600,000","$550,000","$2,500,000","0.021","$1,950,000","$3,100,000","3","$9,300,000","$8,364,900","2015","2011","28","30",""
"","Michael Robinson","2012","FB","SEA","2006","$1,500,000","$0","$2,500,000","0.021","$2,500,000","$2,500,000","2","$5,000,000","$7,471,500","2014","2012","28","29",""
"","Willis McGahee","2012","RB","DEN","2003","$2,000,000","$500,000","$2,500,000","0.021","$2,000,000","$2,375,000","4","$9,500,000","$32,018,000","2015","2011","29","31",""
"","Stephen Nicholas","2012","OLB","ATL","2007","$1,500,000","$1,000,000","$2,500,000","0.021","$1,500,000","$3,500,000","5","$17,500,000","$19,265,000","2016","2011","27","29",""
"","Jarret Johnson","2012","OLB","SD","2003","$1,000,000","$1,500,000","$2,500,000","0.021","$7,000,000","$4,750,000","4","$19,000,000","$29,794,999","2016","2012","30","31",""
"","Steve Smith","2012","WR","STL","2007","$1,000,000","$0","$2,500,000","0.021","$0","$2,500,000","1","$2,500,000","$0","2013","2012","26","27",""
"","Martellus Bennett","2012","TE","NYG","2008","$2,500,000","$0","$2,500,000","0.021","$2,500,000","$2,500,000","1","$2,500,000","$5,465,000","2013","2012","24","25",""
"","Wayne Hunter","2012","T","STL","2003","$2,450,000","$0","$2,500,000","0.021","$2,500,000","$3,225,000","4","$12,900,000","$9,482,305","2015","2011","29","31",""
"","Thomas Howard","2012","LB","CIN","2006","$2,400,000","$0","$2,500,000","0.021","$2,500,000","$2,500,000","2","$5,000,000","$10,574,000","2013","2011","27","29",""
"","Eric Winston","2012","RT","KC","2006","$900,000","$1,000,000","$2,500,000","0.021","$5,500,000","$5,500,000","4","$22,000,000","$26,273,000","2016","2012","28","29",""
"","Tim Jennings","2012","CB","CHI","2006","$900,000","$500,000","$2,500,000","0.021","$3,000,000","$3,800,000","2","$7,600,000","$14,747,280","2014","2012","28","29",""
"","Randy Moss","2012","WR","SF","1998","$1,750,000","$0","$2,500,000","0.021","$2,500,000","$2,500,000","1","$2,500,000","$82,488,499","2013","2012","34","35",""
"","Mike DeVito","2012","DE","NYJ","-99","$700,000","$950,000","$2,500,000","0.021","$850,000","$1,646,250","4","$6,585,000","$13,664,000","2013","2009","24","28",""
"","Joe Staley","2012","LT","SF","2007","$1,800,000","$0","$2,500,000","0.021","$2,500,000","$7,441,667","6","$44,650,000","$26,094,750","2020","2012","27","28",""
"","Scott Chandler","2012","TE","BUF","2007","$1,800,000","$625,000","$2,475,000","0.021","$3,100,000","$2,725,000","2","$5,450,000","$5,748,500","2014","2012","26","27",""
"","London Fletcher","2012","ILB","WAS","-99","$1,750,000","$700,000","$2,450,000","0.020","$5,250,000","$5,375,000","2","$10,750,000","$48,191,000","2014","2012","36","37",""
"","Jason Smith","2012","LT","NYJ","2009","$2,450,000","$0","$2,450,000","0.020","$2,450,000","$7,225,000","2","$14,450,000","$34,450,000","2014","2012","25","26",""
"","Knowshon Moreno","2012","RB","DEN","2009","$855,000","$832,000","$2,443,800","0.020","$855,000","$3,415,000","5","$17,075,000","$15,384,000","2014","2009","21","25",""
"","Greg Olsen","2012","TE","CAR","2007","$700,000","$500,000","$2,400,000","0.020","$5,500,000","$4,560,000","5","$22,800,000","$15,120,000","2016","2011","25","27",""
"","Mason Crosby","2012","K","GB","2007","$1,650,000","$600,000","$2,400,000","0.020","$1,800,000","$2,950,000","5","$14,750,000","$8,759,950","2016","2011","26","28",""
"","John Kuhn","2012","FB","GB","-99","$1,600,000","$250,000","$2,400,000","0.020","$2,150,000","$2,533,333","3","$7,600,000","$8,747,500","2014","2011","28","30",""
"","Tyvon Branch","2012","SS","OAK","2008","$1,000,000","$1,400,000","$2,400,000","0.020","$6,600,000","$6,650,000","4","$26,600,000","$8,820,825","2018","2012","25","26",""
"","Ryan Succop","2012","K","KC","2009","$2,000,000","$400,000","$2,400,000","0.020","$2,000,000","$2,750,000","5","$13,750,000","$5,245,250","2017","2011","24","26",""
"","Will Svitek","2012","LT","ATL","2005","$1,751,000","$630,000","$2,381,000","0.020","$1,751,000","$1,500,750","2","$3,001,500","$6,984,800","2013","2011","28","30",""
"","T.J. Lang","2012","G","GB","2009","$1,260,000","$1,100,000","$2,360,000","0.020","$6,760,000","$5,200,000","4","$20,800,000","$8,492,500","2017","2012","24","25",""
"","Jeff Backus","2012","T","DET","2001","$1,600,000","$750,000","$2,350,000","0.020","$0","$2,925,000","2","$5,850,000","$0","2014","2012","34","35",""
"","Brandon Pettigrew","2012","TE","DET","2009","$1,062,500","$0","$2,336,250","0.019","$1,062,500","$2,560,000","5","$12,800,000","$10,802,250","2014","2009","23","27",""
"","Jeff King","2012","TE","ARI","2006","$1,950,000","$333,334","$2,333,334","0.019","$2,000,000","$1,850,000","3","$5,550,000","$17,014,036","2014","2011","27","29",""
"","Mike Iupati","2012","G","SF","2010","$703,500","$240,000","$2,331,000","0.019","$1,003,500","$3,022,125","5","$15,110,625","$11,880,462","2015","2010","22","25",""
"","Christian Ponder","2012","QB","MIN","2011","$836,759","$1,472,036","$2,308,795","0.019","$836,759","$2,539,675","4","$10,158,698","$7,099,903","2015","2011","22","24",""
"","Dustin Colquitt","2012","P","KC","2005","$1,800,000","$480,000","$2,305,000","0.019","$1,825,000","$1,700,000","5","$8,500,000","$9,960,000","2013","2008","25","30",""
"","Ryan Tannehill","2012","QB","MIA","2012","$390,000","$1,913,364","$2,303,364","0.019","$8,043,456","$3,167,211","4","$12,668,843","$8,043,456","2017","2012","23","24",""
"","Donald Driver","2012","WR","GB","1999","$1,100,000","$0","$2,300,000","0.019","$0","$2,300,000","1","$2,300,000","$0","2013","2012","36","37",""
"","Lance Moore","2012","WR","NO","-99","$825,000","$600,000","$2,293,750","0.019","$3,700,000","$4,000,000","5","$20,000,000","$13,466,000","2016","2011","27","29",""
"","Luke Kuechly","2012","ILB","CAR","2012","$390,000","$1,897,018","$2,287,018","0.019","$7,978,072","$3,144,651","4","$12,578,602","$7,978,072","2017","2012","20","21",""
"","Jason Pierre-Paul","2012","DE","NYG","2010","$825,000","$150,000","$2,275,000","0.019","$925,000","$3,216,800","5","$16,084,000","$12,598,000","2015","2010","20","23",""
"","Antonio Brown","2012","WR","PIT","2010","$540,000","$1,724,358","$2,264,358","0.019","$9,040,000","$8,392,000","5","$41,960,000","$9,883,075","2018","2012","23","24",""
"","Jermichael Finley","2012","TE","GB","2008","$950,000","$500,000","$2,250,000","0.019","$2,750,000","$7,000,000","2","$14,000,000","$11,506,000","2014","2012","24","25",""
"","Breno Giacomini","2012","RT","SEA","2008","$1,500,000","$750,000","$2,250,000","0.019","$3,000,000","$3,250,000","2","$6,500,000","$4,884,165","2014","2012","26","27",""
"","Brandon Jackson","2012","RB","CLE","2007","$1,650,000","$500,000","$2,250,000","0.019","$1,750,000","$2,250,000","2","$4,500,000","$7,305,000","2013","2011","25","27",""
"","Malcom Floyd","2012","WR","SD","-99","$2,000,000","$250,000","$2,250,000","0.019","$3,000,000","$3,850,000","3","$11,550,000","$11,531,681","2016","2012","30","31",""
"","Shaun Hill","2012","QB","DET","-99","$1,750,000","$500,000","$2,250,000","0.019","$2,750,000","$2,750,000","2","$5,500,000","$14,779,225","2014","2012","31","32",""
"","Nick Fairley","2012","DT","DET","2011","$824,500","$1,423,000","$2,247,500","0.019","$824,500","$2,472,250","4","$9,889,000","$6,891,500","2015","2011","22","24",""
"","Kenyon Coleman","2012","DE","DAL","2002","$1,900,000","$345,000","$2,245,000","0.019","$0","$1,750,000","2","$3,500,000","$0","2013","2011","31","33",""
"","Zach Strief","2012","RT","NO","2006","$1,900,000","$250,000","$2,225,000","0.018","$1,975,000","$1,916,667","3","$5,750,000","$8,154,930","2014","2011","27","29",""
"","Navorro Bowman","2012","ILB","SF","2010","$540,000","$1,675,562","$2,215,562","0.018","$8,040,000","$9,050,000","5","$45,250,000","$9,512,248","2019","2012","23","24",""
"","Jason Avant","2012","WR","PHI","2006","$1,500,000","$710,000","$2,210,000","0.018","$0","$2,950,000","5","$14,750,000","$0","2015","2010","26","29",""
"","Ron Edwards","2012","DT","CAR","2001","$1,125,000","$833,333","$2,208,333","0.018","$1,375,000","$2,750,000","3","$8,250,000","$5,375,000","2014","2011","31","33",""
"","Cedric Griffin","2012","CB","WAS","2006","$955,882","$750,000","$2,205,882","0.018","$2,205,882","$2,500,000","1","$2,500,000","$13,840,882","2013","2012","29","30",""
"","Sam Koch","2012","P","BAL","2006","$1,600,000","$600,000","$2,200,000","0.018","$1,600,000","$2,500,000","5","$12,500,000","$10,338,490","2016","2011","28","30",""
"","Stephon Gilmore","2012","CB","BUF","2012","$390,000","$1,807,120","$2,197,120","0.018","$7,618,480","$3,021,038","4","$12,084,150","$7,618,480","2017","2012","21","22",""
"","Cameron Wake","2012","DE","MIA","-99","$615,000","$1,525,000","$2,190,000","0.018","$7,665,000","$6,640,000","5","$33,200,000","$9,695,000","2017","2012","29","30",""
"","Larry English","2012","OLB","SD","2009","$1,007,500","$300,000","$2,172,500","0.018","$1,007,500","$2,710,000","5","$13,550,000","$13,625,000","2015","2009","22","26",""
"","Maurkice Pouncey","2012","C","PIT","2010","$666,125","$0","$2,166,750","0.018","$766,125","$2,961,450","5","$14,807,250","$11,886,125","2015","2010","20","23",""
"","Ben Obomanu","2012","WR","SEA","2006","$2,000,000","$166,667","$2,166,667","0.018","$2,000,000","$2,300,000","3","$6,900,000","$5,600,900","2014","2011","27","29",""
"","Sione Pouha","2012","DT","NYJ","2005","$900,000","$1,166,667","$2,166,667","0.018","$0","$5,000,000","3","$15,000,000","$0","2015","2012","32","33",""
"","Antoine Cason","2012","CB","SD","2008","$1,240,000","$426,000","$2,156,000","0.018","$1,240,000","$1,556,000","5","$7,780,000","$9,020,000","2013","2008","21","26",""
"","Aqib Talib","2012","CB","NE","2008","$1,852,500","$300,000","$2,152,500","0.018","$1,852,500","$2,800,000","5","$14,000,000","$10,916,617","2013","2008","21","26",""
"","Dan Connor","2012","ILB","DAL","2008","$800,000","$1,350,000","$2,150,000","0.018","$3,500,000","$3,250,000","2","$6,500,000","$5,993,384","2014","2012","26","27",""
"","Kyle Arrington","2012","CB","NE","-99","$1,850,000","$200,000","$2,150,000","0.018","$1,950,000","$937,500","2","$1,875,000","$3,812,517","2013","2011","24","26",""
"","Kellen Davis","2012","TE","CHI","2008","$700,000","$1,350,000","$2,150,000","0.018","$3,500,000","$3,000,000","2","$6,000,000","$5,372,594","2014","2012","26","27",""
"","Robert Ayers","2012","DE","DEN","2009","$965,000","$0","$2,146,250","0.018","$965,000","$2,600,000","5","$13,000,000","$11,940,000","2014","2009","23","27",""
"","Robert Quinn","2012","OLB","STL","2011","$803,941","$1,340,646","$2,144,587","0.018","$803,941","$2,359,013","4","$9,436,053","$6,541,526","2016","2011","20","22",""
"","Kroy Biermann","2012","OLB","ATL","2008","$1,100,000","$1,033,333","$2,133,333","0.018","$4,200,000","$3,050,000","3","$9,150,000","$6,724,750","2015","2012","26","27",""
"","Mike Pouncey","2012","C","MIA","2011","$795,895","$1,308,581","$2,104,476","0.018","$795,895","$2,314,924","4","$9,259,695","$6,405,220","2016","2011","21","23",""
"","Jason Hatcher","2012","DE","DAL","2006","$1,500,000","$600,000","$2,100,000","0.017","$1,500,000","$2,000,000","3","$6,000,000","$15,973,000","2014","2011","28","30",""
"","Thomas Davis","2012","OLB","CAR","2005","$700,000","$1,400,000","$2,100,000","0.017","$700,000","$7,300,000","5","$36,500,000","$24,463,000","2016","2011","27","29",""
"","Manny Lawson","2012","OLB","CIN","2006","$2,100,000","$0","$2,100,000","0.017","$2,100,000","$2,100,000","1","$2,100,000","$14,277,500","2013","2012","27","28",""
"","Tim Tebow","2012","QB","NYJ","2010","$1,100,000","$1,000,000","$2,100,000","0.017","$1,100,000","$2,250,000","5","$11,250,000","$9,687,500","2015","2010","22","25",""
"","Derrick Morgan","2012","OLB","TEN","2010","$725,000","$166,668","$2,086,668","0.017","$725,000","$3,079,002","5","$15,395,010","$12,130,010","2015","2010","23","26",""
"","Dominique Rodgers-Cromartie","2012","CB","PHI","2008","$1,963,750","$0","$2,063,750","0.017","$2,063,750","$2,505,750","5","$12,528,750","$13,313,750","2013","2008","21","26",""
"","Patrick Robinson","2012","CB","NO","2010","$540,000","$442,000","$2,061,833","0.017","$1,881,999","$1,881,900","5","$9,409,500","$7,666,999","2015","2010","22","25",""
"","Dontari Poe","2012","DT","KC","2012","$390,000","$1,668,182","$2,058,182","0.017","$7,062,730","$2,830,002","4","$11,320,006","$7,062,730","2017","2012","21","22",""
"","Eric Smith","2012","S","NYJ","2006","$1,200,000","$0","$2,050,000","0.017","$0","$2,500,000","3","$7,500,000","$0","2014","2011","27","29",""
"","Percy Harvin","2012","WR","MIN","2009","$915,000","$196,300","$2,043,800","0.017","$942,500","$2,410,000","5","$12,050,000","$9,847,500","2014","2009","20","24",""
"","Michael Oher","2012","RT","BAL","2009","$865,000","$0","$2,035,000","0.017","$865,000","$2,699,000","5","$13,495,000","$9,710,000","2014","2009","22","26",""
"","Sean Weatherspoon","2012","ILB","ATL","2010","$726,250","$100,000","$2,027,500","0.017","$726,250","$2,796,500","5","$13,982,500","$11,606,250","2015","2010","22","25",""
"","Thomas Morstead","2012","P","NO","2009","$1,275,000","$741,250","$2,016,250","0.017","$4,775,000","$3,647,500","6","$21,885,000","$6,125,000","2019","2012","25","26",""
"","Jermaine Gresham","2012","TE","CIN","2010","$690,250","$0","$2,011,500","0.017","$790,250","$2,819,000","5","$14,095,000","$7,371,250","2015","2010","21","24",""
"","Craig Stevens","2012","TE","TEN","2008","$1,000,000","$1,000,000","$2,000,000","0.017","$5,000,000","$3,600,000","4","$14,400,000","$14,894,000","2016","2012","27","28",""
"","Khalif Barnes","2012","LT","OAK","2005","$825,000","$675,000","$2,000,000","0.017","$2,000,000","$2,000,000","1","$2,000,000","$9,415,428","2013","2012","29","30",""
"","Frostee Rucker","2012","DT","CLE","2006","$1,000,000","$1,000,000","$2,000,000","0.017","$6,000,000","$4,100,000","5","$20,500,000","$11,265,444","2017","2012","28","29",""
"","Mike Adams","2012","SS","DEN","-99","$2,000,000","$0","$2,000,000","0.017","$2,000,000","$2,000,000","2","$4,000,000","$9,334,885","2014","2012","30","31",""
"","Thomas DeCoud","2012","S","ATL","2008","$1,400,000","$600,000","$2,000,000","0.017","$4,400,000","$3,500,000","5","$17,500,000","$7,347,980","2017","2012","25","26",""
"","Adam Snyder","2012","G","ARI","2005","$900,000","$1,000,000","$2,000,000","0.017","$6,000,000","$3,500,000","5","$17,500,000","$17,820,500","2017","2012","29","30",""
