,Player,Year,Pos,Cat_POS,Team,BaseSalary,SigningBonus,Cap Hit,Salary%,Conf,Division,Wins,Losses,Ties,Win %,Div_Rank,Scored,Allowed,Net,SOV,SOS,Playoff,Won Superbowl
20088,Andrew Whitworth,2021,LT,Offense,LAR/STL,"$4,000,000","$1,666,666","$5,666,666",0.03,NFC,NFC West,12,5,0,0.705882,1,460,372,88,0.409314,0.482699,Yes,Yes
20089,Brian O'Neill,2021,RT,Offense,MIN,"$1,000,000","$4,321,207","$5,636,430",0.03,NFC,NFC North,8,9,0,0.470588,2,425,426,-1,0.433824,0.50692,No,No
20090,Jonnu Smith,2021,TE,Offense,NE,"$1,000,000","$3,750,000","$5,632,345",0.027,AFC,AFC East,10,7,0,0.588235,2,462,303,159,0.394118,0.480969,Yes,No
20091,Ja'Marr Chase,2021,WR,Offense,CIN,"$660,000","$4,943,571","$5,603,571",0.029,AFC,AFC North,10,7,0,0.588235,1,460,376,84,0.461765,0.472318,No,No
20092,Andrus Peat,2021,G,Offense,NO,"$1,000,000","$2,600,000","$5,600,000",0.03,NFC,NFC South,9,8,0,0.529412,2,364,335,29,0.51634,0.512111,No,No
20093,Brandin Cooks,2021,WR,Offense,HOU,"$2,500,000",$0,"$5,588,236",0.029,AFC,AFC South,4,13,0,0.235294,3,280,452,-172,0.397059,0.49827,No,No
20094,T.J. Hockenson,2021,TE,Offense,DET,"$850,000","$3,108,859","$5,580,789",0.028,NFC,NFC North,3,13,1,0.205882,4,325,467,-142,0.627451,0.527682,No,No
20095,Jason Kelce,2021,C,Offense,PHI,"$1,075,000","$3,099,000","$5,574,000",0.027,NFC,NFC East,9,8,0,0.529412,2,444,385,59,0.349673,0.468858,Yes,No
20096,Vita Vea,2021,DT,Defense,TB,"$2,501,487","$3,044,745","$5,546,232",0.031,NFC,NFC South,13,4,0,0.764706,1,511,353,158,0.443439,0.467128,Yes,No
20097,William Gholston,2021,DE,Defense,TB,"$5,500,000",$0,"$5,500,000",0.03,NFC,NFC South,13,4,0,0.764706,1,511,353,158,0.443439,0.467128,Yes,No
20098,Jarrad Davis,2021,ILB,Defense,NYJ,"$3,000,000","$2,500,000","$5,500,000",0.026,AFC,AFC East,4,13,0,0.235294,4,310,504,-194,0.426471,0.512111,No,No
20099,Leonard Floyd,2021,OLB,Defense,LAR/STL,"$2,000,000","$3,500,000","$5,500,000",0.029,NFC,NFC West,12,5,0,0.705882,1,460,372,88,0.409314,0.482699,Yes,Yes
20100,Vonn Bell,2021,FS,Defense,CIN,"$4,100,000","$1,000,000","$5,488,235",0.028,AFC,AFC North,10,7,0,0.588235,1,460,376,84,0.461765,0.472318,No,No
20101,Jarran Reed,2021,DT,Defense,KC,"$1,000,000","$4,000,000","$5,470,588",0.029,AFC,AFC West,12,5,0,0.705882,1,480,364,116,0.517157,0.538062,Yes,No
20102,Keelan Cole,2021,WR,Offense,NYJ,"$2,000,000","$3,000,000","$5,470,588",0.026,AFC,AFC East,4,13,0,0.235294,4,310,504,-194,0.426471,0.512111,No,No
20103,George Kittle,2021,TE,Offense,SF,"$1,250,000","$3,600,000","$5,450,000",0.028,NFC,NFC West,10,7,0,0.588235,3,427,365,62,0.438235,0.5,Yes,No
20104,Adrian Phillips,2021,FS,Defense,NE,"$2,250,000","$1,937,500","$5,408,088",0.026,AFC,AFC East,10,7,0,0.588235,2,462,303,159,0.394118,0.480969,Yes,No
20105,Brandon Shell,2021,RT,Offense,SEA,"$3,075,000","$2,000,000","$5,375,000",0.029,NFC,NFC West,7,10,0,0.411765,4,395,366,29,0.42437,0.519031,No,No
20106,Derrick Brown,2021,DT,Defense,CAR,"$1,683,700","$3,684,801","$5,368,501",0.029,NFC,NFC South,5,12,0,0.294118,4,304,404,-100,0.411765,0.508651,No,No
20107,Ed Oliver,2021,DT,Defense,BUF,"$2,283,650","$3,082,301","$5,365,951",0.029,AFC,AFC East,11,6,0,0.647059,1,483,289,194,0.427807,0.472318,Yes,No
20108,Mike Hilton,2021,CB,Defense,CIN,"$2,000,000","$1,000,000","$5,352,941",0.027,AFC,AFC North,10,7,0,0.588235,1,460,376,84,0.461765,0.472318,No,No
20109,Jimmy Graham,2021,TE,Offense,CHI,"$1,075,000","$3,000,000","$5,340,000",0.028,NFC,NFC North,6,11,0,0.352941,3,311,407,-96,0.372549,0.524221,No,No
20110,David Onyemata,2021,DT,Defense,NO,"$660,000",$0,"$5,330,000",0.029,NFC,NFC South,9,8,0,0.529412,2,364,335,29,0.51634,0.512111,No,No
20111,Tyrod Taylor,2021,QB,Offense,HOU,"$2,500,000","$2,500,000","$5,323,529",0.027,AFC,AFC South,4,13,0,0.235294,3,280,452,-172,0.397059,0.49827,No,No
20112,Cooper Kupp,2021,WR,Offense,LAR/STL,"$1,500,000","$1,500,000","$5,300,000",0.028,NFC,NFC West,12,5,0,0.705882,1,460,372,88,0.409314,0.482699,Yes,Yes
20113,Ryan Ramczyk,2021,RT,Offense,NO,"$1,473,216","$3,800,000","$5,273,216",0.028,NFC,NFC South,9,8,0,0.529412,2,364,335,29,0.51634,0.512111,No,No
20114,Jason Verrett,2021,CB,Defense,SF,"$2,500,000","$2,000,000","$5,264,699",0.027,NFC,NFC West,10,7,0,0.588235,3,427,365,62,0.438235,0.5,Yes,No
20115,Rob Havenstein,2021,RT,Offense,LAR/STL,"$2,910,000","$800,000","$5,258,000",0.028,NFC,NFC West,12,5,0,0.705882,1,460,372,88,0.409314,0.482699,Yes,Yes
20116,Jordan Poyer,2021,SS,Defense,BUF,"$1,075,000","$1,000,000","$5,251,471",0.028,AFC,AFC East,11,6,0,0.647059,1,483,289,194,0.427807,0.472318,Yes,No
20117,A'Shawn Robinson,2021,DT,Defense,LAR/STL,"$2,500,000","$1,500,000","$5,250,000",0.028,NFC,NFC West,12,5,0,0.705882,1,460,372,88,0.409314,0.482699,Yes,Yes
20118,Xavier Rhodes,2021,CB,Defense,IND,"$3,750,000",$0,"$5,210,000",0.027,AFC,AFC South,9,8,0,0.529412,2,451,365,86,0.431373,0.49481,No,No
20119,Cody Whitehair,2021,C,Offense,CHI,"$1,000,000","$1,200,000","$5,200,000",0.027,NFC,NFC North,6,11,0,0.352941,3,311,407,-96,0.372549,0.524221,No,No
20120,Albert Wilson,2021,WR,Offense,MIA,"$2,125,000","$1,333,334","$5,183,334",0.026,AFC,AFC East,9,8,0,0.529412,3,341,373,-32,0.379085,0.463668,No,No
20121,Devin Bush,2021,ILB,Defense,PIT,"$2,210,615","$2,936,230","$5,146,845",0.028,AFC,AFC North,9,7,1,0.558824,2,343,398,-55,0.490196,0.520761,Yes,No
20122,Dalvin Cook,2021,RB,Offense,MIN,"$1,500,000","$3,101,272","$5,113,026",0.027,NFC,NFC North,8,9,0,0.470588,2,425,426,-1,0.433824,0.50692,No,No
20123,Bud Dupree,2021,OLB,Defense,TEN,"$1,750,000","$3,200,000","$5,111,755",0.027,AFC,AFC South,12,5,0,0.705882,1,419,354,65,0.480392,0.472318,Yes,No
20124,Eddie Jackson,2021,FS,Defense,CHI,"$1,000,000","$2,400,000","$5,090,000",0.027,NFC,NFC North,6,11,0,0.352941,3,311,407,-96,0.372549,0.524221,No,No
20125,Jimmie Ward,2021,FS,Defense,SF,"$1,075,000","$2,000,000","$5,051,765",0.026,NFC,NFC West,10,7,0,0.588235,3,427,365,62,0.438235,0.5,Yes,No
20126,Malcolm Jenkins,2021,FS,Defense,NO,"$1,100,000","$2,250,000","$5,050,000",0.027,NFC,NFC South,9,8,0,0.529412,2,364,335,29,0.51634,0.512111,No,No
20127,Sterling Shepard,2021,WR,Offense,NYG,"$990,000","$2,000,000","$5,010,000",0.027,NFC,NFC East,4,13,0,0.235294,4,258,416,-158,0.485294,0.536332,No,No
20128,Michael Pierce,2021,DT,Defense,MIN,"$3,000,000","$2,000,000","$5,000,000",0.027,NFC,NFC North,8,9,0,0.470588,2,425,426,-1,0.433824,0.50692,No,No
20129,Alvin Kamara,2021,RB,Offense,NO,"$2,000,000","$3,000,000","$5,000,000",0.027,NFC,NFC South,9,8,0,0.529412,2,364,335,29,0.51634,0.512111,No,No
20130,Andy Dalton,2021,QB,Offense,CHI,"$2,500,000","$2,500,000","$5,000,000",0.026,NFC,NFC North,6,11,0,0.352941,3,311,407,-96,0.372549,0.524221,No,No
20131,Matt Feiler,2021,RT,Offense,LAC/SD,"$3,000,000","$2,000,000","$5,000,000",0.026,AFC,AFC West,9,8,0,0.529412,3,474,459,15,0.5,0.510381,No,No
20132,Shaquil Barrett,2021,OLB,Defense,TB,"$1,250,000","$3,750,000","$5,000,000",0.028,NFC,NFC South,13,4,0,0.764706,1,511,353,158,0.443439,0.467128,Yes,No
20133,Jacoby Brissett,2021,QB,Offense,MIA,"$2,500,000","$2,500,000","$5,000,000",0.025,AFC,AFC East,9,8,0,0.529412,3,341,373,-32,0.379085,0.463668,No,No
20134,Garett Bolles,2021,LT,Offense,DEN,"$1,000,000","$4,000,000","$5,000,000",0.025,AFC,AFC West,7,10,0,0.411765,4,335,322,13,0.357143,0.484429,No,No
20135,Yannick Ngakoue,2021,DE,Defense,LV/OAK,"$1,000,000",$0,"$5,000,000",0.026,AFC,AFC West,10,7,0,0.588235,2,374,439,-65,0.514706,0.510381,Yes,No
20136,Sammy Watkins,2021,WR,Offense,BAL,"$1,250,000","$3,750,000","$5,000,000",0.027,AFC,AFC North,8,9,0,0.470588,4,387,392,-5,0.459559,0.531142,No,No
20137,Jamal Adams,2021,SS,Defense,SEA,"$1,000,000","$4,000,000","$5,000,000",0.027,NFC,NFC West,7,10,0,0.411765,4,395,366,29,0.42437,0.519031,No,No
20138,Kareem Jackson,2021,SS,Defense,DEN,"$4,750,000",$0,"$4,985,294",0.025,AFC,AFC West,7,10,0,0.411765,4,335,322,13,0.357143,0.484429,No,No
20139,Wes Schweitzer,2021,G,Offense,WAS,"$3,490,000","$1,000,000","$4,970,000",0.025,NFC,NFC East,7,10,0,0.411765,3,335,434,-99,0.420168,0.529412,No,No
20140,Chris Hubbard,2021,RT,Offense,CLE,"$3,500,000","$800,000","$4,961,755",0.023,AFC,AFC North,8,9,0,0.470588,3,349,371,-22,0.415441,0.513841,No,No
20141,Jaylen Waddle,2021,WR,Offense,MIA,"$660,000","$4,264,726","$4,924,726",0.025,AFC,AFC East,9,8,0,0.529412,3,341,373,-32,0.379085,0.463668,No,No
20142,Taylor Decker,2021,LT,Offense,DET,"$1,000,000","$1,500,000","$4,900,000",0.025,NFC,NFC North,3,13,1,0.205882,4,325,467,-142,0.627451,0.527682,No,No
20143,J.J. Watt,2021,DE,Defense,ARI,"$2,500,000","$2,400,000","$4,900,000",0.026,NFC,NFC West,11,6,0,0.647059,2,449,366,83,0.491979,0.489619,Yes,No
20144,Kareem Hunt,2021,RB,Offense,CLE,"$1,300,000",$0,"$4,870,588",0.023,AFC,AFC North,8,9,0,0.470588,3,349,371,-22,0.415441,0.513841,No,No
20145,Billy Turner,2021,RT,Offense,GB,"$1,075,000","$2,250,000","$4,846,250",0.026,NFC,NFC North,13,4,0,0.764706,1,450,371,79,0.479638,0.479239,Yes,No
20146,Juston Burris,2021,SS,Defense,CAR,"$2,779,000","$1,050,000","$4,827,125",0.026,NFC,NFC South,5,12,0,0.294118,4,304,404,-100,0.411765,0.508651,No,No
20147,Danny Trevathan,2021,ILB,Defense,CHI,"$3,000,000","$800,000","$4,813,235",0.025,NFC,NFC North,6,11,0,0.352941,3,311,407,-96,0.372549,0.524221,No,No
20148,Jonah Williams,2021,LT,Offense,CIN,"$2,097,742","$2,710,485","$4,808,227",0.025,AFC,AFC North,10,7,0,0.588235,1,460,376,84,0.461765,0.472318,No,No
20149,Nick Chubb,2021,RB,Offense,CLE,"$920,000","$3,862,381","$4,782,381",0.023,AFC,AFC North,8,9,0,0.470588,3,349,371,-22,0.415441,0.513841,No,No
20150,David Johnson,2021,RB,Offense,HOU,"$1,250,000","$3,000,000","$4,779,411",0.025,AFC,AFC South,4,13,0,0.235294,3,280,452,-172,0.397059,0.49827,No,No
20151,Sam Darnold,2021,QB,Offense,CAR,"$920,000",$0,"$4,774,685",0.026,NFC,NFC South,5,12,0,0.294118,4,304,404,-100,0.411765,0.508651,No,No
20152,Chris Boswell,2021,K,Special Teams,PIT,"$3,085,000","$1,200,000","$4,773,333",0.026,AFC,AFC North,9,7,1,0.558824,2,343,398,-55,0.490196,0.520761,Yes,No
20153,Darious Williams,2021,CB,Defense,LAR/STL,"$4,766,000",$0,"$4,766,000",0.026,NFC,NFC West,12,5,0,0.705882,1,460,372,88,0.409314,0.482699,Yes,Yes
20154,Alejandro Villanueva,2021,RT,Offense,BAL,"$1,500,000","$3,250,000","$4,750,000",0.026,AFC,AFC North,8,9,0,0.470588,4,387,392,-5,0.459559,0.531142,No,No
20155,Riley Reiff,2021,RT,Offense,CIN,"$1,700,000","$2,750,000","$4,714,705",0.024,AFC,AFC North,10,7,0,0.588235,1,460,376,84,0.461765,0.472318,No,No
20156,Maliek Collins,2021,DT,Defense,HOU,"$2,000,000","$2,000,000","$4,705,882",0.024,AFC,AFC South,4,13,0,0.235294,3,280,452,-172,0.397059,0.49827,No,No
20157,Isaiah Simmons,2021,ILB,Defense,ARI,"$780,000","$3,147,101","$4,696,376",0.025,NFC,NFC West,11,6,0,0.647059,2,449,366,83,0.491979,0.489619,Yes,No
20158,Janoris Jenkins,2021,CB,Defense,TEN,"$1,100,000","$3,200,000","$4,682,343",0.025,AFC,AFC South,12,5,0,0.705882,1,419,354,65,0.480392,0.472318,Yes,No
20159,William Jackson,2021,CB,Defense,WAS,"$1,000,000","$3,000,000","$4,656,250",0.023,NFC,NFC East,7,10,0,0.411765,3,335,434,-99,0.420168,0.529412,No,No
20160,Emmanuel Sanders,2021,WR,Offense,BUF,"$2,800,000","$1,375,000","$4,616,176",0.025,AFC,AFC East,11,6,0,0.647059,1,483,289,194,0.427807,0.472318,Yes,No
20161,Eric Ebron,2021,TE,Offense,PIT,"$1,120,000","$2,500,000","$4,596,000",0.025,AFC,AFC North,9,7,1,0.558824,2,343,398,-55,0.490196,0.520761,Yes,No
20162,Da'Ron Payne,2021,DT,Defense,WAS,"$2,446,140","$2,141,520","$4,587,660",0.023,NFC,NFC East,7,10,0,0.411765,3,335,434,-99,0.420168,0.529412,No,No
20163,Jesse Davis,2021,RT,Offense,MIA,"$3,110,000","$1,000,000","$4,585,000",0.023,AFC,AFC East,9,8,0,0.529412,3,341,373,-32,0.379085,0.463668,No,No
20164,Kyle Rudolph,2021,TE,Offense,NYG,"$2,150,000","$2,250,000","$4,575,000",0.025,NFC,NFC East,4,13,0,0.235294,4,258,416,-158,0.485294,0.536332,No,No
20165,Blake Jarwin,2021,TE,Offense,DAL,"$3,500,000","$1,000,000","$4,544,117",0.022,NFC,NFC East,12,5,0,0.705882,1,530,358,172,0.431373,0.487889,Yes,No
20166,Chase Roullier,2021,C,Offense,WAS,"$1,670,000","$1,800,000","$4,540,000",0.023,NFC,NFC East,7,10,0,0.411765,3,335,434,-99,0.420168,0.529412,No,No
20167,Jalen Mills,2021,CB,Defense,NE,"$3,000,000","$625,000","$4,507,352",0.022,AFC,AFC East,10,7,0,0.588235,2,462,303,159,0.394118,0.480969,Yes,No
20168,Joe Thuney,2021,G,Offense,KC,"$990,000","$3,400,000","$4,500,000",0.024,AFC,AFC West,12,5,0,0.705882,1,480,364,116,0.517157,0.538062,Yes,No
20169,Romeo Okwara,2021,OLB,Defense,DET,"$1,000,000","$3,500,000","$4,500,000",0.023,NFC,NFC North,3,13,1,0.205882,4,325,467,-142,0.627451,0.527682,No,No
20170,Jared Cook,2021,TE,Offense,LAC/SD,"$3,500,000","$1,000,000","$4,500,000",0.024,AFC,AFC West,9,8,0,0.529412,3,474,459,15,0.5,0.510381,No,No
20171,Nicholas Morrow,2021,OLB,Defense,LV/OAK,"$2,250,000","$2,250,000","$4,500,000",0.024,AFC,AFC West,10,7,0,0.588235,2,374,439,-65,0.514706,0.510381,Yes,No
20172,Jedrick Wills,2021,LT,Offense,CLE,"$1,505,587","$2,972,348","$4,477,935",0.021,AFC,AFC North,8,9,0,0.470588,3,349,371,-22,0.415441,0.513841,No,No
20173,Kenny Golladay,2021,WR,Offense,NYG,"$1,000,000","$3,400,000","$4,473,525",0.024,NFC,NFC East,4,13,0,0.235294,4,258,416,-158,0.485294,0.536332,No,No
20174,Aaron Jones,2021,RB,Offense,GB,"$1,000,000","$3,250,000","$4,464,705",0.024,NFC,NFC North,13,4,0,0.764706,1,450,371,79,0.479638,0.479239,Yes,No
20175,Sheldon Rankins,2021,DT,Defense,NYJ,"$1,000,000","$750,000","$4,455,882",0.021,AFC,AFC East,4,13,0,0.235294,4,310,504,-194,0.426471,0.512111,No,No
20176,Teddy Bridgewater,2021,QB,Offense,DEN,"$4,250,000",$0,"$4,415,000",0.022,AFC,AFC West,7,10,0,0.411765,4,335,322,13,0.357143,0.484429,No,No
20177,Penei Sewell,2021,RT,Offense,DET,"$660,000","$3,721,649","$4,381,649",0.022,NFC,NFC North,3,13,1,0.205882,4,325,467,-142,0.627451,0.527682,No,No
20178,Kyle Van Noy,2021,ILB,Defense,NE,"$1,100,000","$2,450,000","$4,373,522",0.021,AFC,AFC East,10,7,0,0.588235,2,462,303,159,0.394118,0.480969,Yes,No
20179,Jason Myers,2021,K,Special Teams,SEA,"$3,350,000","$1,000,000","$4,350,000",0.024,NFC,NFC West,7,10,0,0.411765,4,395,366,29,0.42437,0.519031,No,No
20180,Marshon Lattimore,2021,CB,Defense,NO,"$990,000","$1,500,000","$4,340,800",0.023,NFC,NFC South,9,8,0,0.529412,2,364,335,29,0.51634,0.512111,No,No
20181,Rashan Gary,2021,OLB,Defense,GB,"$1,938,392","$2,391,784","$4,330,176",0.023,NFC,NFC North,13,4,0,0.764706,1,450,371,79,0.479638,0.479239,Yes,No
20182,Morgan Moses,2021,RT,Offense,NYJ,"$1,100,000","$2,000,000","$4,320,588",0.021,AFC,AFC East,4,13,0,0.235294,4,310,504,-194,0.426471,0.512111,No,No
20183,Jerome Baker,2021,OLB,Defense,MIA,"$920,000","$3,368,800","$4,288,800",0.022,AFC,AFC East,9,8,0,0.529412,3,341,373,-32,0.379085,0.463668,No,No
20184,Marvin Jones,2021,WR,Offense,JAX,"$1,075,000","$2,712,500","$4,287,500",0.021,AFC,AFC South,3,14,0,0.176471,4,253,457,-204,0.568627,0.512111,No,No
20185,Dan Feeney,2021,G,Offense,NYJ,"$1,500,000","$1,500,000","$4,220,588",0.02,AFC,AFC East,4,13,0,0.235294,4,310,504,-194,0.426471,0.512111,No,No
20186,Christian Wilkins,2021,DE,Defense,MIA,"$1,898,555","$2,312,109","$4,210,664",0.021,AFC,AFC East,9,8,0,0.529412,3,341,373,-32,0.379085,0.463668,No,No
20187,Ka'imi Fairbairn,2021,K,Special Teams,HOU,"$3,450,000","$750,000","$4,200,000",0.022,AFC,AFC South,4,13,0,0.235294,3,280,452,-172,0.397059,0.49827,No,No
20188,Mekhi Becton,2021,LT,Offense,NYJ,"$1,448,457","$2,743,827","$4,192,284",0.02,AFC,AFC East,4,13,0,0.235294,4,310,504,-194,0.426471,0.512111,No,No
20189,Courtland Sutton,2021,WR,Offense,DEN,"$2,183,000","$1,963,987","$4,146,987",0.021,AFC,AFC West,7,10,0,0.411765,4,335,322,13,0.357143,0.484429,No,No
20190,Logan Thomas,2021,TE,Offense,WAS,"$1,100,000","$2,875,000","$4,145,000",0.021,NFC,NFC East,7,10,0,0.411765,3,335,434,-99,0.420168,0.529412,No,No
20191,Tim Patrick,2021,WR,Offense,DEN,"$3,384,000","$750,000","$4,134,000",0.021,AFC,AFC West,7,10,0,0.411765,4,335,322,13,0.357143,0.484429,No,No
20192,Denzelle Good,2021,G,Offense,LV/OAK,"$1,690,000",$0,"$4,120,000",0.022,AFC,AFC West,10,7,0,0.588235,2,374,439,-65,0.514706,0.510381,Yes,No
20193,Julio Jones,2021,WR,Offense,TEN,"$1,300,000",$0,"$4,100,000",0.022,AFC,AFC South,12,5,0,0.705882,1,419,354,65,0.480392,0.472318,Yes,No
20194,Gabe Jackson,2021,G,Offense,SEA,"$1,075,000","$3,000,000","$4,075,000",0.022,NFC,NFC West,7,10,0,0.411765,4,395,366,29,0.42437,0.519031,No,No
20195,Frank Ragnow,2021,C,Offense,DET,"$1,209,111","$2,861,843","$4,070,954",0.021,NFC,NFC North,3,13,1,0.205882,4,325,467,-142,0.627451,0.527682,No,No
20196,Kevin Zeitler,2021,G,Offense,BAL,"$1,075,000","$2,975,000","$4,050,000",0.022,AFC,AFC North,8,9,0,0.470588,4,387,392,-5,0.459559,0.531142,No,No
20197,DaQuan Jones,2021,DT,Defense,CAR,"$2,050,000","$2,000,000","$4,050,000",0.022,NFC,NFC South,5,12,0,0.294118,4,304,404,-100,0.411765,0.508651,No,No
20198,Logan Ryan,2021,CB,Defense,NYG,"$1,075,000","$1,500,000","$4,050,000",0.022,NFC,NFC East,4,13,0,0.235294,4,258,416,-158,0.485294,0.536332,No,No
20199,Davon Godchaux,2021,DT,Defense,NE,"$1,000,000","$2,750,000","$4,044,115",0.02,AFC,AFC East,10,7,0,0.588235,2,462,303,159,0.394118,0.480969,Yes,No
20200,Tremaine Edmunds,2021,ILB,Defense,BUF,"$2,206,301","$1,821,736","$4,028,037",0.021,AFC,AFC East,11,6,0,0.647059,1,483,289,194,0.427807,0.472318,Yes,No
20201,Chris Lindstrom,2021,G,Offense,ATL,"$1,832,160","$2,179,319","$4,011,479",0.022,NFC,NFC South,7,10,0,0.411765,3,313,459,-146,0.315126,0.472318,No,No
20202,Ronald Darby,2021,CB,Defense,DEN,"$1,000,000","$3,000,000","$4,000,000",0.02,AFC,AFC West,7,10,0,0.411765,4,335,322,13,0.357143,0.484429,No,No
20203,Shelby Harris,2021,DT,Defense,DEN,"$1,000,000","$3,000,000","$4,000,000",0.02,AFC,AFC West,7,10,0,0.411765,4,335,322,13,0.357143,0.484429,No,No
20204,Taylor Moton,2021,RT,Offense,CAR,"$1,000,000","$3,000,000","$4,000,000",0.021,NFC,NFC South,5,12,0,0.294118,4,304,404,-100,0.411765,0.508651,No,No
20205,Gerald Everett,2021,TE,Offense,SEA,"$2,000,000","$2,000,000","$4,000,000",0.022,NFC,NFC West,7,10,0,0.411765,4,395,366,29,0.42437,0.519031,No,No
20206,Patrick Ricard,2021,FB,Offense,BAL,"$2,000,000","$333,334","$3,983,334",0.022,AFC,AFC North,8,9,0,0.470588,4,387,392,-5,0.459559,0.531142,No,No
20207,Derwin James,2021,S,Defense,LAC/SD,"$2,169,403","$1,772,539","$3,941,942",0.021,AFC,AFC West,9,8,0,0.529412,3,474,459,15,0.5,0.510381,No,No
20208,Rayshawn Jenkins,2021,S,Defense,JAX,"$1,000,000","$2,000,000","$3,941,176",0.019,AFC,AFC South,3,14,0,0.176471,4,253,457,-204,0.568627,0.512111,No,No
20209,Harrison Butker,2021,K,Special Teams,KC,"$3,090,000","$700,000","$3,934,118",0.021,AFC,AFC West,12,5,0,0.705882,1,480,364,116,0.517157,0.538062,Yes,No
20210,Roy Robertson-Harris,2021,DT,Defense,JAX,"$1,000,000","$2,333,333","$3,921,568",0.019,AFC,AFC South,3,14,0,0.176471,4,253,457,-204,0.568627,0.512111,No,No
20211,Graham Gano,2021,K,Special Teams,NYG,"$1,486,111","$750,000","$3,907,407",0.021,NFC,NFC East,4,13,0,0.235294,4,258,416,-158,0.485294,0.536332,No,No
20212,Jadeveon Clowney,2021,DE,Defense,CLE,"$2,500,000","$900,000","$3,870,588",0.018,AFC,AFC North,8,9,0,0.470588,3,349,371,-22,0.415441,0.513841,No,No
20213,Jaycee Horn,2021,CB,Defense,CAR,"$660,000","$3,178,572","$3,838,572",0.021,NFC,NFC South,5,12,0,0.294118,4,304,404,-100,0.411765,0.508651,No,No
20214,Jaire Alexander,2021,CB,Defense,GB,"$2,123,238","$1,711,043","$3,834,281",0.021,NFC,NFC North,13,4,0,0.764706,1,450,371,79,0.479638,0.479239,Yes,No
20215,Dean Lowry,2021,DE,Defense,GB,"$990,000","$1,500,000","$3,812,000",0.021,NFC,NFC North,13,4,0,0.764706,1,450,371,79,0.479638,0.479239,Yes,No
20216,Patrick Surtain II,2021,CB,Defense,DEN,"$660,000","$3,151,387","$3,811,387",0.019,AFC,AFC West,7,10,0,0.411765,4,335,322,13,0.357143,0.484429,No,No
20217,Curtis Samuel,2021,WR,Offense,WAS,"$1,000,000","$2,400,000","$3,775,000",0.019,NFC,NFC East,7,10,0,0.411765,3,335,434,-99,0.420168,0.529412,No,No
20218,Leighton Vander Esch,2021,OLB,Defense,DAL,"$2,095,606","$1,674,142","$3,769,748",0.018,NFC,NFC East,12,5,0,0.705882,1,530,358,172,0.431373,0.487889,Yes,No
20219,Adam Butler,2021,DT,Defense,MIA,"$2,250,000",$0,"$3,750,000",0.019,AFC,AFC East,9,8,0,0.529412,3,341,373,-32,0.379085,0.463668,No,No
20220,Samson Ebukam,2021,OLB,Defense,SF,"$1,500,000","$1,750,000","$3,720,588",0.019,NFC,NFC West,10,7,0,0.588235,3,427,365,62,0.438235,0.5,Yes,No
20221,Terrance Mitchell,2021,CB,Defense,HOU,"$2,500,000","$250,000","$3,720,588",0.019,AFC,AFC South,4,13,0,0.235294,3,280,452,-172,0.397059,0.49827,No,No
20222,Brian Burns,2021,DE,Defense,CAR,"$1,725,926","$1,966,851","$3,692,777",0.02,NFC,NFC South,5,12,0,0.294118,4,304,404,-100,0.411765,0.508651,No,No
20223,Deatrich Wise,2021,DE,Defense,NE,"$1,000,000","$1,250,000","$3,691,176",0.018,AFC,AFC East,10,7,0,0.588235,2,462,303,159,0.394118,0.480969,Yes,No
20224,Tristan Wirfs,2021,RT,Offense,TB,"$1,347,638","$2,340,550","$3,688,188",0.02,NFC,NFC South,13,4,0,0.764706,1,511,353,158,0.443439,0.467128,Yes,No
20225,Johnny Hekker,2021,P,Special Teams,LAR/STL,"$2,500,000","$495,000","$3,687,000",0.02,NFC,NFC West,12,5,0,0.705882,1,460,372,88,0.409314,0.482699,Yes,Yes
20226,Rashaan Evans,2021,ILB,Defense,TEN,"$2,058,708","$1,624,945","$3,683,653",0.019,AFC,AFC South,12,5,0,0.705882,1,419,354,65,0.480392,0.472318,Yes,No
20227,Takkarist McKinley,2021,DE,Defense,CLE,"$2,500,000","$1,000,000","$3,676,471",0.017,AFC,AFC North,8,9,0,0.470588,3,349,371,-22,0.415441,0.513841,No,No
20228,DeVonta Smith,2021,WR,Offense,PHI,"$660,000","$3,002,071","$3,662,071",0.018,NFC,NFC East,9,8,0,0.529412,2,444,385,59,0.349673,0.468858,Yes,No
20229,Donovan Smith,2021,LT,Offense,TB,"$1,000,000","$2,650,000","$3,650,000",0.02,NFC,NFC South,13,4,0,0.764706,1,511,353,158,0.443439,0.467128,Yes,No
20230,John Johnson,2021,SS,Defense,CLE,"$1,250,000","$2,400,000","$3,650,000",0.017,AFC,AFC North,8,9,0,0.470588,3,349,371,-22,0.415441,0.513841,No,No
20231,Isaiah Wynn,2021,LT,Offense,NE,"$2,040,260","$1,600,346","$3,640,606",0.018,AFC,AFC East,10,7,0,0.588235,2,462,303,159,0.394118,0.480969,Yes,No
20232,Fred Warner,2021,OLB,Defense,SF,"$920,000","$2,716,547","$3,636,547",0.019,NFC,NFC West,10,7,0,0.588235,3,427,365,62,0.438235,0.5,Yes,No
20233,Greg Van Roten,2021,G,Offense,NYJ,"$3,000,000",$0,"$3,632,343",0.017,AFC,AFC East,4,13,0,0.235294,4,310,504,-194,0.426471,0.512111,No,No
20234,Quandre Diggs,2021,FS,Defense,SEA,"$1,000,000",$0,"$3,625,000",0.02,NFC,NFC West,7,10,0,0.411765,4,395,366,29,0.42437,0.519031,No,No
