,Player,Age,Year,Pos,Cat_POS,Team,BaseSalary,SigningBonus,Cap Hit,Salary%,Conf,Division,Wins,Losses,Ties,Win %,Div_Rank,Scored,Allowed,Net,SOV,SOS,Playoff,Won Superbowl
12383,Jay Bromley,25,2017,DT,Defense,NYG,725000,160969,910969,0.005,NFC,NFC East,3,13,0,0.1875,4,246,388,-142,0.458333,0.53125,No,No
12384,Cyrus Jones,24,2017,CB,Defense,NE,632123,278491,910614,0.005,AFC,AFC East,13,3,0,0.8125,1,458,296,162,0.466346,0.484375,Yes,No
12385,Kevin McDermott,27,2017,LS,Special Teams,MIN,775000,100000,910000,0.005,NFC,NFC North,13,3,0,0.8125,1,382,252,130,0.447115,0.492188,Yes,No
12386,Clive Walford,26,2017,TE,Offense,LV/OAK,710646,198626,909272,0.005,AFC,AFC West,6,10,0,0.375,3,301,373,-72,0.395833,0.511719,No,No
12387,Vonn Bell,23,2017,SS,Defense,NO,630559,272236,902795,0.006,NFC,NFC South,11,5,0,0.6875,1,448,326,122,0.482955,0.535156,Yes,No
12388,James Bradberry,24,2017,CB,Defense,CAR,630038,270152,900190,0.005,NFC,NFC South,11,5,0,0.6875,2,363,327,36,0.5,0.539062,Yes,No
12389,Chase Daniel,31,2017,QB,Offense,NO,900000,0,900000,0.006,NFC,NFC South,11,5,0,0.6875,1,448,326,122,0.482955,0.535156,Yes,No
12390,Chandler Catanzaro,26,2017,K,Special Teams,NYJ,900000,0,900000,0.005,AFC,AFC East,5,11,0,0.3125,4,298,382,-84,0.4375,0.519531,No,No
12391,Sam Young,30,2017,LT,Offense,MIA,900000,0,900000,0.005,AFC,AFC East,6,10,0,0.375,3,281,393,-112,0.53125,0.542969,No,No
12392,DeShone Kizer,21,2017,QB,Offense,CLE,465000,434712,899712,0.004,AFC,AFC North,0,16,0,0.0,4,234,410,-176,0.0,0.519531,No,No
12393,Blaine Gabbert,28,2017,QB,Offense,ARI,775000,80000,895000,0.005,NFC,NFC West,8,8,0,0.5,3,295,361,-66,0.40625,0.488281,No,No
12394,Adam Gotsis,25,2017,DE,Defense,DEN,628996,265982,894978,0.005,AFC,AFC West,5,11,0,0.3125,4,289,382,-93,0.4125,0.492188,No,No
12395,Tre Boston,25,2017,FS,Defense,LAC/SD,700000,100000,893750,0.005,AFC,AFC West,9,7,0,0.5625,2,355,272,83,0.347222,0.457031,No,No
12396,Tyler Lockett,25,2017,WR,Offense,SEA,695000,196687,891687,0.005,NFC,NFC West,9,7,0,0.5625,2,366,332,34,0.444444,0.492188,No,No
12397,Sean Mannion,25,2017,QB,Offense,LAR/STL,730037,156449,886486,0.006,NFC,NFC West,11,5,0,0.6875,1,478,329,149,0.460227,0.503906,Yes,No
12398,Malik McDowell,21,2017,DT,Defense,SEA,85000,799625,884625,0.005,NFC,NFC West,9,7,0,0.5625,2,366,332,34,0.444444,0.492188,No,No
12399,Josh Harris,28,2017,LS,Special Teams,ATL,780000,100000,880000,0.005,NFC,NFC South,10,6,0,0.625,3,353,315,38,0.475,0.542969,Yes,No
12400,Eric Rowe,25,2017,CB,Defense,NE,878623,0,878623,0.005,AFC,AFC East,13,3,0,0.8125,1,458,296,162,0.466346,0.484375,Yes,No
12401,Hroniss Grasu,26,2017,C,Offense,CHI,687500,190480,877980,0.005,NFC,NFC North,5,11,0,0.3125,4,264,320,-56,0.5,0.558594,No,No
12402,Jalen Tabor,22,2017,CB,Defense,DET,465000,411905,876905,0.005,NFC,NFC North,9,7,0,0.5625,2,410,376,34,0.368056,0.496094,No,No
12403,Jamon Brown,24,2017,RT,Offense,LAR/STL,686686,188704,875390,0.005,NFC,NFC West,11,5,0,0.6875,1,478,329,149,0.460227,0.503906,Yes,No
12404,Najee Goode,28,2017,OLB,Defense,PHI,775000,50000,875000,0.005,NFC,NFC East,13,3,0,0.8125,1,457,295,162,0.432692,0.460938,Yes,Yes
12405,Jake McQuaide,30,2017,LS,Special Teams,LAR/STL,775000,100000,875000,0.005,NFC,NFC West,11,5,0,0.6875,1,478,329,149,0.460227,0.503906,Yes,No
12406,Patrick Omameh,28,2017,G,Offense,JAX,775000,100000,875000,0.004,AFC,AFC South,10,6,0,0.625,1,417,268,149,0.39375,0.433594,Yes,No
12407,Tevin Coleman,24,2017,RB,Offense,ATL,680000,186311,866311,0.005,NFC,NFC South,10,6,0,0.625,3,353,315,38,0.475,0.542969,Yes,No
12408,Quinton Dunbar,25,2017,CB,Defense,WAS,615000,250334,865334,0.005,NFC,NFC East,7,9,0,0.4375,3,342,388,-46,0.428571,0.539062,No,No
12409,Phillip Gaines,26,2017,CB,Defense,KC,700000,137278,855778,0.005,AFC,AFC West,10,6,0,0.625,1,415,339,76,0.48125,0.476562,Yes,No
12410,Kareem Martin,25,2017,OLB,Defense,ARI,710000,141890,851890,0.005,NFC,NFC West,8,8,0,0.5,3,295,361,-66,0.40625,0.488281,No,No
12411,Joe Looney,27,2017,G,Offense,DAL,800000,50000,850000,0.005,NFC,NFC East,9,7,0,0.5625,2,354,332,22,0.4375,0.496094,No,No
12412,Matt Tobin,27,2017,G,Offense,SEA,850000,0,850000,0.005,NFC,NFC West,9,7,0,0.5625,2,366,332,34,0.444444,0.492188,No,No
12413,Kenny Wiggins,29,2017,G,Offense,LAC/SD,690000,75000,846250,0.005,AFC,AFC West,9,7,0,0.5625,2,355,272,83,0.347222,0.457031,No,No
12414,Kevin Byard,24,2017,FS,Defense,TEN,618566,224265,842831,0.004,AFC,AFC South,9,7,0,0.5625,2,334,356,-22,0.395833,0.433594,Yes,No
12415,Carl Nassib,24,2017,DE,Defense,CLE,618110,222438,840548,0.004,AFC,AFC North,0,16,0,0.0,4,234,410,-176,0.0,0.519531,No,No
12416,Keith Tandy,28,2017,FS,Defense,TB,840000,0,840000,0.005,NFC,NFC South,5,11,0,0.3125,4,335,382,-47,0.375,0.554688,No,No
12417,Chris Conley,25,2017,WR,Offense,KC,635000,178108,838108,0.005,AFC,AFC West,10,6,0,0.625,1,415,339,76,0.48125,0.476562,Yes,No
12418,Maliek Collins,22,2017,DT,Defense,DAL,612500,220288,832788,0.005,NFC,NFC East,9,7,0,0.5625,2,354,332,22,0.4375,0.496094,No,No
12419,Dalvin Tomlinson,23,2017,DT,Defense,NYG,465000,366291,831291,0.005,NFC,NFC East,3,13,0,0.1875,4,246,388,-142,0.458333,0.53125,No,No
12420,Jonotthan Harrison,26,2017,C,Offense,NYJ,700000,50000,831250,0.005,AFC,AFC East,5,11,0,0.3125,4,298,382,-84,0.4375,0.519531,No,No
12421,Duke Johnson,24,2017,RB,Offense,CLE,642500,177523,830023,0.004,AFC,AFC North,0,16,0,0.0,4,234,410,-176,0.0,0.519531,No,No
12422,Jerick McKinnon,25,2017,RB,Offense,MIN,700000,128750,828750,0.005,NFC,NFC North,13,3,0,0.8125,1,382,252,130,0.447115,0.492188,Yes,No
12423,Ben Jacobs,29,2017,ILB,Defense,CAR,775000,50000,825000,0.005,NFC,NFC South,11,5,0,0.6875,2,363,327,36,0.5,0.539062,Yes,No
12424,Eli Harold,23,2017,OLB,Defense,SF,634000,174343,823343,0.004,NFC,NFC West,6,10,0,0.375,4,331,383,-52,0.4375,0.511719,No,No
12425,Darian Thompson,24,2017,FS,Defense,NYG,585000,209284,819284,0.005,NFC,NFC East,3,13,0,0.1875,4,246,388,-142,0.458333,0.53125,No,No
12426,Yannick Ngakoue,22,2017,DE,Defense,JAX,605041,214044,819085,0.004,AFC,AFC South,10,6,0,0.625,1,417,268,149,0.39375,0.433594,Yes,No
12427,P.J. Williams,24,2017,CB,Defense,NO,640000,176654,816654,0.005,NFC,NFC South,11,5,0,0.6875,1,448,326,122,0.482955,0.535156,Yes,No
12428,Crockett Gillmore,26,2017,T,Offense,BAL,690000,126504,816504,0.005,AFC,AFC North,9,7,0,0.5625,2,395,303,92,0.298611,0.441406,No,No
12429,John Miller,24,2017,G,Offense,BUF,615000,170030,815030,0.005,AFC,AFC East,9,7,0,0.5625,2,302,359,-57,0.395833,0.492188,Yes,No
12430,Bronson Kaufusi,26,2017,DE,Defense,BAL,603500,211254,814754,0.005,AFC,AFC North,9,7,0,0.5625,2,395,303,92,0.298611,0.441406,No,No
12431,Zach Cunningham,23,2017,ILB,Defense,HOU,465000,348044,813044,0.005,AFC,AFC South,4,12,0,0.25,4,338,436,-98,0.375,0.515625,No,No
12432,Jonathan Bullard,24,2017,DE,Defense,CHI,599000,206630,805630,0.005,NFC,NFC North,5,11,0,0.3125,4,264,320,-56,0.5,0.558594,No,No
12433,Kony Ealy,26,2017,DE,Defense,NYJ,803660,0,803660,0.005,AFC,AFC East,5,11,0,0.3125,4,298,382,-84,0.4375,0.519531,No,No
12434,De'Anthony Thomas,24,2017,WR,Offense,KC,690000,105027,803527,0.005,AFC,AFC West,10,6,0,0.625,1,415,339,76,0.48125,0.476562,Yes,No
12435,Ethan Pocic,22,2017,T,Offense,SEA,465000,336642,801642,0.005,NFC,NFC West,9,7,0,0.5625,2,366,332,34,0.444444,0.492188,No,No
12436,Lorenzo Mauldin,25,2017,OLB,Defense,NYJ,633000,168504,801504,0.005,AFC,AFC East,5,11,0,0.3125,4,298,382,-84,0.4375,0.519531,No,No
12437,Keith McGill,28,2017,S,Defense,LV/OAK,690000,111300,801300,0.005,AFC,AFC West,6,10,0,0.375,3,301,373,-72,0.395833,0.511719,No,No
12438,Ronald Darby,23,2017,CB,Defense,PHI,800426,0,800426,0.005,NFC,NFC East,13,3,0,0.8125,1,457,295,162,0.432692,0.460938,Yes,Yes
12439,Kenyan Drake,23,2017,RB,Offense,MIA,595000,205315,800315,0.005,AFC,AFC East,6,10,0,0.375,3,281,393,-112,0.53125,0.542969,No,No
12440,Junior Galette,29,2017,OLB,Defense,WAS,775000,0,800000,0.005,NFC,NFC East,7,9,0,0.4375,3,342,388,-46,0.428571,0.539062,No,No
12441,Branden Oliver,26,2017,RB,Offense,LAC/SD,750000,50000,800000,0.005,AFC,AFC West,9,7,0,0.5625,2,355,272,83,0.347222,0.457031,No,No
12442,John Jenkins,28,2017,DE,Defense,CHI,800000,0,800000,0.005,NFC,NFC North,5,11,0,0.3125,4,264,320,-56,0.5,0.558594,No,No
12443,Tyler Kroft,25,2017,TE,Offense,CIN,628000,161944,799944,0.005,AFC,AFC North,7,9,0,0.4375,3,290,349,-59,0.321429,0.464844,No,No
12444,David Johnson,26,2017,RB,Offense,ARI,615000,159843,799843,0.005,NFC,NFC West,8,8,0,0.5,3,295,361,-66,0.40625,0.488281,No,No
12445,Jordan Hicks,26,2017,ILB,Defense,PHI,633000,163183,796183,0.005,NFC,NFC East,13,3,0,0.8125,1,457,295,162,0.432692,0.460938,Yes,Yes
12446,Billy Turner,26,2017,G,Offense,DEN,794000,0,794000,0.005,AFC,AFC West,5,11,0,0.3125,4,289,382,-93,0.4125,0.492188,No,No
12447,Walt Aikens,26,2017,FS,Defense,MIA,690000,103977,793977,0.005,AFC,AFC East,6,10,0,0.375,3,281,393,-112,0.53125,0.542969,No,No
12448,Danielle Hunter,23,2017,DE,Defense,MIN,636000,156805,792805,0.005,NFC,NFC North,13,3,0,0.8125,1,382,252,130,0.447115,0.492188,Yes,No
12449,Dontae Johnson,26,2017,CB,Defense,SF,690000,100136,790136,0.004,NFC,NFC West,6,10,0,0.375,4,331,383,-52,0.4375,0.511719,No,No
12450,Ty Montgomery,24,2017,RB,Offense,GB,625000,151636,788636,0.005,NFC,NFC North,7,9,0,0.4375,3,320,384,-64,0.357143,0.539062,No,No
12451,Carl Davis,25,2017,DT,Defense,BAL,630750,156271,787021,0.005,AFC,AFC North,9,7,0,0.5625,2,395,303,92,0.298611,0.441406,No,No
12452,Chaz Green,25,2017,G,Offense,DAL,630375,156092,786467,0.005,NFC,NFC East,9,7,0,0.5625,2,354,332,22,0.4375,0.496094,No,No
12453,Tanoh Kpassagnon,23,2017,DE,Defense,KC,465000,320676,785676,0.005,AFC,AFC West,10,6,0,0.625,1,415,339,76,0.48125,0.476562,Yes,No
12454,Jeff Heuerman,25,2017,TE,Offense,DEN,615000,155201,785201,0.005,AFC,AFC West,5,11,0,0.3125,4,289,382,-93,0.4125,0.492188,No,No
12455,Shon Coleman,26,2017,T,Offense,CLE,568000,196884,784884,0.004,AFC,AFC North,0,16,0,0.0,4,234,410,-176,0.0,0.519531,No,No
12456,Ty Sambrailo,25,2017,LT,Offense,ATL,784633,0,784633,0.005,NFC,NFC South,10,6,0,0.625,3,353,315,38,0.475,0.542969,Yes,No
12457,Henry Anderson,26,2017,DE,Defense,IND,629500,153419,782919,0.005,AFC,AFC South,4,12,0,0.25,3,263,404,-141,0.21875,0.480469,No,No
12458,Chidobe Awuzie,22,2017,CB,Defense,DAL,465000,313834,778834,0.005,NFC,NFC East,9,7,0,0.5625,2,354,332,22,0.4375,0.496094,No,No
12459,Seantrel Henderson,25,2017,RT,Offense,BUF,605806,12720,778816,0.005,AFC,AFC East,9,7,0,0.5625,2,302,359,-57,0.395833,0.492188,Yes,No
12460,Daryl Worley,22,2017,CB,Defense,CAR,560000,195921,775921,0.004,NFC,NFC South,11,5,0,0.6875,2,363,327,36,0.5,0.539062,Yes,No
12461,Quinton Dial,27,2017,DT,Defense,GB,775001,0,775001,0.004,NFC,NFC North,7,9,0,0.4375,3,320,384,-64,0.357143,0.539062,No,No
12462,Kai Forbath,30,2017,K,Special Teams,MIN,775000,0,775000,0.005,NFC,NFC North,13,3,0,0.8125,1,382,252,130,0.447115,0.492188,Yes,No
12463,Ryan Quigley,27,2017,P,Special Teams,MIN,775000,0,775000,0.005,NFC,NFC North,13,3,0,0.8125,1,382,252,130,0.447115,0.492188,Yes,No
12464,Rashaan Melvin,28,2017,CB,Defense,IND,775000,0,775000,0.004,AFC,AFC South,4,12,0,0.25,3,263,404,-141,0.21875,0.480469,No,No
12465,Patrick Robinson,30,2017,CB,Defense,PHI,775000,0,775000,0.004,NFC,NFC East,13,3,0,0.8125,1,457,295,162,0.432692,0.460938,Yes,Yes
12466,Julian Stanford,27,2017,OLB,Defense,NYJ,775000,0,775000,0.005,AFC,AFC East,5,11,0,0.3125,4,298,382,-84,0.4375,0.519531,No,No
12467,Randy Bullock,28,2017,K,Special Teams,CIN,775000,0,775000,0.005,AFC,AFC North,7,9,0,0.4375,3,290,349,-59,0.321429,0.464844,No,No
12468,Cedric Thornton,29,2017,DT,Defense,BUF,775000,0,775000,0.005,AFC,AFC East,9,7,0,0.5625,2,302,359,-57,0.395833,0.492188,Yes,No
12469,Brian Schwenke,26,2017,C,Offense,TEN,775000,0,775000,0.004,AFC,AFC South,9,7,0,0.5625,2,334,356,-22,0.395833,0.433594,Yes,No
12470,Carson Tinker,28,2017,LS,Special Teams,JAX,775000,0,775000,0.004,AFC,AFC South,10,6,0,0.625,1,417,268,149,0.39375,0.433594,Yes,No
12471,Brock Osweiler,27,2017,QB,Offense,DEN,775000,0,775000,0.005,AFC,AFC West,5,11,0,0.3125,4,289,382,-93,0.4125,0.492188,No,No
12472,Steven Nelson,24,2017,CB,Defense,KC,618500,145488,773988,0.005,AFC,AFC West,10,6,0,0.625,1,415,339,76,0.48125,0.476562,Yes,No
12473,Cody Kessler,24,2017,QB,Offense,CLE,604049,166197,770246,0.004,AFC,AFC North,0,16,0,0.0,4,234,410,-176,0.0,0.519531,No,No
12474,Josh Jones,23,2017,S,Defense,GB,465000,304711,769711,0.004,NFC,NFC North,7,9,0,0.4375,3,320,384,-64,0.357143,0.539062,No,No
12475,Joe Thuney,25,2017,G,Offense,NE,540000,193357,768357,0.005,AFC,AFC East,13,3,0,0.8125,1,458,296,162,0.466346,0.484375,Yes,No
12476,Brent Urban,26,2017,DE,Defense,BAL,690000,75146,765146,0.005,AFC,AFC North,9,7,0,0.5625,2,395,303,92,0.298611,0.441406,No,No
12477,Dakota Dozier,26,2017,G,Offense,NYJ,690000,75146,765146,0.005,AFC,AFC East,5,11,0,0.3125,4,298,382,-84,0.4375,0.519531,No,No
12478,Tom Savage,27,2017,QB,Offense,HOU,690000,75146,765146,0.004,AFC,AFC South,4,12,0,0.25,4,338,436,-98,0.375,0.515625,No,No
12479,Isaac Seumalo,24,2017,G,Offense,PHI,574000,190966,764966,0.004,NFC,NFC East,13,3,0,0.8125,1,457,295,162,0.432692,0.460938,Yes,Yes
12480,Obi Melifonwu,23,2017,S,Defense,LV/OAK,409937,354887,764824,0.004,AFC,AFC West,6,10,0,0.375,3,301,373,-72,0.395833,0.511719,No,No
12481,Dion Dawkins,23,2017,T,Offense,BUF,465000,295589,760589,0.005,AFC,AFC East,9,7,0,0.5625,2,302,359,-57,0.395833,0.492188,Yes,No
12482,Adolphus Washington,23,2017,DT,Defense,BUF,540000,188574,758574,0.005,AFC,AFC East,9,7,0,0.5625,2,302,359,-57,0.395833,0.492188,Yes,No
12483,Taylor Moton,23,2017,T,Offense,CAR,465000,291028,756028,0.004,NFC,NFC South,11,5,0,0.6875,2,363,327,36,0.5,0.539062,Yes,No
12484,Trey Flowers,24,2017,DE,Defense,NE,615000,139733,754733,0.005,AFC,AFC East,13,3,0,0.8125,1,458,296,162,0.466346,0.484375,Yes,No
12485,Daryl Williams,25,2017,RT,Offense,CAR,615000,139280,754280,0.004,NFC,NFC South,11,5,0,0.6875,2,363,327,36,0.5,0.539062,Yes,No
12486,Bryce Petty,26,2017,QB,Offense,NYJ,615000,138424,753424,0.005,AFC,AFC East,5,11,0,0.3125,4,298,382,-84,0.4375,0.519531,No,No
12487,Logan Thomas,26,2017,TE,Offense,BUF,700000,37500,752500,0.005,AFC,AFC East,9,7,0,0.5625,2,302,359,-57,0.395833,0.492188,Yes,No
12488,Jamison Crowder,24,2017,WR,Offense,WAS,615000,136406,751406,0.004,NFC,NFC East,7,9,0,0.4375,3,342,388,-46,0.428571,0.539062,No,No
12489,Justin Hardy,26,2017,WR,Offense,ATL,615000,135205,750205,0.005,NFC,NFC South,10,6,0,0.625,3,353,315,38,0.475,0.542969,Yes,No
12490,Kyler Fackrell,26,2017,OLB,Defense,GB,560000,173512,748512,0.004,NFC,NFC North,7,9,0,0.4375,3,320,384,-64,0.357143,0.539062,No,No
12491,Clayton Geathers,25,2017,FS,Defense,IND,615000,133482,748482,0.004,AFC,AFC South,4,12,0,0.25,3,263,404,-141,0.21875,0.480469,No,No
12492,Le'Raven Clark,24,2017,RT,Offense,IND,563000,183433,746433,0.004,AFC,AFC South,4,12,0,0.25,3,263,404,-141,0.21875,0.480469,No,No
12493,Steven Means,27,2017,DE,Defense,PHI,690000,55000,745000,0.004,NFC,NFC East,13,3,0,0.8125,1,457,295,162,0.432692,0.460938,Yes,Yes
12494,Ryan Grant,27,2017,WR,Offense,WAS,690000,53403,743403,0.004,NFC,NFC East,7,9,0,0.4375,3,342,388,-46,0.428571,0.539062,No,No
12495,Rodney Gunter,25,2017,DT,Defense,ARI,615000,127479,742479,0.004,NFC,NFC West,8,8,0,0.5,3,295,361,-66,0.40625,0.488281,No,No
12496,Jordan Jenkins,23,2017,OLB,Defense,NYJ,560000,180980,740980,0.004,AFC,AFC East,5,11,0,0.3125,4,298,382,-84,0.4375,0.519531,No,No
12497,Martellus Bennett,30,2017,TE,Offense,NE,476471,0,738971,0.004,AFC,AFC East,13,3,0,0.8125,1,458,296,162,0.466346,0.484375,Yes,No
12498,Nick Vigil,24,2017,OLB,Defense,CIN,540000,173907,738907,0.004,AFC,AFC North,7,9,0,0.4375,3,290,349,-59,0.321429,0.464844,No,No
12499,Josh Shaw,25,2017,CB,Defense,CIN,615000,123431,738431,0.004,AFC,AFC North,7,9,0,0.4375,3,290,349,-59,0.321429,0.464844,No,No
12500,Nat Berhe,26,2017,SS,Defense,NYG,690000,48200,738200,0.004,NFC,NFC East,3,13,0,0.1875,4,246,388,-142,0.458333,0.53125,No,No
12501,C.J. Prosise,23,2017,RB,Offense,SEA,565000,173116,738116,0.004,NFC,NFC West,9,7,0,0.5625,2,366,332,34,0.444444,0.492188,No,No
12502,Kendall Fuller,22,2017,CB,Defense,WAS,557500,179606,737106,0.004,NFC,NFC East,7,9,0,0.4375,3,342,388,-46,0.428571,0.539062,No,No
12503,Raekwon McMillan,22,2017,OLB,Defense,MIA,348000,389098,737098,0.004,AFC,AFC East,6,10,0,0.375,3,281,393,-112,0.53125,0.542969,No,No
12504,Za'Darius Smith,25,2017,OLB,Defense,BAL,615000,120788,735788,0.005,AFC,AFC North,9,7,0,0.5625,2,395,303,92,0.298611,0.441406,No,No
12505,JuJu Smith-Schuster,21,2017,WR,Offense,PIT,437648,297868,735516,0.004,AFC,AFC North,13,3,0,0.8125,1,406,308,98,0.423077,0.453125,Yes,No
12506,A.J. McCarron,27,2017,QB,Offense,CIN,690000,45413,735413,0.004,AFC,AFC North,7,9,0,0.4375,3,290,349,-59,0.321429,0.464844,No,No
12507,Leonte Carroo,23,2017,WR,Offense,MIA,560000,175097,735097,0.004,AFC,AFC East,6,10,0,0.375,3,281,393,-112,0.53125,0.542969,No,No
12508,Braxton Miller,25,2017,WR,Offense,HOU,557500,177275,734775,0.004,AFC,AFC South,4,12,0,0.25,4,338,436,-98,0.375,0.515625,No,No
12509,Kwon Alexander,23,2017,ILB,Defense,TB,615000,119580,734580,0.004,NFC,NFC South,5,11,0,0.3125,4,335,382,-47,0.375,0.554688,No,No
12510,Javorius Allen,26,2017,RB,Offense,BAL,615000,118618,733618,0.005,AFC,AFC North,9,7,0,0.5625,2,395,303,92,0.298611,0.441406,No,No
12511,Austin Hooper,23,2017,TE,Offense,ATL,540000,193357,733357,0.004,NFC,NFC South,10,6,0,0.625,3,353,315,38,0.475,0.542969,Yes,No
12512,Javon Hargrave,24,2017,DT,Defense,PIT,560000,173314,733314,0.004,AFC,AFC North,13,3,0,0.8125,1,406,308,98,0.423077,0.453125,Yes,No
12513,Brandon Williams,25,2017,CB,Defense,ARI,563500,168173,731673,0.004,NFC,NFC West,8,8,0,0.5,3,295,361,-66,0.40625,0.488281,No,No
12514,Damien Wilson,24,2017,OLB,Defense,DAL,615000,116578,731578,0.004,NFC,NFC East,9,7,0,0.5625,2,354,332,22,0.4375,0.496094,No,No
12515,Jon Feliciano,25,2017,G,Offense,LV/OAK,615000,115163,730163,0.004,AFC,AFC West,6,10,0,0.375,3,301,373,-72,0.395833,0.511719,No,No
12516,Jake Ryan,25,2017,ILB,Defense,GB,615000,114169,729169,0.004,NFC,NFC North,7,9,0,0.4375,3,320,384,-64,0.357143,0.539062,No,No
12517,Nick Vannett,24,2017,TE,Offense,SEA,562000,164220,726220,0.004,NFC,NFC West,9,7,0,0.5625,2,366,332,34,0.444444,0.492188,No,No
12518,Shaq Mason,24,2017,G,Offense,NE,615000,110881,725881,0.004,AFC,AFC East,13,3,0,0.8125,1,458,296,162,0.466346,0.484375,Yes,No
12519,James Winchester,28,2017,LS,Special Teams,KC,615000,0,725000,0.004,AFC,AFC West,10,6,0,0.625,1,415,339,76,0.48125,0.476562,Yes,No
12520,Martavis Bryant,26,2017,WR,Offense,PIT,615000,109805,724805,0.004,AFC,AFC North,13,3,0,0.8125,1,406,308,98,0.423077,0.453125,Yes,No
12521,Pierre Desir,27,2017,CB,Defense,IND,690000,0,721250,0.004,AFC,AFC South,4,12,0,0.25,3,263,404,-141,0.21875,0.480469,No,No
12522,Graham Glasgow,25,2017,G,Offense,DET,558500,161355,719855,0.004,NFC,NFC North,9,7,0,0.5625,2,410,376,34,0.368056,0.496094,No,No
12523,Alfred Blue,26,2017,RB,Offense,HOU,690000,29483,719483,0.004,AFC,AFC South,4,12,0,0.25,4,338,436,-98,0.375,0.515625,No,No
12524,Pat O'Donnell,26,2017,P,Special Teams,CHI,690000,26327,716327,0.004,NFC,NFC North,5,11,0,0.3125,4,264,320,-56,0.5,0.558594,No,No
12525,Reggie Ragland,24,2017,ILB,Defense,KC,715517,0,715517,0.004,AFC,AFC West,10,6,0,0.625,1,415,339,76,0.48125,0.476562,Yes,No
12526,Josh Wells,26,2017,RT,Offense,JAX,615000,37500,715000,0.004,AFC,AFC South,10,6,0,0.625,1,417,268,149,0.39375,0.433594,Yes,No
12527,Rees Odhiambo,25,2017,T,Offense,SEA,553000,161355,714355,0.004,NFC,NFC West,9,7,0,0.5625,2,366,332,34,0.444444,0.492188,No,No
12528,Larry Ogunjobi,23,2017,DT,Defense,CLE,465000,245391,710391,0.003,AFC,AFC North,0,16,0,0.0,4,234,410,-176,0.0,0.519531,No,No
12529,Daniel McCullers,25,2017,DT,Defense,PIT,690000,19670,709670,0.004,AFC,AFC North,13,3,0,0.8125,1,406,308,98,0.423077,0.453125,Yes,No
12530,Ahkello Witherspoon,22,2017,CB,Defense,SF,465000,243393,708393,0.004,NFC,NFC West,6,10,0,0.375,4,331,383,-52,0.4375,0.511719,No,No
12531,Alvin Kamara,22,2017,RB,Offense,NO,465000,243193,708193,0.004,NFC,NFC South,11,5,0,0.6875,1,448,326,122,0.482955,0.535156,Yes,No
12532,Dawuane Smoot,22,2017,DE,Defense,JAX,465000,241040,706040,0.003,AFC,AFC South,10,6,0,0.625,1,417,268,149,0.39375,0.433594,Yes,No
12533,Adrian Peterson,32,2017,RB,Offense,ARI,705882,0,705882,0.004,NFC,NFC West,8,8,0,0.5,3,295,361,-66,0.40625,0.488281,No,No
12534,Beau Allen,26,2017,DT,Defense,PHI,690000,15562,705562,0.004,NFC,NFC East,13,3,0,0.8125,1,457,295,162,0.432692,0.460938,Yes,Yes
12535,Terrence Brooks,25,2017,FS,Defense,NYJ,705000,0,705000,0.004,AFC,AFC East,5,11,0,0.3125,4,298,382,-84,0.4375,0.519531,No,No
12536,Terrence Fede,26,2017,DE,Defense,MIA,690000,13988,703988,0.004,AFC,AFC East,6,10,0,0.375,3,281,393,-112,0.53125,0.542969,No,No
12537,Cooper Kupp,24,2017,WR,Offense,LAR/STL,465000,238690,703690,0.004,NFC,NFC West,11,5,0,0.6875,1,478,329,149,0.460227,0.503906,Yes,No
12538,Jeff Janis,26,2017,WR,Offense,GB,690000,12848,702848,0.004,NFC,NFC North,7,9,0,0.4375,3,320,384,-64,0.357143,0.539062,No,No
12539,Max Garcia,26,2017,G,Offense,DEN,615000,86423,701423,0.004,AFC,AFC West,5,11,0,0.3125,4,289,382,-93,0.4125,0.492188,No,No
12540,Parker Ehinger,25,2017,G,Offense,KC,540000,150727,699727,0.004,AFC,AFC West,10,6,0,0.625,1,415,339,76,0.48125,0.476562,Yes,No
12541,Pat Elflein,23,2017,C,Offense,MIN,465000,234210,699210,0.004,NFC,NFC North,13,3,0,0.8125,1,382,252,130,0.447115,0.492188,Yes,No
12542,Eric Murray,23,2017,CB,Defense,KC,540000,149950,698950,0.004,AFC,AFC West,10,6,0,0.625,1,415,339,76,0.48125,0.476562,Yes,No
12543,Joe Schobert,24,2017,OLB,Defense,CLE,540000,158489,698489,0.003,AFC,AFC North,0,16,0,0.0,4,234,410,-176,0.0,0.519531,No,No
12544,Dan Feeney,23,2017,G,Offense,LAC/SD,465000,231158,696158,0.004,AFC,AFC West,9,7,0,0.5625,2,355,272,83,0.347222,0.457031,No,No
12545,Rafael Bush,30,2017,FS,Defense,NO,775000,80000,695000,0.004,NFC,NFC South,11,5,0,0.6875,1,448,326,122,0.482955,0.535156,Yes,No
12546,Tramaine Brock,29,2017,CB,Defense,MIN,900000,0,695000,0.004,NFC,NFC North,13,3,0,0.8125,1,382,252,130,0.447115,0.492188,Yes,No
12547,Chris Carter,28,2017,ILB,Defense,WAS,775000,80000,695000,0.004,NFC,NFC East,7,9,0,0.4375,3,342,388,-46,0.428571,0.539062,No,No
12548,Brian Quick,28,2017,WR,Offense,WAS,775000,80000,695000,0.004,NFC,NFC East,7,9,0,0.4375,3,342,388,-46,0.428571,0.539062,No,No
