,Player,Age,Year,Pos,Cat_POS,Team,BaseSalary,SigningBonus,Cap Hit,Salary%,Conf,Division,Wins,Losses,Ties,Win %,Div_Rank,Scored,Allowed,Net,SOV,SOS,Playoff,Won Superbowl
11922,Jermon Bushrod,33,2017,G,Offense,MIA,1475000,750000,3000000,0.017,AFC,AFC East,6,10,0,0.375,3,281,393,-112,0.53125,0.542969,No,No
11923,Brandon Carr,31,2017,CB,Defense,BAL,2000000,1000000,3000000,0.018,AFC,AFC North,9,7,0,0.5625,2,395,303,92,0.298611,0.441406,No,No
11924,C.J. Anderson,26,2017,RB,Offense,DEN,2900000,0,3000000,0.018,AFC,AFC West,5,11,0,0.3125,4,289,382,-93,0.4125,0.492188,No,No
11925,Ted Ginn Jr.,32,2017,WR,Offense,NO,2000000,1000000,3000000,0.018,NFC,NFC South,11,5,0,0.6875,1,448,326,122,0.482955,0.535156,Yes,No
11926,Patrick Mahomes,22,2017,QB,Offense,KC,465000,2521506,2986506,0.018,AFC,AFC West,10,6,0,0.625,1,415,339,76,0.48125,0.476562,Yes,No
11927,Chris Hogan,30,2017,WR,Offense,NE,2500000,0,2968750,0.018,AFC,AFC East,13,3,0,0.8125,1,458,296,162,0.466346,0.484375,Yes,No
11928,DeVante Parker,24,2017,WR,Offense,MIA,1423776,1542554,2966330,0.017,AFC,AFC East,6,10,0,0.375,3,281,393,-112,0.53125,0.542969,No,No
11929,Latavius Murray,27,2017,RB,Offense,MIN,900000,600000,2956250,0.017,NFC,NFC North,13,3,0,0.8125,1,382,252,130,0.447115,0.492188,Yes,No
11930,Earl Mitchell,30,2017,DT,Defense,SF,1650000,750000,2921875,0.014,NFC,NFC West,6,10,0,0.375,4,331,383,-52,0.4375,0.511719,No,No
11931,Melvin Gordon,24,2017,RB,Offense,LAC/SD,1404980,1504958,2909938,0.017,AFC,AFC West,9,7,0,0.5625,2,355,272,83,0.347222,0.457031,No,No
11932,Sheldon Rankins,23,2017,DT,Defense,NO,1031893,1877572,2909465,0.018,NFC,NFC South,11,5,0,0.6875,1,448,326,122,0.482955,0.535156,Yes,No
11933,Brice McCain,31,2017,CB,Defense,TEN,2000000,500000,2900000,0.015,AFC,AFC South,9,7,0,0.5625,2,334,356,-22,0.395833,0.433594,Yes,No
11934,Arthur Moats,29,2017,OLB,Defense,PIT,2250000,633334,2883334,0.017,AFC,AFC North,13,3,0,0.8125,1,406,308,98,0.423077,0.453125,Yes,No
11935,Darius Butler,31,2017,FS,Defense,IND,1000000,1500000,2875000,0.017,AFC,AFC South,4,12,0,0.25,3,263,404,-141,0.21875,0.480469,No,No
11936,Joe Hawley,29,2017,C,Offense,TB,1750000,125000,2875000,0.017,NFC,NFC South,5,11,0,0.3125,4,335,382,-47,0.375,0.554688,No,No
11937,Christopher Conte,28,2017,FS,Defense,TB,1500000,0,2875000,0.017,NFC,NFC South,5,11,0,0.3125,4,335,382,-47,0.375,0.554688,No,No
11938,Kiko Alonso,27,2017,OLB,Defense,MIA,1075000,1762500,2862500,0.017,AFC,AFC East,6,10,0,0.375,3,281,393,-112,0.53125,0.542969,No,No
11939,Zack Martin,27,2017,G,Offense,DAL,1642882,1210509,2853391,0.017,NFC,NFC East,9,7,0,0.5625,2,354,332,22,0.4375,0.496094,No,No
11940,David Harris,33,2017,ILB,Defense,NE,1000000,625000,2843750,0.017,AFC,AFC East,13,3,0,0.8125,1,458,296,162,0.466346,0.484375,Yes,No
11941,Laremy Tunsil,23,2017,LT,Offense,MIA,1016257,1815027,2831284,0.017,AFC,AFC East,6,10,0,0.375,3,281,393,-112,0.53125,0.542969,No,No
11942,Andrew Sendejo,30,2017,SS,Defense,MIN,2776471,0,2826470,0.017,NFC,NFC North,13,3,0,0.8125,1,382,252,130,0.447115,0.492188,Yes,No
11943,Ryan Succop,31,2017,K,Special Teams,TEN,2400000,416668,2816668,0.015,AFC,AFC South,9,7,0,0.5625,2,334,356,-22,0.395833,0.433594,Yes,No
11944,Marcus Gilchrist,29,2017,SS,Defense,HOU,1200000,800000,2812500,0.016,AFC,AFC South,4,12,0,0.25,4,338,436,-98,0.375,0.515625,No,No
11945,Matt Slauson,31,2017,G,Offense,LAC/SD,2000000,300000,2800000,0.017,AFC,AFC West,9,7,0,0.5625,2,355,272,83,0.347222,0.457031,No,No
11946,Davon House,28,2017,CB,Defense,GB,1500000,850000,2800000,0.016,NFC,NFC North,7,9,0,0.4375,3,320,384,-64,0.357143,0.539062,No,No
11947,A.J. Klein,26,2017,ILB,Defense,NO,1700000,1000000,2800000,0.017,NFC,NFC South,11,5,0,0.6875,1,448,326,122,0.482955,0.535156,Yes,No
11948,C.J. Mosley,25,2017,ILB,Defense,BAL,1618365,1177818,2796183,0.017,AFC,AFC North,9,7,0,0.5625,2,395,303,92,0.298611,0.441406,No,No
11949,Marshon Lattimore,21,2017,CB,Defense,NO,465000,2327647,2792647,0.017,NFC,NFC South,11,5,0,0.6875,1,448,326,122,0.482955,0.535156,Yes,No
11950,Emmanuel Lamur,28,2017,OLB,Defense,MIN,2450000,0,2750000,0.016,NFC,NFC North,13,3,0,0.8125,1,382,252,130,0.447115,0.492188,Yes,No
11951,Adam Vinatieri,45,2017,K,Special Teams,IND,2750000,0,2750000,0.016,AFC,AFC South,4,12,0,0.25,3,263,404,-141,0.21875,0.480469,No,No
11952,Matt Cassel,35,2017,QB,Offense,TEN,1750000,0,2750000,0.014,AFC,AFC South,9,7,0,0.5625,2,334,356,-22,0.395833,0.433594,Yes,No
11953,Anthony Fasano,33,2017,TE,Offense,MIA,1500000,1250000,2750000,0.016,AFC,AFC East,6,10,0,0.375,3,281,393,-112,0.53125,0.542969,No,No
11954,Trey Burton,26,2017,TE,Offense,PHI,2746000,0,2746000,0.016,NFC,NFC East,13,3,0,0.8125,1,457,295,162,0.432692,0.460938,Yes,Yes
11955,Wesley Johnson,26,2017,C,Offense,NYJ,2746000,0,2746000,0.016,AFC,AFC East,5,11,0,0.3125,4,298,382,-84,0.4375,0.519531,No,No
11956,Taylor Gabriel,26,2017,WR,Offense,ATL,2746000,0,2746000,0.016,NFC,NFC South,10,6,0,0.625,3,353,315,38,0.475,0.542969,Yes,No
11957,Andrew Norwell,26,2017,G,Offense,CAR,2746000,0,2746000,0.015,NFC,NFC South,11,5,0,0.6875,2,363,327,36,0.5,0.539062,Yes,No
11958,Todd Davis,27,2017,ILB,Defense,DEN,2746000,0,2746000,0.016,AFC,AFC West,5,11,0,0.3125,4,289,382,-93,0.4125,0.492188,No,No
11959,Isaiah Crowell,24,2017,RB,Offense,CLE,2746000,0,2746000,0.013,AFC,AFC North,0,16,0,0.0,4,234,410,-176,0.0,0.519531,No,No
11960,Kevin Johnson,25,2017,CB,Defense,HOU,1348583,1392166,2740749,0.016,AFC,AFC South,4,12,0,0.25,4,338,436,-98,0.375,0.515625,No,No
11961,Laurent Duvernay-Tardif,26,2017,G,Offense,KC,690000,2025075,2723575,0.016,AFC,AFC West,10,6,0,0.625,1,415,339,76,0.48125,0.476562,Yes,No
11962,Ed Dickson,30,2017,TE,Offense,CAR,1950000,666668,2716668,0.015,NFC,NFC South,11,5,0,0.6875,2,363,327,36,0.5,0.539062,Yes,No
11963,Karl Joseph,24,2017,SS,Defense,LV/OAK,990196,1710785,2700981,0.016,AFC,AFC West,6,10,0,0.375,3,301,373,-72,0.395833,0.511719,No,No
11964,Matt Bosher,30,2017,P,Special Teams,ATL,2200000,500000,2700000,0.016,NFC,NFC South,10,6,0,0.625,3,353,315,38,0.475,0.542969,Yes,No
11965,Arik Armstead,24,2017,DE,Defense,SF,1329785,1354569,2684354,0.013,NFC,NFC West,6,10,0,0.375,4,331,383,-52,0.4375,0.511719,No,No
11966,Ja'Wuan James,25,2017,RT,Offense,MIA,1569327,1112436,2681763,0.016,AFC,AFC East,6,10,0,0.375,3,281,393,-112,0.53125,0.542969,No,No
11967,HaHa Clinton-Dix,25,2017,FS,Defense,GB,778534,1096091,2653159,0.015,NFC,NFC North,7,9,0,0.4375,3,320,384,-64,0.357143,0.539062,No,No
11968,Corey Coleman,23,2017,WR,Offense,CLE,979773,1669090,2648863,0.012,AFC,AFC North,0,16,0,0.0,4,234,410,-176,0.0,0.519531,No,No
11969,William Gay,32,2017,CB,Defense,PIT,2000000,633333,2633333,0.016,AFC,AFC North,13,3,0,0.8125,1,406,308,98,0.423077,0.453125,Yes,No
11970,Marshawn Lynch,31,2017,RB,Offense,LV/OAK,1350000,0,2625000,0.015,AFC,AFC West,6,10,0,0.375,3,301,373,-72,0.395833,0.511719,No,No
11971,Zach Miller,33,2017,TE,Offense,CHI,1500000,500000,2625000,0.015,NFC,NFC North,5,11,0,0.3125,4,264,320,-56,0.5,0.558594,No,No
11972,Kamar Aiken,28,2017,WR,Offense,IND,1000000,1000000,2600000,0.015,AFC,AFC South,4,12,0,0.25,3,263,404,-141,0.21875,0.480469,No,No
11973,Steven Hauschka,32,2017,K,Special Teams,BUF,1600000,1000000,2600000,0.016,AFC,AFC East,9,7,0,0.5625,2,302,359,-57,0.395833,0.492188,Yes,No
11974,Benson Mayowa,26,2017,DE,Defense,DAL,1500000,1100000,2600000,0.015,NFC,NFC East,9,7,0,0.5625,2,354,332,22,0.4375,0.496094,No,No
11975,Lawrence Guy,27,2017,DE,Defense,NE,900000,1000000,2600000,0.016,AFC,AFC East,13,3,0,0.8125,1,458,296,162,0.466346,0.484375,Yes,No
11976,Dee Ford,26,2017,OLB,Defense,KC,957704,1063400,2595968,0.015,AFC,AFC West,10,6,0,0.625,1,415,339,76,0.48125,0.476562,Yes,No
11977,Josh Hill,27,2017,TE,Offense,NO,1650000,833333,2595833,0.016,NFC,NFC South,11,5,0,0.6875,1,448,326,122,0.482955,0.535156,Yes,No
11978,Garrett Celek,29,2017,TE,Offense,SF,1550000,625000,2575000,0.013,NFC,NFC West,6,10,0,0.375,4,331,383,-52,0.4375,0.511719,No,No
11979,Nelson Agholor,24,2017,WR,Offense,PHI,1287489,1269977,2557466,0.015,NFC,NFC East,13,3,0,0.8125,1,457,295,162,0.432692,0.460938,Yes,Yes
11980,Zach Brown,28,2017,ILB,Defense,WAS,1550000,500000,2550000,0.014,NFC,NFC East,7,9,0,0.4375,3,342,388,-46,0.428571,0.539062,No,No
11981,Marquette King,29,2017,P,Special Teams,LV/OAK,2400000,50000,2550000,0.015,AFC,AFC West,6,10,0,0.375,3,301,373,-72,0.395833,0.511719,No,No
11982,Cedric Ogbuehi,25,2017,LT,Offense,CIN,1282789,1260577,2543366,0.015,AFC,AFC North,7,9,0,0.4375,3,290,349,-59,0.321429,0.464844,No,No
11983,Darqueze Dennard,26,2017,CB,Defense,CIN,988032,1030708,2538740,0.015,AFC,AFC North,7,9,0,0.4375,3,290,349,-59,0.321429,0.464844,No,No
11984,Marcus Peters,24,2017,CB,Defense,KC,1229447,1307574,2537020,0.015,AFC,AFC West,10,6,0,0.625,1,415,339,76,0.48125,0.476562,Yes,No
11985,Austin Howard,30,2017,RT,Offense,BAL,1525000,1000000,2525000,0.016,AFC,AFC North,9,7,0,0.5625,2,395,303,92,0.298611,0.441406,No,No
11986,Bud Dupree,24,2017,OLB,Defense,PIT,1273390,1241778,2515168,0.015,AFC,AFC North,13,3,0,0.8125,1,406,308,98,0.423077,0.453125,Yes,No
11987,Jason Verrett,26,2017,CB,Defense,LAC/SD,860000,1014364,2510137,0.015,AFC,AFC West,9,7,0,0.5625,2,355,272,83,0.347222,0.457031,No,No
11988,Chris Thompson,27,2017,RB,Offense,WAS,1506800,1000000,2506800,0.014,NFC,NFC East,7,9,0,0.4375,3,342,388,-46,0.428571,0.539062,No,No
11989,Ryan Groy,27,2017,G,Offense,BUF,1500000,0,2500000,0.015,AFC,AFC East,9,7,0,0.5625,2,302,359,-57,0.395833,0.492188,Yes,No
11990,Levine Toilolo,26,2017,TE,Offense,ATL,1500000,1000000,2500000,0.015,NFC,NFC South,10,6,0,0.625,3,353,315,38,0.475,0.542969,Yes,No
11991,Josh Mauro,26,2017,DT,Defense,ARI,750000,500000,2500000,0.015,NFC,NFC West,8,8,0,0.5,3,295,361,-66,0.40625,0.488281,No,No
11992,Phil Dawson,42,2017,K,Special Teams,ARI,2000000,500000,2500000,0.015,NFC,NFC West,8,8,0,0.5,3,295,361,-66,0.40625,0.488281,No,No
11993,Vince Williams,28,2017,ILB,Defense,PIT,2000000,500000,2500000,0.015,AFC,AFC North,13,3,0,0.8125,1,406,308,98,0.423077,0.453125,Yes,No
11994,Captain Munnerlyn,29,2017,CB,Defense,CAR,900000,1500000,2500000,0.014,NFC,NFC South,11,5,0,0.6875,2,363,327,36,0.5,0.539062,Yes,No
11995,Taylor Decker,24,2017,T,Offense,DET,948499,1543996,2492495,0.015,NFC,NFC North,9,7,0,0.5625,2,410,376,34,0.368056,0.496094,No,No
11996,Shane Ray,24,2017,OLB,Defense,DEN,1263991,1222980,2486971,0.015,AFC,AFC West,5,11,0,0.3125,4,289,382,-93,0.4125,0.492188,No,No
11997,Jordan Poyer,26,2017,FS,Defense,BUF,1500000,875000,2475000,0.015,AFC,AFC East,9,7,0,0.5625,2,302,359,-57,0.395833,0.492188,Yes,No
11998,Karl Klug,29,2017,DT,Defense,TEN,1250000,0,2468750,0.013,AFC,AFC South,9,7,0,0.5625,2,334,356,-22,0.395833,0.433594,Yes,No
11999,Deshaun Watson,22,2017,QB,Offense,HOU,403054,2053960,2457014,0.014,AFC,AFC South,4,12,0,0.25,4,338,436,-98,0.375,0.515625,No,No
12000,Deone Bucannon,25,2017,ILB,Defense,ARI,1471255,981673,2452928,0.014,NFC,NFC West,8,8,0,0.5,3,295,361,-66,0.40625,0.488281,No,No
12001,Haason Reddick,23,2017,ILB,Defense,ARI,465000,1985539,2450539,0.014,NFC,NFC West,8,8,0,0.5,3,295,361,-66,0.40625,0.488281,No,No
12002,Keanu Neal,22,2017,FS,Defense,ATL,938075,1502299,2440374,0.015,NFC,NFC South,10,6,0,0.625,3,353,315,38,0.475,0.542969,Yes,No
12003,D.J. Humphries,24,2017,LT,Offense,ARI,1245192,1185384,2430576,0.014,NFC,NFC West,8,8,0,0.5,3,295,361,-66,0.40625,0.488281,No,No
12004,Jahri Evans,34,2017,G,Offense,GB,1150000,200000,2425000,0.014,NFC,NFC North,7,9,0,0.4375,3,320,384,-64,0.357143,0.539062,No,No
12005,Shaq Thompson,23,2017,OLB,Defense,CAR,1235793,1166586,2402379,0.013,NFC,NFC South,11,5,0,0.6875,2,363,327,36,0.5,0.539062,Yes,No
12006,Theo Riddick,26,2017,RB,Offense,DET,1075000,962500,2400000,0.014,NFC,NFC North,9,7,0,0.5625,2,410,376,34,0.368056,0.496094,No,No
12007,Ryan Kelly,24,2017,C,Offense,IND,925045,1450178,2375223,0.014,AFC,AFC South,4,12,0,0.25,3,263,404,-141,0.21875,0.480469,No,No
12008,Tyson Alualu,30,2017,DE,Defense,PIT,1250000,625000,2375000,0.014,AFC,AFC North,13,3,0,0.8125,1,406,308,98,0.423077,0.453125,Yes,No
12009,Josh Kline,28,2017,G,Offense,TEN,1400000,0,2375000,0.013,AFC,AFC South,9,7,0,0.5625,2,334,356,-22,0.395833,0.433594,Yes,No
12010,Breshad Perriman,24,2017,WR,Offense,BAL,1226392,1147785,2374177,0.015,AFC,AFC North,9,7,0,0.5625,2,395,303,92,0.298611,0.441406,No,No
12011,Tom Johnson,33,2017,DT,Defense,MIN,2300000,0,2350000,0.014,NFC,NFC North,13,3,0,0.8125,1,382,252,130,0.447115,0.492188,Yes,No
12012,Allen Barbre,33,2017,G,Offense,DEN,2050000,0,2350000,0.014,AFC,AFC West,5,11,0,0.3125,4,289,382,-93,0.4125,0.492188,No,No
12013,Justin Britt,26,2017,C,Offense,SEA,891400,1458533,2349933,0.014,NFC,NFC West,9,7,0,0.5625,2,366,332,34,0.444444,0.492188,No,No
12014,Byron Jones,25,2017,CB,Defense,DAL,1216995,1128989,2345984,0.014,NFC,NFC East,9,7,0,0.5625,2,354,332,22,0.4375,0.496094,No,No
12015,Jason McCourty,30,2017,CB,Defense,CLE,1500000,625000,2343750,0.011,AFC,AFC North,0,16,0,0.0,4,234,410,-176,0.0,0.519531,No,No
12016,Harry Douglas,32,2017,WR,Offense,TEN,1200000,833334,2342709,0.012,AFC,AFC South,9,7,0,0.5625,2,334,356,-22,0.395833,0.433594,Yes,No
12017,La'el Collins,24,2017,RT,Offense,DAL,1000000,1340333,2340333,0.014,NFC,NFC East,9,7,0,0.5625,2,354,332,22,0.4375,0.496094,No,No
12018,Derek Barnett,21,2017,DE,Defense,PHI,465000,1871504,2336504,0.013,NFC,NFC East,13,3,0,0.8125,1,457,295,162,0.432692,0.460938,Yes,Yes
12019,Shaq Lawson,23,2017,DE,Defense,BUF,917226,1418904,2336130,0.014,AFC,AFC East,9,7,0,0.5625,2,302,359,-57,0.395833,0.492188,Yes,No
12020,Darron Lee,23,2017,ILB,Defense,NYJ,914620,1408481,2323101,0.014,AFC,AFC East,5,11,0,0.3125,4,298,382,-84,0.4375,0.519531,No,No
12021,Cornelius Washington,28,2017,DE,Defense,DET,1237500,750000,2321875,0.014,NFC,NFC North,9,7,0,0.5625,2,410,376,34,0.368056,0.496094,No,No
12022,Breno Giacomini,32,2017,RT,Offense,HOU,1000000,750000,2312500,0.013,AFC,AFC South,4,12,0,0.25,4,338,436,-98,0.375,0.515625,No,No
12023,Will Fuller,23,2017,WR,Offense,HOU,912014,1398057,2310071,0.013,AFC,AFC South,4,12,0,0.25,4,338,436,-98,0.375,0.515625,No,No
12024,Ryan Schraeder,29,2017,RT,Offense,ATL,1000000,100000,2300000,0.014,NFC,NFC South,10,6,0,0.625,3,353,315,38,0.475,0.542969,Yes,No
12025,Russell Shepard,27,2017,WR,Offense,CAR,1100000,700000,2300000,0.013,NFC,NFC South,11,5,0,0.6875,2,363,327,36,0.5,0.539062,Yes,No
12026,T.J. McDonald,26,2017,FS,Defense,MIA,944445,952000,2296445,0.013,AFC,AFC East,6,10,0,0.375,3,281,393,-112,0.53125,0.542969,No,No
12027,Josh Doctson,25,2017,WR,Offense,WAS,906802,1377207,2284009,0.013,NFC,NFC East,7,9,0,0.4375,3,342,388,-46,0.428571,0.539062,No,No
12028,Kyle Van Noy,26,2017,ILB,Defense,NE,990741,1166666,2282407,0.014,AFC,AFC East,13,3,0,0.8125,1,458,296,162,0.466346,0.484375,Yes,No
12029,Ryan Hewitt,26,2017,FB,Offense,CIN,1700000,375000,2275000,0.013,AFC,AFC North,7,9,0,0.4375,3,290,349,-59,0.321429,0.464844,No,No
12030,Jimmie Ward,26,2017,FS,Defense,SF,690000,873188,2263078,0.011,NFC,NFC West,6,10,0,0.375,4,331,383,-52,0.4375,0.511719,No,No
12031,Laquon Treadwell,22,2017,WR,Offense,MIN,901590,1356359,2257949,0.013,NFC,NFC North,13,3,0,0.8125,1,382,252,130,0.447115,0.492188,Yes,No
12032,Akeem Spence,26,2017,DT,Defense,DET,1250000,750000,2250000,0.013,NFC,NFC North,9,7,0,0.5625,2,410,376,34,0.368056,0.496094,No,No
12033,Terrance Williams,28,2017,WR,Offense,DAL,1000000,1250000,2250000,0.013,NFC,NFC East,9,7,0,0.5625,2,354,332,22,0.4375,0.496094,No,No
12034,Rhett Ellison,29,2017,TE,Offense,NYG,975000,1250000,2250000,0.013,NFC,NFC East,3,13,0,0.1875,4,246,388,-142,0.458333,0.53125,No,No
12035,Karlos Dansby,36,2017,ILB,Defense,ARI,1000000,700000,2250000,0.013,NFC,NFC West,8,8,0,0.5,3,295,361,-66,0.40625,0.488281,No,No
12036,Benjamin Watson,37,2017,TE,Offense,BAL,1250000,1000000,2250000,0.014,AFC,AFC North,9,7,0,0.5625,2,395,303,92,0.298611,0.441406,No,No
12037,Brandon McManus,26,2017,K,Special Teams,DEN,1000000,1250000,2250000,0.013,AFC,AFC West,5,11,0,0.3125,4,289,382,-93,0.4125,0.492188,No,No
12038,Jared Crick,28,2017,DE,Defense,DEN,1500000,500000,2250000,0.013,AFC,AFC West,5,11,0,0.3125,4,289,382,-93,0.4125,0.492188,No,No
12039,Derek Anderson,34,2017,QB,Offense,CAR,1550000,500000,2243750,0.013,NFC,NFC South,11,5,0,0.6875,2,363,327,36,0.5,0.539062,Yes,No
12040,Demario Davis,28,2017,ILB,Defense,NYJ,900000,100000,2225000,0.013,AFC,AFC East,5,11,0,0.3125,4,298,382,-84,0.4375,0.519531,No,No
12041,Malik Hooker,21,2017,S,Defense,IND,396171,1825892,2222063,0.013,AFC,AFC South,4,12,0,0.25,3,263,404,-141,0.21875,0.480469,No,No
12042,Bradley Roby,25,2017,CB,Defense,DEN,1018072,844096,2212168,0.013,AFC,AFC West,5,11,0,0.3125,4,289,382,-93,0.4125,0.492188,No,No
12043,Niles Paul,28,2017,TE,Offense,WAS,1750000,333334,2208334,0.013,NFC,NFC East,7,9,0,0.4375,3,342,388,-46,0.428571,0.539062,No,No
12044,William Jackson,25,2017,CB,Defense,CIN,891166,1314662,2205828,0.013,AFC,AFC North,7,9,0,0.4375,3,290,349,-59,0.321429,0.464844,No,No
12045,Jermaine Kearse,27,2017,WR,Offense,NYJ,2200000,0,2200000,0.013,AFC,AFC East,5,11,0,0.3125,4,298,382,-84,0.4375,0.519531,No,No
12046,Landry Jones,28,2017,QB,Offense,PIT,1900000,300000,2200000,0.013,AFC,AFC North,13,3,0,0.8125,1,406,308,98,0.423077,0.453125,Yes,No
12047,Tyvon Branch,31,2017,SS,Defense,ARI,1000000,500000,2187500,0.013,NFC,NFC West,8,8,0,0.5,3,295,361,-66,0.40625,0.488281,No,No
12048,Artie Burns,22,2017,CB,Defense,PIT,885954,1293814,2179768,0.013,AFC,AFC North,13,3,0,0.8125,1,406,308,98,0.423077,0.453125,Yes,No
12049,Teddy Bridgewater,25,2017,QB,Offense,MIN,1354023,825364,2179387,0.013,NFC,NFC North,13,3,0,0.8125,1,382,252,130,0.447115,0.492188,Yes,No
12050,Vance McDonald,27,2017,TE,Offense,PIT,2100000,0,2175000,0.013,AFC,AFC North,13,3,0,0.8125,1,406,308,98,0.423077,0.453125,Yes,No
12051,Garry Gilliam,27,2017,RT,Offense,SF,1400000,500000,2162500,0.011,NFC,NFC West,6,10,0,0.375,4,331,383,-52,0.4375,0.511719,No,No
12052,Damarious Randall,25,2017,FS,Defense,GB,1154612,1004224,2158836,0.012,NFC,NFC North,7,9,0,0.4375,3,320,384,-64,0.357143,0.539062,No,No
12053,Marlon Humphrey,21,2017,CB,Defense,BAL,465000,1689087,2154087,0.013,AFC,AFC North,9,7,0,0.5625,2,395,303,92,0.298611,0.441406,No,No
12054,Paxton Lynch,23,2017,QB,Offense,DEN,880741,1272963,2153704,0.013,AFC,AFC West,5,11,0,0.3125,4,289,382,-93,0.4125,0.492188,No,No
12055,Matt Moore,33,2017,QB,Offense,MIA,1750000,375000,2150000,0.013,AFC,AFC East,6,10,0,0.375,3,281,393,-112,0.53125,0.542969,No,No
12056,Alfred Morris,29,2017,RB,Offense,DAL,1200000,500000,2137500,0.013,NFC,NFC East,9,7,0,0.5625,2,354,332,22,0.4375,0.496094,No,No
12057,Kenny Clark,22,2017,DE,Defense,GB,875529,1252117,2127646,0.012,NFC,NFC North,7,9,0,0.4375,3,320,384,-64,0.357143,0.539062,No,No
12058,Joshua Garnett,23,2017,G,Offense,SF,872923,1241693,2114616,0.01,NFC,NFC West,6,10,0,0.375,4,331,383,-52,0.4375,0.511719,No,No
12059,Jack Crawford,29,2017,DE,Defense,ATL,1250000,833333,2083333,0.012,NFC,NFC South,10,6,0,0.625,3,353,315,38,0.475,0.542969,Yes,No
12060,Malcom Brown,24,2017,DT,Defense,NE,1127112,949223,2076335,0.012,AFC,AFC East,13,3,0,0.8125,1,458,296,162,0.466346,0.484375,Yes,No
12061,Margus Hunt,30,2017,DT,Defense,IND,1100000,0,2068750,0.012,AFC,AFC South,4,12,0,0.25,3,263,404,-141,0.21875,0.480469,No,No
12062,Adoree' Jackson,22,2017,CB,Defense,TEN,465000,1586415,2051415,0.011,AFC,AFC South,9,7,0,0.5625,2,334,356,-22,0.395833,0.433594,Yes,No
12063,Jonathan Allen,22,2017,DE,Defense,WAS,389294,1643432,2032726,0.012,NFC,NFC East,7,9,0,0.4375,3,342,388,-46,0.428571,0.539062,No,No
12064,Telvin Smith,26,2017,OLB,Defense,JAX,1145824,862998,2008821,0.01,AFC,AFC South,10,6,0,0.625,1,417,268,149,0.39375,0.433594,Yes,No
12065,Garett Bolles,25,2017,LT,Offense,DEN,465000,1540800,2005800,0.012,AFC,AFC West,5,11,0,0.3125,4,289,382,-93,0.4125,0.492188,No,No
12066,O.J. Howard,23,2017,TE,Offense,TB,451235,1552203,2003438,0.012,NFC,NFC South,5,11,0,0.3125,4,335,382,-47,0.375,0.554688,No,No
12067,Marcus Sherels,30,2017,CB,Defense,MIN,1950000,0,2000000,0.012,NFC,NFC North,13,3,0,0.8125,1,382,252,130,0.447115,0.492188,Yes,No
12068,Mason Foster,28,2017,ILB,Defense,WAS,1225000,175000,2000000,0.011,NFC,NFC East,7,9,0,0.4375,3,342,388,-46,0.428571,0.539062,No,No
12069,Barkevious Mingo,27,2017,OLB,Defense,IND,1500000,500000,2000000,0.012,AFC,AFC South,4,12,0,0.25,3,263,404,-141,0.21875,0.480469,No,No
12070,Scott Tolzien,30,2017,QB,Offense,IND,1750000,250000,2000000,0.012,AFC,AFC South,4,12,0,0.25,3,263,404,-141,0.21875,0.480469,No,No
12071,Al Woods,30,2017,DT,Defense,IND,1250000,0,2000000,0.012,AFC,AFC South,4,12,0,0.25,3,263,404,-141,0.21875,0.480469,No,No
12072,Clinton McDonald,30,2017,DT,Defense,TB,2000000,0,2000000,0.012,NFC,NFC South,5,11,0,0.3125,4,335,382,-47,0.375,0.554688,No,No
12073,Shane Lechler,41,2017,P,Special Teams,HOU,1500000,500000,2000000,0.012,AFC,AFC South,4,12,0,0.25,4,338,436,-98,0.375,0.515625,No,No
12074,Bradley McDougald,27,2017,SS,Defense,SEA,800000,750000,2000000,0.012,NFC,NFC West,9,7,0,0.5625,2,366,332,34,0.444444,0.492188,No,No
12075,Seth Roberts,26,2017,WR,Offense,LV/OAK,1000000,0,2000000,0.012,AFC,AFC West,6,10,0,0.375,3,301,373,-72,0.395833,0.511719,No,No
12076,Lerentee McCray,27,2017,OLB,Defense,JAX,1500000,0,2000000,0.01,AFC,AFC South,10,6,0,0.625,1,417,268,149,0.39375,0.433594,Yes,No
12077,Ryan Mallett,29,2017,QB,Offense,BAL,1000000,1000000,2000000,0.012,AFC,AFC North,9,7,0,0.5625,2,395,303,92,0.298611,0.441406,No,No
12078,Nick Fairley,29,2017,DT,Defense,NO,1000000,2000000,2000000,0.012,NFC,NFC South,11,5,0,0.6875,1,448,326,122,0.482955,0.535156,Yes,No
12079,Alex Okafor,26,2017,DE,Defense,NO,935000,1000000,2000000,0.012,NFC,NFC South,11,5,0,0.6875,1,448,326,122,0.482955,0.535156,Yes,No
12080,Jarrad Davis,23,2017,ILB,Defense,DET,465000,1529396,1994396,0.012,NFC,NFC North,9,7,0,0.5625,2,410,376,34,0.368056,0.496094,No,No
12081,Cornellius Carradine,27,2017,DE,Defense,SF,1100000,625000,1978125,0.01,NFC,NFC West,6,10,0,0.375,4,331,383,-52,0.4375,0.511719,No,No
12082,Charles Harris,22,2017,DE,Defense,MIA,465000,1506589,1971589,0.012,AFC,AFC East,6,10,0,0.375,3,281,393,-112,0.53125,0.542969,No,No
12083,Preston Brown,25,2017,ILB,Defense,BUF,1762000,162000,1959000,0.012,AFC,AFC East,9,7,0,0.5625,2,302,359,-57,0.395833,0.492188,Yes,No
