"Rank","Player","Year","Pos","Team","Draft Year","BaseSalary","SigningBonus","Cap Hit","Salary%","Cash","AAV","CONT YR","CONT VALUE","Earnings","FA Year","Sign Year","Sign Age","Age",""
"","Patrick Peterson","2018","CB","ARI","2011","$11,000,000","$3,072,377","$14,956,965","0.084","$11,250,000","$14,010,000","5","$70,050,000","$74,772,926","2021","2016","25","28",""
"","Jurrell Casey","2018","DT","TEN","2011","$10,600,000","$3,720,000","$14,888,750","0.072","$11,168,750","$15,100,000","4","$60,400,000","$52,450,961","2023","2017","27","29",""
"","Ndamukong Suh","2018","DT","LAR","2010","$14,000,000","$0","$14,500,000","0.080","$14,500,000","$14,000,000","1","$14,000,000","$138,715,157","2019","2018","30","31",""
"","Cameron Jordan","2018","DE","NO","2011","$8,650,000","$3,200,000","$14,497,000","0.082","$9,550,000","$11,000,000","5","$55,000,000","$50,982,467","2021","2015","25","29",""
"","DeAndre Hopkins","2018","WR","HOU","2013","$12,500,000","$1,500,000","$14,000,000","0.075","$12,500,000","$16,200,000","5","$81,000,000","$44,199,009","2023","2017","24","26",""
"","Eric Fisher","2018","LT","KC","2013","$11,150,000","$2,550,000","$13,950,000","0.078","$11,400,000","$12,000,000","4","$48,000,000","$50,492,498","2022","2016","24","27",""
"","Melvin Ingram","2018","DE","LAC","2012","$11,250,000","$2,625,000","$13,875,000","0.077","$11,250,000","$16,000,000","4","$64,000,000","$50,209,939","2021","2017","27","29",""
"","Khalil Mack","2018","OLB","CHI","2014","$7,000,000","$6,800,000","$13,800,000","0.075","$41,000,000","$23,500,000","6","$141,000,000","$59,710,954","2025","2018","26","27",""
"","A.J. Green","2018","WR","CIN","2011","$10,550,000","$3,000,000","$13,750,000","0.073","$10,750,000","$15,000,000","4","$60,000,000","$77,688,098","2020","2015","26","30",""
"","Bobby Wagner","2018","ILB","SEA","2012","$10,000,000","$1,600,000","$13,600,000","0.077","$11,000,000","$10,750,000","4","$43,000,000","$35,858,441","2020","2015","24","28",""
"","Nick Foles","2018","QB","PHI","2012","$4,000,000","$2,600,000","$13,600,000","0.077","$12,000,000","$5,500,000","2","$11,000,000","$31,933,635","2020","2017","27","29",""
"","Trent Williams","2018","LT","WAS","2010","$9,850,000","$1,620,000","$13,579,005","0.076","$10,053,125","$13,600,000","5","$68,000,000","$95,167,459","2021","2015","26","30",""
"","Xavier Rhodes","2018","CB","MIN","2013","$10,400,000","$2,400,000","$13,337,500","0.070","$10,937,500","$14,020,000","5","$70,100,000","$38,831,452","2023","2017","26","28",""
"","Jadeveon Clowney","2018","OLB","HOU","2014","$12,306,000","$0","$13,311,000","0.071","$13,311,000","$5,568,250","4","$22,272,998","$35,583,998","2019","2014","20","25",""
"","Jimmy Smith","2018","CB","BAL","2011","$7,494,118","$1,988,235","$13,233,040","0.073","$7,494,118","$10,275,500","4","$41,102,000","$43,013,066","2020","2015","26","30",""
"","Carlos Dunlap","2018","DE","CIN","2010","$1,000,000","$2,250,000","$13,050,000","0.069","$19,800,000","$13,550,000","3","$40,650,000","$55,638,000","2022","2018","28","29",""
"","T.Y. Hilton","2018","WR","IND","2012","$11,000,000","$2,000,000","$13,000,000","0.067","$11,000,000","$13,000,000","5","$65,000,000","$40,977,400","2021","2015","25","29",""
"","Eric Berry","2018","SS","KC","2010","$8,900,000","$4,000,000","$13,000,000","0.072","$19,000,000","$13,000,000","6","$78,000,000","$90,850,300","2023","2017","28","30",""
"","Desmond Trufant","2018","CB","ATL","2013","$8,500,000","$3,000,000","$12,900,000","0.072","$15,500,000","$13,750,000","5","$68,750,000","$40,265,204","2023","2017","26","28",""
"","Julio Jones","2018","WR","ATL","2011","$9,000,000","$2,400,000","$12,866,667","0.072","$13,400,000","$14,251,209","5","$71,256,045","$76,609,579","2021","2015","25","29",""
"","Gerald McCoy","2018","DT","TB","2010","$12,250,000","$500,000","$12,750,000","0.066","$12,250,000","$15,866,667","6","$95,200,000","$110,113,033","2022","2015","26","30",""
"","Randall Cobb","2018","WR","GB","2011","$8,600,000","$3,250,000","$12,531,250","0.069","$9,281,250","$10,000,000","4","$40,000,000","$43,030,988","2019","2015","24","28",""
"","Ryan Kalil","2018","C","CAR","2007","$4,500,000","$1,000,000","$12,529,000","0.069","$9,750,000","$8,375,000","2","$16,750,000","$70,935,000","2019","2016","30","33",""
"","Jason Pierre-Paul","2018","DE","TB","2010","$11,250,000","$0","$12,500,000","0.065","$12,500,000","$15,500,000","4","$62,000,000","$69,192,245","2021","2017","27","29",""
"","Ryan Kerrigan","2018","OLB","WAS","2011","$9,000,000","$3,200,000","$12,450,000","0.070","$9,250,000","$11,500,000","5","$57,500,000","$50,777,470","2021","2015","26","30",""
"","Kevin Zeitler","2018","G","CLE","2012","$10,000,000","$2,400,000","$12,400,000","0.053","$10,000,000","$12,000,000","5","$60,000,000","$43,614,200","2022","2017","26","28",""
"","Jamie Collins","2018","OLB","CLE","2013","$10,650,000","$1,250,000","$12,400,000","0.053","$11,150,000","$12,500,000","4","$50,000,000","$30,938,309","2021","2017","27","29",""
"","Anthony Barr","2018","OLB","MIN","2014","$12,306,000","$0","$12,306,000","0.065","$12,306,000","$3,185,875","4","$12,743,500","$25,109,303","2019","2014","21","26",""
"","Ryan Jensen","2018","C","TB","2013","$2,000,000","$0","$12,000,000","0.062","$12,000,000","$10,500,000","4","$42,000,000","$15,662,242","2022","2018","26","27",""
"","Devin McCourty","2018","FS","NE","2010","$7,500,000","$3,000,000","$11,935,000","0.066","$8,000,000","$9,500,000","5","$47,500,000","$51,106,162","2020","2015","27","31",""
"","Joe Haden","2018","CB","PIT","2010","$9,000,000","$1,916,666","$11,916,666","0.066","$10,000,000","$9,000,000","3","$27,000,000","$92,071,755","2020","2017","27","29",""
"","Allen Robinson","2018","WR","CHI","2014","$4,000,000","$2,000,000","$11,812,500","0.064","$15,812,500","$14,000,000","3","$42,000,000","$19,498,591","2021","2018","24","25",""
"","Doug Baldwin","2018","WR","SEA","-99","$8,250,000","$1,400,000","$11,800,000","0.066","$8,656,250","$11,500,000","4","$46,000,000","$40,069,269","2021","2016","27","30",""
"","Everson Griffen","2018","DE","MIN","2010","$3,900,000","$1,600,000","$11,600,000","0.061","$10,000,000","$14,500,000","4","$58,000,000","$48,435,000","2023","2017","29","31",""
"","Robert Quinn","2018","DE","MIA","2011","$10,333,301","$0","$11,444,412","0.065","$11,444,412","$14,253,724","4","$57,014,895","$60,490,996","2020","2014","23","28",""
"","Clay Matthews Jr.","2018","OLB","GB","2009","$10,400,000","$0","$11,400,000","0.063","$11,400,000","$13,200,000","5","$66,000,000","$78,005,252","2019","2013","26","32",""
"","Riley Reiff","2018","LT","MIN","2012","$9,100,000","$2,200,000","$11,400,000","0.060","$9,200,000","$11,750,000","5","$58,750,000","$42,619,222","2022","2017","28","30",""
"","Fletcher Cox","2018","DT","PHI","2012","$3,310,000","$5,200,000","$11,348,000","0.064","$11,500,000","$17,100,000","6","$102,600,000","$58,090,246","2023","2016","25","28",""
"","LaMarcus Joyner","2018","FS","LAR","2014","$11,287,000","$0","$11,287,000","0.062","$11,287,000","$11,287,000","1","$11,287,000","$16,418,789","2019","2018","27","28",""
"","Cordy Glenn","2018","LT","CIN","2012","$9,250,000","$0","$11,250,000","0.060","$11,250,000","$12,000,000","5","$60,000,000","$46,115,180","2021","2016","26","29",""
"","Logan Ryan","2018","CB","TEN","2013","$10,000,000","$666,666","$11,166,666","0.054","$10,500,000","$10,000,000","3","$30,000,000","$24,344,685","2020","2017","25","27",""
"","David Bakhtiari","2018","LT","GB","2013","$1,000,000","$3,200,000","$11,075,000","0.061","$7,875,000","$12,000,000","4","$48,000,000","$29,879,114","2021","2016","24","27",""
"","Alex Mack","2018","C","ATL","2009","$8,500,000","$2,300,000","$11,050,000","0.062","$8,500,000","$9,000,000","5","$45,000,000","$60,900,000","2021","2016","30","33",""
"","Sean Lee","2018","OLB","DAL","2010","$7,000,000","$0","$11,025,000","0.060","$7,000,000","$7,000,000","6","$42,000,000","$42,095,000","2020","2014","27","32",""
"","DeSean Jackson","2018","WR","TB","2008","$11,000,000","$0","$11,000,000","0.057","$11,000,000","$11,166,667","3","$33,500,000","$69,259,586","2020","2017","30","32",""
"","Michael Brockers","2018","DE","LAR","2012","$5,250,000","$750,000","$11,000,000","0.061","$10,250,000","$11,083,333","3","$33,250,000","$39,206,668","2020","2016","25","28",""
"","Aqib Talib","2018","CB","LAR","2008","$11,000,000","$0","$11,000,000","0.061","$11,000,000","$9,500,000","6","$57,000,000","$63,933,621","2020","2014","27","32",""
"","Joe Staley","2018","LT","SF","2007","$8,050,000","$0","$10,950,000","0.047","$8,750,000","$7,441,667","6","$44,650,000","$71,188,888","2020","2012","27","34",""
"","Emmanuel Sanders","2018","WR","DEN","2010","$8,250,000","$2,687,500","$10,937,500","0.058","$8,269,752","$11,000,000","3","$33,000,000","$43,520,821","2020","2016","28","31",""
"","Derek Wolfe","2018","DE","DEN","2012","$8,000,000","$1,875,000","$10,925,000","0.058","$9,573,635","$9,175,000","4","$36,700,000","$33,202,560","2020","2016","25","28",""
"","Chris Harris","2018","CB","DEN","-99","$7,400,000","$2,000,000","$10,866,666","0.058","$8,022,948","$8,500,000","5","$42,500,000","$38,206,948","2020","2015","25","29",""
"","Rob Gronkowski","2018","TE","NE","2010","$8,000,000","$0","$10,859,375","0.060","$8,859,375","$9,000,000","6","$54,000,000","$53,379,507","2021","2012","22","29",""
"","Anthony Castonzo","2018","LT","IND","2011","$6,000,000","$2,800,000","$10,800,000","0.056","$8,000,000","$10,953,000","4","$43,812,000","$51,001,096","2020","2015","26","30",""
"","T.J. Lang","2018","G","DET","2009","$8,000,000","$2,666,666","$10,760,416","0.059","$8,093,750","$9,500,000","3","$28,500,000","$43,569,058","2020","2017","29","31",""
"","Taylor Lewan","2018","LT","TEN","2014","$1,000,000","$2,200,000","$10,700,000","0.052","$18,982,352","$16,000,000","5","$80,000,000","$30,520,578","2024","2018","26","27",""
"","Jason Peters","2018","LT","PHI","-99","$6,750,000","$3,666,666","$10,666,666","0.060","$7,000,000","$9,250,000","3","$27,750,000","$105,721,983","2020","2017","34","36",""
"","Nick Perry","2018","OLB","GB","2012","$1,900,000","$3,700,000","$10,637,500","0.059","$6,937,500","$11,800,000","5","$59,000,000","$40,089,845","2022","2017","26","28",""
"","Davante Adams","2018","WR","GB","2014","$1,000,000","$3,600,000","$10,568,750","0.058","$6,968,750","$14,500,000","4","$58,000,000","$29,189,222","2022","2017","24","26",""
"","Maurkice Pouncey","2018","C","PIT","2010","$7,000,000","$2,600,000","$10,551,000","0.058","$7,000,000","$8,827,325","5","$44,136,625","$54,013,375","2020","2014","24","29",""
"","Gabe Jackson","2018","G","OAK","2014","$4,250,000","$0","$10,500,000","0.057","$10,500,000","$11,000,000","5","$55,000,000","$23,475,119","2023","2017","25","27",""
"","Kelechi Osemele","2018","G","OAK","2012","$9,700,000","$0","$10,500,000","0.057","$10,500,000","$11,700,000","5","$58,500,000","$41,101,481","2021","2016","26","29",""
"","Earl Thomas","2018","FS","SEA","2010","$8,500,000","$1,900,000","$10,400,000","0.059","$8,500,000","$10,000,000","4","$40,000,000","$55,908,106","2019","2014","24","29",""
"","Jerry Hughes","2018","DE","BUF","2010","$6,350,000","$1,400,000","$10,400,000","0.055","$7,500,000","$9,000,000","5","$45,000,000","$50,452,500","2020","2015","26","30",""
"","Jordan Reed","2018","TE","WAS","2013","$8,250,000","$1,800,000","$10,253,125","0.057","$8,453,125","$9,350,000","5","$46,750,000","$25,023,529","2022","2016","25","28",""
"","Marcell Dareus","2018","DT","JAC","2011","$9,925,000","$0","$10,175,000","0.050","$10,175,000","$16,095,686","6","$96,574,118","$79,049,946","2022","2015","25","29",""
"","Marshal Yanda","2018","G","BAL","2007","$7,000,000","$1,800,000","$10,125,220","0.056","$7,000,000","$7,979,412","4","$31,917,647","$60,219,346","2020","2015","30","34",""
"","Von Miller","2018","OLB","DEN","2011","$2,000,000","$3,400,000","$10,125,000","0.054","$19,427,315","$19,016,667","6","$114,100,000","$90,975,534","2022","2016","26","29",""
"","Terron Armstead","2018","LT","NO","2013","$5,400,000","$2,200,000","$10,050,000","0.057","$10,300,000","$13,000,000","5","$65,000,000","$33,627,276","2022","2016","24","27",""
"","Travis Kelce","2018","TE","KC","2013","$6,800,000","$1,968,400","$10,018,400","0.056","$8,050,000","$9,368,400","5","$46,842,000","$24,432,054","2022","2016","26","29",""
"","Nate Solder","2018","LT","NYG","2011","$5,900,000","$4,000,000","$10,000,000","0.056","$22,000,000","$15,500,000","4","$62,000,000","$57,995,004","2022","2018","29","30",""
"","Janoris Jenkins","2018","CB","NYG","2012","$6,400,000","$2,000,000","$10,000,000","0.056","$11,000,000","$12,500,000","5","$62,500,000","$44,341,362","2021","2016","27","30",""
"","Andre Branch","2018","DE","MIA","2012","$7,900,000","$2,000,000","$10,000,000","0.056","$8,000,000","$8,000,000","3","$24,000,000","$24,839,934","2020","2017","27","29",""
"","Blake Bortles","2018","QB","JAC","2014","$5,000,000","$5,000,000","$10,000,000","0.049","$20,000,000","$18,000,000","3","$54,000,000","$40,654,802","2021","2018","25","26",""
"","Josh McCown","2018","QB","NYJ","2002","$5,000,000","$5,000,000","$10,000,000","0.051","$10,000,000","$10,000,000","1","$10,000,000","$49,668,000","2019","2018","38","39",""
"","Trumaine Johnson","2018","CB","NYJ","2012","$6,000,000","$4,000,000","$10,000,000","0.051","$26,000,000","$14,500,000","5","$72,500,000","$60,569,329","2023","2018","27","28",""
"","Harrison Smith","2018","FS","MIN","2012","$7,650,000","$2,000,000","$10,000,000","0.052","$8,000,000","$10,250,000","5","$51,250,000","$35,916,546","2022","2016","26","29",""
"","Kenny Stills","2018","WR","MIA","2013","$7,975,000","$1,750,000","$9,750,000","0.055","$8,000,000","$8,000,000","4","$32,000,000","$20,350,452","2021","2017","24","26",""
"","Mike Daniels","2018","DE","GB","2012","$6,600,000","$2,400,000","$9,712,500","0.054","$7,312,500","$10,250,000","4","$41,000,000","$35,733,746","2020","2015","25","29",""
"","Dont'a Hightower","2018","ILB","NE","2012","$5,750,000","$2,500,000","$9,695,305","0.054","$7,195,305","$8,875,000","4","$35,500,000","$35,085,675","2022","2017","26","28",""
"","Mark Barron","2018","ILB","LAR","2012","$4,500,000","$1,000,000","$9,666,666","0.053","$8,000,000","$9,000,000","5","$45,000,000","$42,529,749","2021","2016","26","29",""
"","Kiko Alonso","2018","OLB","MIA","2013","$7,875,000","$1,762,500","$9,662,500","0.055","$7,900,000","$7,227,500","4","$28,910,000","$20,454,751","2021","2017","26","28",""
"","Keenan Allen","2018","WR","LAC","2013","$7,500,000","$1,900,000","$9,650,000","0.054","$7,750,000","$11,250,000","4","$45,000,000","$31,964,590","2021","2016","23","26",""
"","Cameron Wake","2018","DE","MIA","-99","$8,000,000","$500,000","$9,625,000","0.054","$9,125,000","$8,062,500","2","$16,125,000","$52,970,000","2019","2017","34","36",""
"","Donte Moncrief","2018","WR","JAC","2014","$5,600,000","$4,000,000","$9,600,000","0.047","$9,600,000","$9,600,000","1","$9,600,000","$13,500,520","2019","2018","24","25",""
"","Robert Alford","2018","CB","ATL","2013","$9,000,000","$600,000","$9,600,000","0.054","$9,000,000","$9,500,000","4","$38,000,000","$24,567,369","2021","2016","27","30",""
"","Akiem Hicks","2018","DE","CHI","2012","$4,500,000","$1,500,000","$9,600,000","0.052","$8,100,000","$12,000,000","4","$48,000,000","$32,857,581","2022","2017","27","29",""
"","Kam Chancellor","2018","SS","SEA","2010","$6,800,000","$2,500,000","$9,581,250","0.054","$6,800,000","$12,000,000","3","$36,000,000","$42,894,881","2021","2017","28","30",""
"","Dre Kirkpatrick","2018","CB","CIN","2012","$4,750,000","$1,400,000","$9,553,125","0.051","$8,153,125","$10,500,000","5","$52,500,000","$39,251,871","2022","2017","27","29",""
"","Weston Richburg","2018","C","SF","2014","$3,000,000","$1,860,000","$9,535,000","0.041","$16,975,000","$9,500,000","5","$47,500,000","$21,971,961","2023","2018","26","27",""
"","Kelvin Beachum","2018","LT","NYJ","2012","$8,000,000","$1,500,000","$9,500,000","0.049","$8,000,000","$8,000,000","3","$24,000,000","$24,299,148","2020","2017","27","29",""
"","Ja'Wuan James","2018","RT","MIA","2014","$9,341,000","$0","$9,341,000","0.053","$9,341,000","$2,107,100","4","$8,428,398","$17,769,398","2019","2014","21","26",""
"","Brandon Linder","2018","C","JAC","2014","$9,000,000","$0","$9,281,250","0.045","$9,281,250","$10,340,600","5","$51,703,000","$22,275,100","2023","2017","24","26",""
"","Pierre Garcon","2018","WR","SF","2008","$6,625,000","$2,400,000","$9,250,000","0.040","$6,850,000","$9,500,000","5","$47,500,000","$67,572,809","2022","2017","30","32",""
"","Andrew Whitworth","2018","LT","LAR","2006","$1,015,000","$1,666,666","$9,174,166","0.051","$11,000,000","$11,250,000","3","$33,750,000","$77,365,000","2020","2017","35","37",""
"","Jordy Nelson","2018","WR","OAK","2008","$3,400,000","$0","$9,168,750","0.050","$10,968,750","$7,100,000","2","$14,200,000","$56,942,313","2020","2018","32","33",""
"","Mario Addison","2018","DE","CAR","-99","$5,250,000","$2,666,666","$9,166,666","0.051","$7,000,000","$7,500,000","3","$22,500,000","$21,707,250","2020","2017","29","31",""
"","Tyrone Crawford","2018","DE","DAL","2012","$6,000,000","$2,000,000","$9,100,000","0.049","$6,000,000","$9,000,000","5","$45,000,000","$32,740,252","2021","2015","25","29",""
"","Kareem Jackson","2018","SS","HOU","2010","$6,500,000","$2,250,000","$9,000,000","0.048","$6,750,000","$8,500,000","4","$34,000,000","$46,656,250","2019","2015","26","30",""
"","Brian Orakpo","2018","OLB","TEN","2009","$7,250,000","$1,250,000","$9,000,000","0.043","$7,750,000","$7,750,000","4","$31,000,000","$60,450,275","2019","2015","28","32",""
"","Charles Clay","2018","TE","BUF","2011","$4,500,000","$2,000,000","$9,000,000","0.048","$4,500,000","$7,600,000","5","$38,000,000","$36,438,000","2020","2015","25","29",""
"","Larry Warford","2018","G","NO","2013","$4,250,000","$2,100,000","$9,000,000","0.051","$6,900,000","$8,500,000","4","$34,000,000","$21,140,012","2021","2017","25","27",""
"","LeSean McCoy","2018","RB","BUF","2009","$6,075,000","$2,625,000","$8,950,000","0.047","$6,325,000","$8,000,000","5","$40,000,000","$58,774,623","2020","2015","26","30",""
"","Aaron Donald","2018","DT","LAR","2014","$892,000","$8,000,000","$8,892,000","0.049","$40,892,000","$22,500,000","6","$135,000,000","$51,094,010","2025","2018","26","27",""
"","Stephon Gilmore","2018","CB","NE","2012","$3,550,000","$3,600,000","$8,887,500","0.049","$15,000,000","$13,000,000","5","$65,000,000","$55,072,408","2022","2017","26","28",""
"","Kyle Long","2018","G","CHI","2013","$2,248,158","$1,500,000","$8,848,158","0.048","$7,348,158","$10,000,000","4","$40,000,000","$33,251,058","2022","2016","27","30",""
"","Lavonte David","2018","OLB","TB","2012","$8,750,000","$0","$8,750,000","0.046","$8,750,000","$10,050,000","5","$50,250,000","$33,247,757","2021","2015","24","28",""
"","Ron Leary","2018","G","DEN","-99","$7,650,000","$875,000","$8,718,750","0.047","$7,858,173","$9,000,000","4","$36,000,000","$23,581,986","2021","2017","27","29",""
"","Ryan Shazier","2018","ILB","PIT","2014","$458,000","$8,260,000","$8,718,000","0.048","$8,718,000","$2,376,803","4","$9,507,212","$18,278,253","2021","2014","21","26",""
"","C.J. Mosley","2018","ILB","BAL","2014","$8,718,000","$0","$8,718,000","0.048","$8,718,000","$2,197,001","4","$8,788,002","$17,506,002","2019","2014","21","26",""
"","Dee Ford","2018","OLB","KC","2014","$8,718,000","$0","$8,718,000","0.049","$8,718,000","$2,039,675","4","$8,158,700","$16,876,718","2019","2014","22","27",""
"","Deone Bucannon","2018","OLB","ARI","2014","$8,718,000","$0","$8,718,000","0.049","$8,718,000","$1,927,301","4","$7,709,202","$16,523,816","2019","2014","21","26",""
"","Ryan Tannehill","2018","QB","MIA","2012","$790,000","$2,300,000","$8,676,666","0.049","$17,500,000","$19,250,000","4","$77,000,000","$67,550,979","2021","2015","26","30",""
"","Delanie Walker","2018","TE","TEN","2006","$2,570,000","$2,500,000","$8,635,625","0.042","$11,135,625","$8,500,000","2","$17,000,000","$43,841,903","2021","2018","33","34",""
"","Darqueze Dennard","2018","CB","CIN","2014","$8,526,000","$0","$8,526,000","0.045","$8,526,000","$1,994,725","4","$7,978,898","$16,504,900","2019","2014","22","27",""
"","Jason Verrett","2018","CB","LAC","2014","$8,526,000","$0","$8,526,000","0.047","$8,526,000","$1,972,251","4","$7,889,002","$16,368,239","2019","2014","22","27",""
"","Bradley Roby","2018","CB","DEN","2014","$8,526,000","$0","$8,526,000","0.046","$8,561,717","$1,738,132","4","$6,952,528","$15,514,245","2019","2014","21","26",""
"","Jimmie Ward","2018","FS","SF","2014","$8,526,000","$0","$8,526,000","0.037","$8,526,000","$1,778,134","4","$7,112,534","$15,715,690","2019","2014","22","27",""
"","Buster Skrine","2018","CB","NYJ","2011","$6,000,000","$1,250,000","$8,500,000","0.044","$6,000,000","$6,250,000","4","$25,000,000","$28,090,413","2019","2015","25","29",""
